id,pr_number,requester_id,department,request_date,status,description,created_at
93c05b34-4459-48e6-8038-a43eee916230,PR-00017,4abc59f0-b600-4ba4-8c62-552f43ab38c7,Procurement,2025-03-16,Pending,Requisition for maintenance parts,2026-02-23 10:54:51.772865
f02214b7-0571-417c-be3d-d72cbf867a0e,PR-00018,2a5e54e7-d51b-49cc-8c8f-76c8a212fce0,Procurement,2025-08-21,Approved,Requisition for safety gear,2026-02-23 10:54:51.772878
8a1ba389-80ac-4855-a57c-1d7814ad740a,PR-00019,0301d27b-3b23-40d2-816d-59fda9b9bed3,Legal,2024-04-26,Rejected,Requisition for maintenance parts,2026-02-23 10:54:51.772953
641f5739-2f76-4f5c-8bd2-1dcb9dea2756,PR-00020,f425c095-0e0b-427a-9a01-773901b2fe8b,Engineering,2024-07-22,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.772963
da7901e7-d7b5-42a0-a242-936366cafb29,PR-00021,79d02cd6-dbee-4ae7-bceb-ab82ff6d23c7,Engineering,2024-03-08,Approved,Requisition for safety gear,2026-02-23 10:54:51.773035
7fda4d66-f363-41cd-bd40-169965c6979e,PR-00022,49eac2f0-7e4e-450f-9b47-46f89fa57a5d,Operations,2025-11-19,Rejected,Requisition for raw materials,2026-02-23 10:54:51.773066
11dd9085-491b-4398-8555-e0d8c2f172a4,PR-00023,ad9a51d1-16f4-47bc-a4ce-ce1bc670a73d,Finance,2025-05-08,Approved,Requisition for safety gear,2026-02-23 10:54:51.773077
6406d1ba-469c-4188-8602-ed7f701e3ddc,PR-00024,ff57854e-5869-4d57-a3cc-507538ef6f24,Sales,2024-05-12,Approved,Requisition for office supplies,2026-02-23 10:54:51.773134
382d8ae5-bb03-4a8d-ad21-a7a05974ea99,PR-00025,761b9383-a22e-429c-b7fa-cba143af59ba,Sales,2024-09-14,Approved,Requisition for IT equipment,2026-02-23 10:54:51.773196
00f5f03e-230b-4eda-a815-473d491994d6,PR-00026,941bca12-f90a-4004-a85c-792003442bc3,IT,2024-09-14,Approved,Requisition for IT equipment,2026-02-23 10:54:51.773256
65319346-1769-4892-9cf0-e538a9ffb266,PR-00027,4abc59f0-b600-4ba4-8c62-552f43ab38c7,Engineering,2024-10-25,Approved,Requisition for raw materials,2026-02-23 10:54:51.773343
d4549f69-1f4c-44f7-8af0-069467bc25ec,PR-00028,0301d27b-3b23-40d2-816d-59fda9b9bed3,Operations,2025-12-07,Approved,Requisition for office supplies,2026-02-23 10:54:51.773405
3decfb39-f707-4f8e-990f-72a0c34fc218,PR-00029,579d0881-5786-4f06-ade1-c3d7a87b9b21,Sales,2025-05-07,Approved,Requisition for office supplies,2026-02-23 10:54:51.773456
776aee3b-6b60-4994-8cc7-a71e042efaf3,PR-00030,96049166-34cc-443f-9619-31e6cad7bfe1,Operations,2024-04-29,Approved,Requisition for safety gear,2026-02-23 10:54:51.773501
d363acc3-dfcf-4351-aa6a-4b8ea05c9458,PR-00031,e025cf83-1169-4cf0-a84c-f838f6987536,Operations,2024-12-19,Pending,Requisition for office supplies,2026-02-23 10:54:51.773532
c526039a-9451-4ed7-a352-3d844c706f6e,PR-00032,a1b8d0bb-5c83-4a28-8749-631b96fca46c,Engineering,2024-09-03,Pending,Requisition for safety gear,2026-02-23 10:54:51.773542
8389718a-ab0f-454a-acba-2efd937185cd,PR-00033,15ead9a4-1514-487c-a373-e8d5b4cf7209,Engineering,2024-10-06,Pending,Requisition for IT equipment,2026-02-23 10:54:51.773552
ac7d02f7-f1fa-4323-9351-7387cc68e42a,PR-00034,d4e41eef-dd8a-4561-8426-35acee4f9fad,Finance,2024-10-18,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.773562
cc1f236f-5a29-4443-afc3-0d8f518a35e1,PR-00035,3c669018-1bf6-405a-b165-f26eac71c967,Sales,2024-03-16,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.773627
44058d83-ca1e-4d17-ac20-358e074cc56e,PR-00036,761b9383-a22e-429c-b7fa-cba143af59ba,Marketing,2024-02-23,Pending,Requisition for IT equipment,2026-02-23 10:54:51.773665
f80075d2-3b49-44f4-8e8c-ce51c626f93d,PR-00037,deb008e5-6615-437a-9371-17b6ede878e1,HR,2025-05-06,Rejected,Requisition for raw materials,2026-02-23 10:54:51.773681
42104fdf-b367-4bf9-beab-e3fa9283fac6,PR-00038,e17e28aa-8f76-404b-9504-67aacbc32332,Executive,2025-11-02,Draft,Requisition for office supplies,2026-02-23 10:54:51.773696
6c493c45-c214-4946-ae2a-7f5b1c7cf103,PR-00039,6d6a5675-4856-4e99-b9e1-4f5fef59b838,Executive,2025-04-30,Draft,Requisition for office supplies,2026-02-23 10:54:51.773706
902f0bdf-1534-438d-8455-4df83be0d2f4,PR-00040,f425c095-0e0b-427a-9a01-773901b2fe8b,IT,2024-02-10,Approved,Requisition for raw materials,2026-02-23 10:54:51.773716
7941b92a-6180-432f-b3a2-7e5cfbb0f7c4,PR-00041,db1fa505-d9cc-48ca-9e67-3a7dc4a1e021,Executive,2024-08-02,Approved,Requisition for IT equipment,2026-02-23 10:54:51.773777
743ef2b5-dfbb-4533-9b6a-b1c71d2e9195,PR-00042,a0907a8d-bbd3-4029-8b63-18b3ff63432c,Operations,2025-02-05,Approved,Requisition for office supplies,2026-02-23 10:54:51.773810
857e8532-55e2-4ae3-b986-021dba4af648,PR-00043,6f46bc71-a97e-4989-9ec1-f114399219d1,Legal,2025-07-12,Approved,Requisition for IT equipment,2026-02-23 10:54:51.773882
577070f2-b3d1-48ad-8eb7-052760f96833,PR-00044,d8dfd797-40f5-4acd-a4ca-3d9473f31861,Finance,2025-01-27,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.773923
19e22386-95ba-4a4c-8cfb-18a739218772,PR-00045,441a5187-a4d2-43c1-a32b-6f4df4d1e51e,Sales,2024-09-18,Approved,Requisition for IT equipment,2026-02-23 10:54:51.773999
7188b151-3f13-4c78-8629-316dbd0a7e38,PR-00046,db5795c4-a3ee-482e-986b-bb27fe1a6f84,Finance,2025-09-28,Approved,Requisition for office supplies,2026-02-23 10:54:51.774099
661fcf19-0982-4942-a1a5-7bb148d8203d,PR-00047,dfe7b245-4429-4631-a091-df7c518f56b0,Engineering,2025-09-08,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.774185
f179bf67-dd4e-4cf4-8e54-a608e0110028,PR-00048,55a9c4c7-f5fe-42bd-82b7-7ca9b036f8bf,Marketing,2024-05-19,Pending,Requisition for office supplies,2026-02-23 10:54:51.774297
ad9e2c4a-2095-4c81-a89c-1159fe7bf959,PR-00049,3e057cef-fddd-4b26-825b-4bdf15b4dfc2,Executive,2024-05-15,Approved,Requisition for office supplies,2026-02-23 10:54:51.774312
ece6946d-0781-4be6-b490-78d230d39ba3,PR-00050,ea584e6f-2059-4546-b2e5-39bf5b6d91f0,Finance,2025-06-08,Approved,Requisition for safety gear,2026-02-23 10:54:51.774403
60410130-5593-4973-be34-bc3c1cdee026,PR-00051,3e057cef-fddd-4b26-825b-4bdf15b4dfc2,Engineering,2025-06-04,Draft,Requisition for safety gear,2026-02-23 10:54:51.774447
6bf536da-5ace-45fe-8a81-e71d0d611f73,PR-00052,9086ef7d-a5e7-4dc8-b2eb-614655299514,Procurement,2025-03-25,Approved,Requisition for safety gear,2026-02-23 10:54:51.774458
54ec9df4-6fab-4d12-8295-e41578c1e32d,PR-00053,e025cf83-1169-4cf0-a84c-f838f6987536,HR,2025-10-25,Approved,Requisition for IT equipment,2026-02-23 10:54:51.774513
c6e125be-67a6-4678-ba23-95c26ed20f31,PR-00054,15407f62-ff85-47c6-83a5-b4962d775fac,Procurement,2024-01-07,Approved,Requisition for IT equipment,2026-02-23 10:54:51.774542
d40ba87c-510a-4c0a-9b5d-80fff049e894,PR-00055,a1c5850c-1d05-4251-b6e4-fd55662f8895,Sales,2024-10-09,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.774588
fc05116b-aa8d-41c2-8d79-7e3c95be6f6f,PR-00056,11bcd081-8e1d-40dc-aaca-006a85c4ec9a,IT,2025-10-22,Approved,Requisition for raw materials,2026-02-23 10:54:51.774642
b45dc0af-6012-421f-9c67-4533f66fdaa4,PR-00057,a3dc6d64-2521-4735-8eba-fedb77f76c27,Executive,2024-11-16,Rejected,Requisition for safety gear,2026-02-23 10:54:51.774705
ff3305d0-23a9-4cf8-bf54-0d8d04369199,PR-00058,059f7d32-2a53-4066-a6c0-e6010bdd4aed,Sales,2025-12-24,Rejected,Requisition for IT equipment,2026-02-23 10:54:51.774715
f897d96f-3e29-4f9a-8740-f8b31662b3cb,PR-00059,a3dc6d64-2521-4735-8eba-fedb77f76c27,Operations,2024-10-13,Approved,Requisition for IT equipment,2026-02-23 10:54:51.774728
27edabbc-7f12-42b9-a93a-ed4a13870a58,PR-00060,fa5748e6-3969-42d9-a734-d67d41d569eb,Legal,2025-02-16,Draft,Requisition for IT equipment,2026-02-23 10:54:51.774772
f2c04d40-30d0-4915-827b-f89875ce6379,PR-00061,cfc09f15-3619-4d62-b827-b15e76da2559,Executive,2025-12-29,Approved,Requisition for safety gear,2026-02-23 10:54:51.774784
d7581bdc-8bdc-4e95-9970-c785df126889,PR-00062,d8ac4794-b742-4182-8d98-3930c190e26c,IT,2024-07-06,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.774841
a579de6e-5780-4ce6-a9fd-35ffd73e76ce,PR-00063,19dab2b4-bf6e-43e2-bcdb-376c8d8fd83a,Procurement,2025-05-31,Rejected,Requisition for safety gear,2026-02-23 10:54:51.774909
10474c9c-2144-4c23-a90e-8bc7d763bba1,PR-00064,72ad50be-c1ef-49b6-a8bf-795ddc1b8b51,Procurement,2025-03-30,Approved,Requisition for safety gear,2026-02-23 10:54:51.774919
5b952c91-cb38-42d9-b8d0-6e7d7bbe8d6a,PR-00065,a1c5850c-1d05-4251-b6e4-fd55662f8895,Operations,2025-01-18,Draft,Requisition for safety gear,2026-02-23 10:54:51.774976
f0e4b04b-9783-45c7-9942-f43447c55ef6,PR-00066,48b4f51b-78a9-483a-bd66-8342f857c878,HR,2025-11-23,Approved,Requisition for IT equipment,2026-02-23 10:54:51.774987
955e2203-391a-444b-bcd7-bf38f803aa61,PR-00067,3c669018-1bf6-405a-b165-f26eac71c967,IT,2025-02-02,Approved,Requisition for office supplies,2026-02-23 10:54:51.775115
6310a46c-f75f-4736-a98e-1f34919d208b,PR-00068,877a5c2c-1c04-4e0e-b21a-cef5eda8d97f,Legal,2024-10-17,Approved,Requisition for office supplies,2026-02-23 10:54:51.775184
792b695e-1845-4954-9ab0-2f3ee6b8a4fd,PR-00069,2a3d5924-8a1e-4757-a2cc-0868d910a0d5,Marketing,2024-07-22,Approved,Requisition for raw materials,2026-02-23 10:54:51.775231
515e2a5a-9521-4815-9266-2d63beaf8283,PR-00070,975e0078-821c-4ac7-8308-f70a0a6fdc87,Procurement,2024-11-04,Approved,Requisition for IT equipment,2026-02-23 10:54:51.775261
56a45eb2-40f2-4bf7-b099-35e04400f6cf,PR-00071,41305b34-2ce5-4524-83d2-945750f27a0e,Executive,2024-08-22,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.775306
4b7f668b-57c1-48e6-8b51-61f5fd01d662,PR-00072,b0c1b232-c596-4d15-a02e-8a88bdc299e1,Executive,2025-11-14,Approved,Requisition for raw materials,2026-02-23 10:54:51.775360
c8f3999c-ec5e-4b08-be4c-3084c6d7d33b,PR-00073,deb008e5-6615-437a-9371-17b6ede878e1,Finance,2024-11-02,Pending,Requisition for office supplies,2026-02-23 10:54:51.775421
dc4b7d1f-bd82-4d5c-9465-e0edebd00ecf,PR-00074,c2cea9ec-7da0-48f3-95d2-4041a87e3fe7,Engineering,2024-07-06,Approved,Requisition for IT equipment,2026-02-23 10:54:51.775432
bffaa9f9-1d9a-44f4-b839-4f4c1b646ce1,PR-00075,0440672d-b5b4-483f-a959-f5433ae934c2,Engineering,2024-01-18,Approved,Requisition for IT equipment,2026-02-23 10:54:51.775498
b39c1a67-c0e1-4d2f-94e8-407adb2ff5eb,PR-00076,11bcd081-8e1d-40dc-aaca-006a85c4ec9a,Marketing,2025-09-23,Pending,Requisition for IT equipment,2026-02-23 10:54:51.775531
b6a3476b-d643-4e3e-b470-834982170d61,PR-00077,ec6961cd-8d1f-40b3-9ca2-8788eedb7a4a,Marketing,2024-07-29,Draft,Requisition for safety gear,2026-02-23 10:54:51.775543
19d0ff08-22c6-4a2c-8dc2-9ed91bbbfd38,PR-00078,975e0078-821c-4ac7-8308-f70a0a6fdc87,Sales,2024-04-07,Approved,Requisition for IT equipment,2026-02-23 10:54:51.775556
b5013de0-45c2-4cf4-858f-dfbe441c5ab7,PR-00079,fa5748e6-3969-42d9-a734-d67d41d569eb,HR,2025-12-01,Approved,Requisition for IT equipment,2026-02-23 10:54:51.775609
dbdf90a7-aa0c-4593-88b7-6173d67e9639,PR-00080,be8b92fe-3b10-49ea-9287-1f95a46814ea,Marketing,2025-10-13,Approved,Requisition for raw materials,2026-02-23 10:54:51.775677
73c9d6a2-1377-455c-b2a9-f4fb4a68de5d,PR-00081,b3c42a73-814d-4e7c-aa65-82a3abcb77a0,Executive,2024-12-08,Rejected,Requisition for maintenance parts,2026-02-23 10:54:51.775740
ad15b2ae-0e75-4759-8a5a-ed9c79c39041,PR-00082,941bca12-f90a-4004-a85c-792003442bc3,Marketing,2024-06-09,Approved,Requisition for office supplies,2026-02-23 10:54:51.775750
aa2c47b3-8668-4b27-a304-037d05e28f2d,PR-00083,cfc09f15-3619-4d62-b827-b15e76da2559,Finance,2024-11-24,Approved,Requisition for safety gear,2026-02-23 10:54:51.775789
8fb0553e-a0d8-4530-ab09-b40575eb54d7,PR-00084,fa5748e6-3969-42d9-a734-d67d41d569eb,Sales,2024-05-01,Rejected,Requisition for maintenance parts,2026-02-23 10:54:51.775857
3ce424d3-6d40-44ac-a67c-1aa7612031eb,PR-00085,3764b56f-3d0a-4565-8979-4fad3b46458a,Finance,2024-11-23,Approved,Requisition for raw materials,2026-02-23 10:54:51.775867
2d73cd9f-f652-436b-a71e-5c6811dffe18,PR-00086,66dfa22d-9ac6-4646-b380-b10d730619c6,Executive,2025-09-27,Pending,Requisition for raw materials,2026-02-23 10:54:51.775896
2e472f9d-77d1-4c15-a02d-5266975ff9d2,PR-00087,7b36f4d5-f017-4523-af22-d6ce2a58ddad,HR,2024-07-03,Pending,Requisition for IT equipment,2026-02-23 10:54:51.775906
f21ff7fc-c368-4c23-ae79-37e2a2cdcaa9,PR-00088,d4e41eef-dd8a-4561-8426-35acee4f9fad,Executive,2025-05-25,Pending,Requisition for office supplies,2026-02-23 10:54:51.775915
d662fb6b-f901-4e12-bddf-d7203f4c4953,PR-00089,3c669018-1bf6-405a-b165-f26eac71c967,Finance,2024-08-11,Approved,Requisition for IT equipment,2026-02-23 10:54:51.775925
a912b611-4fc5-4924-aebe-3d32f6b3de25,PR-00090,b0c1b232-c596-4d15-a02e-8a88bdc299e1,Executive,2024-12-31,Pending,Requisition for IT equipment,2026-02-23 10:54:51.775972
0414355b-7d48-423d-a28e-6fade7180fa5,PR-00091,1978e8ba-f74b-4dd7-a07f-9a02c99f5c62,Executive,2024-11-07,Approved,Requisition for safety gear,2026-02-23 10:54:51.775983
3fc12fcf-ec5b-45ae-be13-86aa1a01ca84,PR-00092,941bca12-f90a-4004-a85c-792003442bc3,Executive,2025-05-28,Rejected,Requisition for maintenance parts,2026-02-23 10:54:51.776107
83634944-afa1-4cc0-a912-be642cbf7d05,PR-00093,e17e28aa-8f76-404b-9504-67aacbc32332,Engineering,2025-02-16,Approved,Requisition for office supplies,2026-02-23 10:54:51.776116
45bfaa5b-22ed-4e56-8780-7a708efb2742,PR-00094,d5d19a53-f0eb-4480-a58c-2924460368da,Legal,2025-09-13,Approved,Requisition for office supplies,2026-02-23 10:54:51.776149
0767b5c9-d513-404d-8dee-669d669cd968,PR-00095,48b4f51b-78a9-483a-bd66-8342f857c878,Procurement,2025-01-13,Pending,Requisition for maintenance parts,2026-02-23 10:54:51.776177
d3a81adf-8101-4811-8475-e423867258dd,PR-00096,61d91d7a-7705-4c5f-aa40-f5042a98b2fb,Procurement,2024-07-09,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.776188
fdcd5d8f-9a3c-456a-b825-26bbea0d4a6e,PR-00097,059f7d32-2a53-4066-a6c0-e6010bdd4aed,Executive,2024-04-09,Approved,Requisition for IT equipment,2026-02-23 10:54:51.776234
24fb6732-69fb-415d-b6a9-19e92b7ef2b3,PR-00098,04539a60-7c26-4abb-8a12-368f57142cb7,Marketing,2024-08-06,Pending,Requisition for office supplies,2026-02-23 10:54:51.776300
acd9b5d9-eed7-4483-9901-a0cd17699ea5,PR-00099,c2cea9ec-7da0-48f3-95d2-4041a87e3fe7,Sales,2024-11-05,Approved,Requisition for raw materials,2026-02-23 10:54:51.776310
3ca0dbbf-b1d8-4a3f-926d-0130805e934e,PR-00100,14afa235-901f-4e4d-95bf-a99a463cc548,Executive,2024-08-05,Draft,Requisition for IT equipment,2026-02-23 10:54:51.776349
4c2ca737-d2d9-45e1-97c6-817fc1ea57c1,PR-00101,0440672d-b5b4-483f-a959-f5433ae934c2,Legal,2024-10-25,Approved,Requisition for office supplies,2026-02-23 10:54:51.776359
1210d457-c5b7-491a-ae84-6c99ea4ebe17,PR-00102,db5795c4-a3ee-482e-986b-bb27fe1a6f84,IT,2024-08-11,Approved,Requisition for office supplies,2026-02-23 10:54:51.776413
3c46c1d5-1c91-42cb-9056-2d34bc7dece2,PR-00103,182d5d7c-f5ea-4353-a6be-af62cc5a9387,Marketing,2025-02-26,Approved,Requisition for raw materials,2026-02-23 10:54:51.776471
dd8ac7e2-9721-4bd4-8dc8-dfc8c516fdd7,PR-00104,41305b34-2ce5-4524-83d2-945750f27a0e,IT,2025-06-20,Pending,Requisition for safety gear,2026-02-23 10:54:51.776525
176e33e9-1fea-46f1-8ace-c6c1096d04f5,PR-00105,6f46bc71-a97e-4989-9ec1-f114399219d1,HR,2024-06-10,Pending,Requisition for raw materials,2026-02-23 10:54:51.776535
f4aa1774-d509-462d-9238-9f69452d50a3,PR-00106,55a9c4c7-f5fe-42bd-82b7-7ca9b036f8bf,HR,2024-01-08,Approved,Requisition for IT equipment,2026-02-23 10:54:51.776548
7c3052d9-ea04-47fc-b7e4-527ab637158d,PR-00107,28cb13d0-4c3a-4891-8517-b2200fe8c0c0,Legal,2024-08-18,Approved,Requisition for raw materials,2026-02-23 10:54:51.776578
7b4b53fb-55af-4cf1-898f-f5bbb7670d88,PR-00108,311c93e6-cbbe-44cc-ab78-18ec527f6743,Sales,2025-04-12,Draft,Requisition for IT equipment,2026-02-23 10:54:51.776641
932d7326-413e-4778-a0ea-7a86ca3cd88d,PR-00109,441a5187-a4d2-43c1-a32b-6f4df4d1e51e,Marketing,2025-06-15,Approved,Requisition for safety gear,2026-02-23 10:54:51.776653
e758b61c-00e8-4cfb-9788-32fe4dc44fce,PR-00110,72ad50be-c1ef-49b6-a8bf-795ddc1b8b51,Marketing,2024-10-19,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.776726
ca0d6ebd-9a09-4468-809f-788911b765b9,PR-00111,48b4f51b-78a9-483a-bd66-8342f857c878,Legal,2024-01-15,Approved,Requisition for raw materials,2026-02-23 10:54:51.776791
f95ebcc1-968e-433f-bd5e-961ff6d464ef,PR-00112,41305b34-2ce5-4524-83d2-945750f27a0e,Marketing,2024-04-20,Approved,Requisition for safety gear,2026-02-23 10:54:51.776862
33d91036-149f-488c-b4eb-80582ccc49f5,PR-00113,a1b8d0bb-5c83-4a28-8749-631b96fca46c,Operations,2025-05-25,Approved,Requisition for office supplies,2026-02-23 10:54:51.776892
cdc215d9-1832-49cd-b866-1b315f5d1e07,PR-00114,3764b56f-3d0a-4565-8979-4fad3b46458a,Engineering,2024-11-22,Approved,Requisition for raw materials,2026-02-23 10:54:51.776938
9c0a1de4-895f-4889-a3ed-f2b22565ff5b,PR-00115,1561326f-1d26-4dfb-a412-086919c9419d,Finance,2025-09-05,Approved,Requisition for office supplies,2026-02-23 10:54:51.776982
d1218fac-ceab-4321-aee4-646c42976350,PR-00116,dfe7b245-4429-4631-a091-df7c518f56b0,Operations,2024-12-21,Approved,Requisition for office supplies,2026-02-23 10:54:51.777066
3f741104-1b83-4d5e-b815-8e54ac67376c,PR-00117,dd83058f-f003-4af8-b701-be17f58458f4,Executive,2025-05-09,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.777116
6817b974-d2fa-4c5b-b6e6-2e33fab82a9b,PR-00118,2a3d5924-8a1e-4757-a2cc-0868d910a0d5,Legal,2024-04-05,Approved,Requisition for safety gear,2026-02-23 10:54:51.777145
df80e7af-5dcc-409b-b0f6-d2ad69e3d6c4,PR-00119,87f64f8d-b65f-440e-ad22-dc2e0e26944f,Procurement,2024-05-18,Draft,Requisition for maintenance parts,2026-02-23 10:54:51.777199
1ab5e8a2-ac02-4152-8feb-55dca2dd391c,PR-00120,b8ec9f4f-63bf-4feb-b095-a025fd0e0dde,HR,2024-06-15,Rejected,Requisition for IT equipment,2026-02-23 10:54:51.777209
bc8d4031-b942-49e9-9dd6-186b8d545c67,PR-00121,1561326f-1d26-4dfb-a412-086919c9419d,Engineering,2025-07-17,Approved,Requisition for office supplies,2026-02-23 10:54:51.777219
f1148a87-abcc-425c-b2dc-6facadf8c898,PR-00122,d5d19a53-f0eb-4480-a58c-2924460368da,Procurement,2025-12-03,Rejected,Requisition for maintenance parts,2026-02-23 10:54:51.777251
bb1bf048-9432-4359-997d-55356ff33e01,PR-00123,af9f5d06-e6c3-4859-8282-8e664f6ebae9,Executive,2024-06-01,Pending,Requisition for IT equipment,2026-02-23 10:54:51.777260
a09b446b-49fc-40cc-8f70-e3be34f30bb4,PR-00124,47acf5aa-4994-489f-8401-74b596d8d78d,Executive,2024-02-21,Approved,Requisition for raw materials,2026-02-23 10:54:51.777271
730b5954-d891-4020-93bf-183a352400b5,PR-00125,b3c42a73-814d-4e7c-aa65-82a3abcb77a0,Legal,2025-11-02,Pending,Requisition for raw materials,2026-02-23 10:54:51.777327
38be7811-ee97-4b75-bd01-ee99908ab43f,PR-00126,3c669018-1bf6-405a-b165-f26eac71c967,HR,2025-06-06,Approved,Requisition for IT equipment,2026-02-23 10:54:51.777336
14321071-df1f-46d9-a5a7-49681154e794,PR-00127,a3dc6d64-2521-4735-8eba-fedb77f76c27,Executive,2025-05-09,Approved,Requisition for office supplies,2026-02-23 10:54:51.777368
b925acaa-18a5-4ff5-8d98-f3479df5f5b2,PR-00128,059f7d32-2a53-4066-a6c0-e6010bdd4aed,Sales,2024-02-23,Pending,Requisition for maintenance parts,2026-02-23 10:54:51.777404
2cc22fb3-42e1-4768-87ee-3a5a8a724a0f,PR-00129,48b4f51b-78a9-483a-bd66-8342f857c878,Executive,2025-02-09,Pending,Requisition for maintenance parts,2026-02-23 10:54:51.777414
81c64e63-a7b5-4036-b624-00c113a8ab3f,PR-00130,14afa235-901f-4e4d-95bf-a99a463cc548,HR,2024-03-08,Pending,Requisition for maintenance parts,2026-02-23 10:54:51.777424
9c680380-544c-4dac-8914-26e763b3ffa9,PR-00131,af9f5d06-e6c3-4859-8282-8e664f6ebae9,Finance,2025-02-18,Approved,Requisition for safety gear,2026-02-23 10:54:51.777435
b84f7901-f7ff-4c9b-ad06-66c41c071c47,PR-00132,fe54ebbb-2c0c-4009-a811-ee089e7dec77,HR,2024-11-19,Approved,Requisition for raw materials,2026-02-23 10:54:51.777503
6ab147ef-5d4b-49ba-ac62-33a11c8c94b6,PR-00133,af9f5d06-e6c3-4859-8282-8e664f6ebae9,Legal,2024-08-05,Approved,Requisition for office supplies,2026-02-23 10:54:51.777559
c1a4099f-b110-444c-9e58-fe224c6ed8d1,PR-00134,fc389fa0-930b-4018-8fe9-7b6e8f14271f,Procurement,2025-10-30,Pending,Requisition for safety gear,2026-02-23 10:54:51.777622
7dc5eae1-730d-4f71-b78d-a0109140baf9,PR-00135,e0ac1ea6-2139-4814-aed7-8e6908734903,Legal,2024-07-06,Pending,Requisition for raw materials,2026-02-23 10:54:51.777631
03534656-0f8a-48e9-8599-a3e57e5826f2,PR-00136,1f024d78-c38e-4783-a344-04db3d2585df,Operations,2024-11-07,Approved,Requisition for raw materials,2026-02-23 10:54:51.777641
