id,invoice_number,sales_order_id,customer_id,invoice_date,due_date,subtotal,vat_amount,total_amount,amount_paid,payment_status,currency,created_at
0f8b9769-8850-44f2-9805-e7c5d19150d8,INV-000016,5fd70e45-3ba7-4aea-b29b-1d38e363ae8b,646f2651-62f9-4f12-b848-57dedf9153e2,2024-06-21,2024-08-05,160571326.76999998,12042849.51,172614176.28,172614176.28,Paid,NGN,2026-02-23 10:54:51.464759
6fe54393-de8a-4fca-9a77-6ac85cb8597b,INV-000017,f157907b-f88c-4577-b4b1-6201704634ca,20b377ac-7a10-452e-be22-240dac77392f,2026-01-04,2026-02-03,42571069.41,3192830.21,45763899.62,0,Unpaid,NGN,2026-02-23 10:54:51.464810
e6f8e06f-27bf-4d4a-b2af-49e8f74b1be5,INV-000018,a477374f-e585-45c6-ae56-f86172f5daa9,65c76632-7a40-420a-aa11-ba26e7897d1f,2025-05-11,2025-06-25,146090874.86,10956815.61,157047690.47,0,Unpaid,NGN,2026-02-23 10:54:51.464896
9dc2258f-d078-41c5-a5a1-870977ad5bd3,INV-000019,fe82d2dd-eef3-40c7-9498-a45aa6f7813a,0681dbba-9802-4c2f-93bb-d0a737d6ac70,2024-09-11,2024-10-26,112369931.88,8427744.89,120797676.77,0,Unpaid,NGN,2026-02-23 10:54:51.464952
4e964a1c-fd2d-4a65-95f0-709710a5c137,INV-000020,0c39b1b9-8b29-4210-b594-7b0f2369ba4d,8a6f8891-b1b8-4047-b7e2-87ff4442b8d7,2025-02-09,2025-02-24,5754984.55,431623.84,6186608.39,0,Unpaid,NGN,2026-02-23 10:54:51.465133
61257008-2dde-40a3-88bf-e513f01176c2,INV-000021,39e100c7-6f69-4a99-906d-a664f14ee772,81f824ad-87c2-4b04-8648-ad40f0475a73,2025-11-29,2026-01-28,198709133.35000002,14903185.0,213612318.35,0,Overdue,NGN,2026-02-23 10:54:51.465210
467c0913-6bbd-40b6-ac33-0cd7fab175df,INV-000022,aa1b6d61-cad9-4c72-83f4-2576a8672518,31f9162b-94e1-4c37-95c4-1db60f07e11f,2024-01-13,2024-01-28,371785759.64,27883931.97,399669691.61,0,Unpaid,NGN,2026-02-23 10:54:51.465285
f32667ac-f004-4739-9587-4775241f71d1,INV-000023,e88d787d-fe2d-4622-9246-dc016072f17b,c40c2ab9-c5f8-4a09-b7da-bffdc0cef2bb,2024-09-20,2024-10-20,204525040.12,15339378.01,219864418.13,0,Unpaid,NGN,2026-02-23 10:54:51.465352
58eef76e-80c7-4c7a-90ba-dbf260e1fea2,INV-000024,31af4d7b-339e-4963-a44a-09a011cb0e12,65fcd264-a4ea-4823-807e-3b0059d9e4c4,2024-04-13,2024-06-12,161050224.53,12078766.84,173128991.37,173128991.37,Paid,NGN,2026-02-23 10:54:51.465483
a70a0dc3-eadd-45c2-ad23-63ac86919831,INV-000025,2d08f8c8-0ebe-4f29-af16-1d5b97e03212,65c76632-7a40-420a-aa11-ba26e7897d1f,2024-05-11,2024-05-26,86173103.89,6462982.79,92636086.68,0,Unpaid,NGN,2026-02-23 10:54:51.465564
b0b4959b-cd82-42eb-b0c4-158820241e34,INV-000026,2bb1304d-4143-4cef-8f6f-f7a904d2dc0c,1a5ad7ab-131f-4a47-9758-b86baab2e1ca,2025-11-07,2025-12-22,135224994.3,10141874.57,145366868.87,145366868.87,Paid,NGN,2026-02-23 10:54:51.465727
74c13ca0-aa66-4eee-8634-c705a9b3f28b,INV-000027,5251e623-538c-4557-99b8-d2e99b00b0d6,1cd59298-1290-4f24-87ed-7d108c51a4aa,2025-10-20,2025-12-04,43454087.17,3259056.54,46713143.71,0,Overdue,NGN,2026-02-23 10:54:51.465758
338aee33-82d3-4899-a622-643ce55e0996,INV-000028,8b212233-ec4a-4c94-8d56-9b0a8e4e9fbb,278e2958-76e6-44a1-a030-a88942ecf424,2024-08-09,2024-09-08,147084823.62,11031361.77,158116185.39,0,Overdue,NGN,2026-02-23 10:54:51.465856
4f8e3fec-b868-42ce-9973-3184c1833530,INV-000029,6a78dcb4-0a3e-44b9-8ee6-8617fbed9064,1c47317e-db78-4a7b-938b-19e72f5b9874,2024-02-15,2024-03-16,58045788.739999995,4353434.16,62399222.9,62399222.9,Paid,NGN,2026-02-23 10:54:51.465896
1e1581d0-6515-4fea-8376-f63c95c18aea,INV-000030,2b8e6b3f-507c-4399-b949-788167c5722b,f389dcc9-47c0-4f95-8571-dadc2a58b16b,2024-07-01,2024-07-31,30573190.56,2292989.29,32866179.85,32866179.85,Paid,NGN,2026-02-23 10:54:51.465925
ea884773-dbd7-4d58-9f68-c910eda7a819,INV-000031,4555c819-bb1b-40ea-8c0b-135df921b0da,2c79e899-de18-48bf-82c2-4c1f47a96e16,2024-09-05,2024-10-20,217370729.26,16302804.69,233673533.95,140151445.99,Partially Paid,NGN,2026-02-23 10:54:51.465973
7bedf54d-03d4-42b0-8174-e344e7a96044,INV-000032,e1557f9b-dd69-4c31-9232-56825b10de06,82948216-2ef6-4c7b-a8d7-416aaed25b3c,2024-09-10,2024-10-25,299486378.51,22461478.39,321947856.9,0,Unpaid,NGN,2026-02-23 10:54:51.466087
cb7b9de2-7cd6-460c-b297-b4dc147d3461,INV-000033,bf150afc-2117-465b-bfa1-525c8efd524e,1797b5aa-90b2-47ae-b212-ce20df984133,2025-04-20,2025-05-20,348864608.39,26164845.63,375029454.02,375029454.02,Paid,NGN,2026-02-23 10:54:51.466142
f0fa4807-566a-4fa1-bf2e-8b94c118b4fa,INV-000034,1d55c1b4-ae00-4bdc-857a-274978abd2f5,fa70b183-3ec0-485f-ae3c-f64946121317,2025-04-09,2025-05-09,139921887.61,10494141.57,150416029.18,0,Overdue,NGN,2026-02-23 10:54:51.466196
057c54f0-a962-4701-95ac-723a4e7d7bd4,INV-000035,75c5a476-7fee-40fc-b939-ea04cf63a373,fb3886f3-2bd1-497d-abac-52adf560339e,2025-04-25,2025-05-10,184812446.60000002,13860933.5,198673380.1,0,Unpaid,NGN,2026-02-23 10:54:51.466259
db597802-059a-40cc-82d3-0d84934ce519,INV-000036,a11b0e11-f331-4ce3-9086-6e24b58ad5d7,03dbd518-94aa-4660-ba50-a86e755a689f,2024-08-22,2024-10-06,4824578.64,361843.4,5186422.04,5186422.04,Paid,NGN,2026-02-23 10:54:51.466290
8ccc7461-be90-46fd-a803-efdc7e0a1260,INV-000037,85d988f9-3b95-4c00-9e3b-6e74037007a9,27cc0ef4-35f4-43eb-8050-bbdd906f98b0,2025-12-03,2026-02-01,179457161.75,13459287.13,192916448.88,0,Overdue,NGN,2026-02-23 10:54:51.466335
c2b1025b-ad7c-4cb6-ba94-29114016cce8,INV-000038,8d8cfad4-ea88-41f0-9c78-d03cf85536c2,e2f090a2-1a54-4bee-a275-766f6625296d,2024-11-02,2024-12-17,350002352.59000003,26250176.44,376252529.03,0,Overdue,NGN,2026-02-23 10:54:51.466527
a2cf930d-3a6f-42c1-8757-19f2abebfdca,INV-000039,cbfa9d79-0edd-42c1-9d8a-216c31229250,e2987e81-416a-4202-b75f-ad5f85903d84,2025-10-21,2025-12-20,23643751.81,1773281.39,25417033.2,25417033.2,Paid,NGN,2026-02-23 10:54:51.466561
5789d54d-c88d-4ef0-86f1-242ec01ed119,INV-000040,9aa9fa92-9c57-4282-a3b9-4a673df89aeb,bee3cc53-f6f1-4b14-91ef-02b6c3953264,2024-07-26,2024-09-24,64001174.31,4800088.07,68801262.38,0,Unpaid,NGN,2026-02-23 10:54:51.466618
f8cbffb0-f086-4a64-bffa-4c8bbbc4cc5f,INV-000041,1f879d70-ef7c-4768-8477-2604ed3b3331,2cf35597-dd97-494f-a51b-ceaf10b579ab,2025-02-03,2025-04-04,76581239.05,5743592.93,82324831.98,82324831.98,Paid,NGN,2026-02-23 10:54:51.466659
3f96ab91-4981-429e-be36-97e0096c92a7,INV-000042,36441314-331e-45c5-aa23-def7638d41e4,fa70b183-3ec0-485f-ae3c-f64946121317,2024-01-10,2024-02-24,226739205.44000003,17005440.41,243744645.85,147834480.62,Partially Paid,NGN,2026-02-23 10:54:51.466715
f5e780a6-6cd2-4e28-baa3-36f7d8deb8fd,INV-000043,58ffaebc-ca56-4363-8460-2a2960655b50,0d07f0ee-cd3f-420f-ba0f-d21f7c79313c,2025-03-01,2025-03-31,186016908.0,13951268.1,199968176.1,199968176.1,Paid,NGN,2026-02-23 10:54:51.466755
f6df0122-cb1a-4d05-b516-e17aa14e85c4,INV-000044,b9e520c9-645e-42ff-b88b-311a2b941423,1b686c9e-8f41-4fdf-ba46-492426fac00c,2025-10-07,2025-12-06,238992617.48,17924446.31,256917063.79,0,Unpaid,NGN,2026-02-23 10:54:51.466801
baec0b7b-2b90-46f5-845b-d5e8ecb3d805,INV-000045,3aa79afd-0b9a-47b2-955c-681492e30476,0a07b41e-f088-4c13-8790-8663a572037a,2024-06-20,2024-08-04,149443479.39000002,11208260.95,160651740.34,116936244.64,Partially Paid,NGN,2026-02-23 10:54:51.466840
ca6cd6de-5e70-43ba-8e27-f0151d03882f,INV-000046,8f85c56f-9a1a-4cce-a056-5a8d631c2a79,25c3863f-d05b-4c72-9474-b4444fd00d0a,2024-02-09,2024-04-09,382568141.2,28692610.59,411260751.79,411260751.79,Paid,NGN,2026-02-23 10:54:51.466892
7a664c5c-fd6a-4431-94f3-80d5d6c37dcc,INV-000047,0fa085d9-dc73-4710-b2c1-6664c330c53e,2eb09d3f-431a-4333-a070-2bb6abc8ed9c,2024-10-12,2024-10-27,41374628.59,3103097.14,44477725.73,44477725.73,Paid,NGN,2026-02-23 10:54:51.466940
e133aea4-9536-4bb1-b6d6-7259c5071f7c,INV-000048,01b93864-ffa6-4def-9dca-c270327014cd,a7138888-426d-41b0-a508-1f631c22d202,2025-03-31,2025-04-15,109482057.19,8211154.29,117693211.48,75932524.27,Partially Paid,NGN,2026-02-23 10:54:51.466979
1911d83b-eb6a-4361-969e-5c82243b4b33,INV-000049,d71d2d3c-c037-43a3-b74c-8dfed337b22e,fabe5d34-6f88-413e-9a49-500197ebf97e,2024-09-02,2024-09-17,4034918.07,302618.86,4337536.93,4337536.93,Paid,NGN,2026-02-23 10:54:51.467070
86594c61-6084-41c3-8a60-ce0a3d18ee2e,INV-000050,09343b64-5173-459d-80af-a6905e1ea9c6,8b310d9f-544d-4032-bf96-70f9855c78b0,2025-11-14,2025-12-14,113717954.33,8528846.57,122246800.9,0,Unpaid,NGN,2026-02-23 10:54:51.467145
35a6aebc-eb28-46d4-8a9d-8b2fbe173e18,INV-000051,e169c8f8-4ff0-405d-91bd-aa588ba85c07,6b23449d-2fef-41a8-83d1-741c20dcbc18,2024-03-10,2024-05-09,310754287.01,23306571.53,334060858.54,334060858.54,Paid,NGN,2026-02-23 10:54:51.467217
02206434-c834-4c55-addb-46c38fa0687d,INV-000052,d72848f7-db57-4f7e-9ad8-b3d33a405d5c,f9eb96cd-07d1-483d-ae1d-7496cacd6163,2025-10-22,2025-12-21,643838212.06,48287865.9,692126077.96,692126077.96,Paid,NGN,2026-02-23 10:54:51.467382
81c4c657-2df9-4bd4-879b-2da9fae43f1b,INV-000053,94971e8f-c7fa-4dbc-b98a-8c3049694b94,65c76632-7a40-420a-aa11-ba26e7897d1f,2025-05-19,2025-06-18,207576765.85000002,15568257.44,223145023.29,0,Unpaid,NGN,2026-02-23 10:54:51.467436
5c7c388d-b7b1-48a1-b4ac-e7170902e15a,INV-000054,ecc0b690-3570-45be-8625-3ca6b4109ba2,fee19fef-2828-4b9f-b284-1d4f63105279,2025-05-07,2025-07-06,130662133.49,9799660.01,140461793.5,102118688.34,Partially Paid,NGN,2026-02-23 10:54:51.467531
e02be436-519a-4265-acfd-6449dfd1c64a,INV-000055,4c3873c7-1ff6-48d4-8c47-ef151a5678f5,99b48112-00b5-44ed-bb35-915194ab0235,2025-09-04,2025-09-19,75142487.96,5635686.6,80778174.56,0,Unpaid,NGN,2026-02-23 10:54:51.467569
e84c6e52-a556-49aa-a7c7-96237c9ecbe5,INV-000056,38b3c1d4-b400-4c3d-bacc-e9198b200311,248f27f6-70cc-4cda-bd49-572afaca4396,2025-02-12,2025-04-13,349838440.48,26237883.04,376076323.52,243783092.48,Partially Paid,NGN,2026-02-23 10:54:51.467654
130cde9f-6ab6-494a-987c-9d5ef296e790,INV-000057,3d3baa94-fd21-4401-8d6b-1c97acca05af,27cc0ef4-35f4-43eb-8050-bbdd906f98b0,2025-05-27,2025-06-11,410110656.96,30758299.27,440868956.23,0,Unpaid,NGN,2026-02-23 10:54:51.467809
22a019b5-aceb-48ea-95c8-eb49f105dc7a,INV-000058,d04526f2-90e6-4e84-9680-ce2e05f05969,1cd59298-1290-4f24-87ed-7d108c51a4aa,2024-03-04,2024-03-19,94047358.78,7053551.91,101100910.69,101100910.69,Paid,NGN,2026-02-23 10:54:51.467904
d11ef7d7-85eb-4039-8425-f29e4a295453,INV-000059,0f36a770-886a-4441-9fdf-7598cd554f6d,3577458c-3083-4784-ba8f-64ec089e2c6a,2024-12-19,2025-02-17,283999686.68,21299976.5,305299663.18,183847114.42,Partially Paid,NGN,2026-02-23 10:54:51.467974
48d53e4c-4834-4c37-bd32-d95db701266c,INV-000060,c900b22f-ed97-4f29-a1ea-14bcfeaa0671,0d9173d5-e288-495d-8de5-276ff8c4a8bb,2025-01-19,2025-03-20,180447530.4,13533564.78,193981095.18,193981095.18,Paid,NGN,2026-02-23 10:54:51.468046
8776fb49-a14e-46b3-8ead-4b740e29ce99,INV-000061,24d2b738-d175-46ee-9131-756b3d063083,20b377ac-7a10-452e-be22-240dac77392f,2025-09-13,2025-10-28,303183201.75999993,22738740.13,325921941.89,0,Unpaid,NGN,2026-02-23 10:54:51.468111
13585feb-374a-42fd-a57c-cd0d1d432053,INV-000062,543d1ca3-bb4c-41af-82d0-b551d9d7053d,ae0a69d6-1b07-46f5-acf8-21a0f5ed36f5,2024-02-07,2024-02-22,252454318.12,18934073.86,271388391.98,271388391.98,Paid,NGN,2026-02-23 10:54:51.468211
1721ecb4-0768-47e7-ada1-1ffca964a90d,INV-000063,af7ccba3-cd33-43ae-afb6-bb07f36bbca3,9a238cd9-08bd-4613-9d43-798b0f761eca,2024-02-04,2024-04-04,202638729.31,15197904.7,217836634.01,217836634.01,Paid,NGN,2026-02-23 10:54:51.468269
88a77a29-db21-4487-aa9f-7c5966fbde1c,INV-000064,3964e6bc-5d23-43e4-b679-a8cc4ac1a367,55609811-915c-4e8f-8c5d-b820379ad0dc,2025-01-16,2025-02-15,270730968.27,20304822.62,291035790.89,0,Unpaid,NGN,2026-02-23 10:54:51.468371
692d560f-cf9d-4813-9b75-2833e26bd18a,INV-000065,870411bb-0358-47b2-942e-5a9aaf8cb738,e72923d8-6c74-4b99-926a-296b51637153,2024-04-14,2024-05-14,181280274.57999998,13596020.59,194876295.17,194876295.17,Paid,NGN,2026-02-23 10:54:51.468684
55eab0ca-7edc-4770-8a06-94483d8a194a,INV-000066,f3b909d1-73da-4a5e-b897-55361acb1db8,50d37628-f6a8-427d-b6f6-957ab77bc38c,2025-08-12,2025-08-27,512015523.11,38401164.23,550416687.34,550416687.34,Paid,NGN,2026-02-23 10:54:51.468755
c81797c4-1b59-4de8-9a9a-dc45d206f89c,INV-000067,63433371-3f59-45f8-8c94-ca7ed8577580,25c3863f-d05b-4c72-9474-b4444fd00d0a,2025-05-18,2025-07-02,336979151.3,25273436.35,362252587.65,362252587.65,Paid,NGN,2026-02-23 10:54:51.468829
23b36793-14ae-46ea-9d7d-4369a22c4b22,INV-000068,237dfe82-4a72-4485-b2ed-bd05bd7a6997,8a6f8891-b1b8-4047-b7e2-87ff4442b8d7,2024-03-06,2024-03-21,274967012.0,20622525.9,295589537.9,0,Unpaid,NGN,2026-02-23 10:54:51.469076
966cd3ed-6707-49d3-a337-8578b01fef37,INV-000069,869460b3-9e80-4d6c-a17f-57d354fcf6ba,75a8f7d6-2a74-4ed7-9344-2ecb16a5f246,2025-06-05,2025-07-20,275993098.83,20699482.41,296692581.24,0,Unpaid,NGN,2026-02-23 10:54:51.469133
5bb94b55-e63f-40f0-a3b0-cea1590f8611,INV-000070,7b0fa2c4-7f1e-4310-8ea1-000687897f24,9193a7ba-54d8-4790-8226-99e7f030ec66,2025-09-15,2025-09-30,207010879.89999998,15525815.99,222536695.89,0,Unpaid,NGN,2026-02-23 10:54:51.469200
4fdfc2d3-b1db-46db-95ad-038310f2c3c0,INV-000071,87e05df8-cabe-4997-b6fd-897c4fb4b79a,ddc2c562-3f18-49f2-9c08-ee77194d8fec,2024-09-22,2024-10-22,332164721.32,24912354.1,357077075.42,253804637.12,Partially Paid,NGN,2026-02-23 10:54:51.469256
9b8304f9-bca9-43a2-984f-cc2a0dc9d175,INV-000072,f6f54124-7c24-4989-a034-f9e074e6ee3b,a6c2815d-75e1-4413-b885-a789d6faf43a,2025-02-23,2025-03-10,153653035.29999998,11523977.65,165177012.95,165177012.95,Paid,NGN,2026-02-23 10:54:51.469322
873a75a3-8414-4b07-a573-dc546d5edfde,INV-000073,5721df05-1e8c-4fe1-87c0-34b5158ef0e1,0d07f0ee-cd3f-420f-ba0f-d21f7c79313c,2025-06-28,2025-07-28,183770235.81,13782767.69,197553003.5,197553003.5,Paid,NGN,2026-02-23 10:54:51.469397
01079e16-0ce3-4ad6-93f5-5d80956fe5e6,INV-000074,cb9fcc5f-0b9b-4505-ba8f-8edbfebb9580,93955947-52ad-4d8e-8c59-cffa7bd711ea,2025-10-17,2025-12-01,100201109.69,7515083.23,107716192.92,0,Unpaid,NGN,2026-02-23 10:54:51.469510
345efdf5-1130-4122-a842-e61cac97fa11,INV-000075,4f869443-1ec0-482e-b829-2cbb180fe648,a44e1187-5faa-4a93-9116-38f8d25df55d,2024-12-14,2025-01-28,132597972.08,9944847.91,142542819.99,50400579.31,Partially Paid,NGN,2026-02-23 10:54:51.469700
be97095b-11c6-4e11-bc9f-e388ede54c15,INV-000076,f69d5efe-683c-430e-9426-0c99ba732f32,3dc5c4e2-6f88-4558-a52a-37222fa05e28,2025-11-03,2026-01-02,173760170.24,13032012.77,186792183.01,0,Unpaid,NGN,2026-02-23 10:54:51.469789
c850a94b-e601-40f7-8b61-4aa10ec508f6,INV-000077,4d283f3d-b59d-470a-8de3-86c880de01d1,7b41f403-7efa-4d17-b64a-e2c778f628d0,2024-05-28,2024-06-27,195344988.95000002,14650874.17,209995863.12,141861645.53,Partially Paid,NGN,2026-02-23 10:54:51.469858
0551a9fa-0d03-4481-b6d5-22d47099d6eb,INV-000078,8fdfde05-e9d8-40a7-a3a8-2dcbb4d2c4e2,cc76cdc3-be65-4baf-958c-fe47d0870bb1,2024-02-25,2024-03-26,145412820.64,10905961.55,156318782.19,62403431.65,Partially Paid,NGN,2026-02-23 10:54:51.469940
64739f20-973c-434c-99d3-c36450a3ae60,INV-000079,cd91ba5d-b5b0-4965-bfea-995f35a3f7e3,87fe155c-659c-4682-9214-b8ee8454c1a5,2025-12-22,2026-02-05,125124216.37999998,9384316.23,134508532.61,0,Unpaid,NGN,2026-02-23 10:54:51.470029
7c9ab271-a2c6-4ac1-a80f-5d1a3a4f2174,INV-000080,4b598261-667a-40ca-8946-5574372b2141,9a901202-17b0-44f8-9a7b-ae5c2ecc986d,2024-08-27,2024-09-26,53882555.56,4041191.67,57923747.23,43301077.79,Partially Paid,NGN,2026-02-23 10:54:51.470102
b36062fa-4b9b-4a40-80a8-9712f3d27735,INV-000081,682f6f73-5940-4841-be51-d0ee9f314920,9d6f032c-dd94-4a96-8eca-74b770a17d17,2024-02-11,2024-04-11,20072243.52,1505418.26,21577661.78,21577661.78,Paid,NGN,2026-02-23 10:54:51.470133
6d27fd93-985c-492f-9341-dc15918b5b41,INV-000082,021d4af1-fe8f-4ff1-a1de-a9e737b0728e,81c4e320-0eb7-4c18-8f98-153726f823c4,2025-05-23,2025-07-07,165337202.34,12400290.18,177737492.52,177737492.52,Paid,NGN,2026-02-23 10:54:51.470179
744ac844-1f10-4fb1-8c23-d208e6e74933,INV-000083,39524c78-3ea6-4978-8a4b-0673c3ff294a,1139b18c-535c-4d33-8e9b-9251c9214481,2024-10-11,2024-12-10,257159027.94,19286927.1,276445955.04,276445955.04,Paid,NGN,2026-02-23 10:54:51.470242
bef01088-0e96-4721-b162-8e93722c40b9,INV-000084,3a1fad69-290e-418b-9f76-7220c38757f4,46d9b1b1-2cf3-4298-ab87-cae22a9c878c,2024-06-08,2024-08-07,283602480.56,21270186.04,304872666.6,304872666.6,Paid,NGN,2026-02-23 10:54:51.470279
660cb717-26dc-4ce0-8b41-8a9d1603f80a,INV-000085,b7d40604-c710-4b21-912c-101f44471324,d0c62f4c-d21e-4c8d-a1c2-e26b8f00371b,2025-12-05,2026-01-19,306428010.2,22982100.76,329410110.96,0,Unpaid,NGN,2026-02-23 10:54:51.470415
4b002d51-0319-4fb6-b80a-f114b67128e3,INV-000086,11a9e56d-bcff-4cd9-bbc5-576edff3e84a,21831723-5f8a-4e1c-a9c4-2375516f4d97,2024-08-18,2024-10-02,278068525.63,20855139.42,298923665.05,102119222.57,Partially Paid,NGN,2026-02-23 10:54:51.470488
4259f84c-c992-4430-a5b2-efa8e3bbcfb8,INV-000087,f9f64ecc-42cb-4bae-988d-8c068424f5c3,ddc2c562-3f18-49f2-9c08-ee77194d8fec,2024-09-27,2024-11-26,259451280.85,19458846.06,278910126.91,278910126.91,Paid,NGN,2026-02-23 10:54:51.470549
96ca7667-6569-40e5-aab5-d3df352bb24d,INV-000088,733676ad-9b13-4fed-9fd5-cae489bc21e1,ee393475-ae5d-47bd-8159-1b1deb330c4c,2025-02-16,2025-03-03,425182633.29,31888697.5,457071330.79,457071330.79,Paid,NGN,2026-02-23 10:54:51.470740
c6966592-189d-4dde-ab9c-b49d86b188af,INV-000089,69bd0afd-411e-4676-b1de-8798339d0ecc,646f2651-62f9-4f12-b848-57dedf9153e2,2024-12-13,2024-12-28,134805985.45,10110448.91,144916434.36,0,Unpaid,NGN,2026-02-23 10:54:51.470784
0772997e-dfc6-4ae9-98b3-aad7a66eefd7,INV-000090,bce6354b-7950-4c09-9147-704f14544842,318d61e4-368e-4df8-8f2c-7f3ff17bae1e,2025-10-08,2025-12-07,1569145.23,117685.89,1686831.12,0,Unpaid,NGN,2026-02-23 10:54:51.470813
a737ba36-2307-4a09-aff5-38849b9a5c5c,INV-000091,cb8d69e9-2ad8-4e5d-98e7-efc3d4ed19d5,16edeaa9-5f15-4dbd-968e-ff8d1060940f,2024-01-04,2024-02-03,54125720.6,4059429.04,58185149.64,37435344.52,Partially Paid,NGN,2026-02-23 10:54:51.470843
6982c855-856e-4bb2-b8ce-276ea79497d6,INV-000092,0caddec1-b1a2-45da-a1fe-d294074dabcd,a44e1187-5faa-4a93-9116-38f8d25df55d,2025-05-18,2025-07-02,33479374.46,2510953.08,35990327.54,35990327.54,Paid,NGN,2026-02-23 10:54:51.470873
c92d8e15-a9ed-40db-ae24-c4fda1b16f3e,INV-000093,cfa8ab5b-1d2d-4e0d-9953-628f41c56bff,1c47317e-db78-4a7b-938b-19e72f5b9874,2024-03-29,2024-05-13,279263144.32000005,20944735.82,300207880.14,300207880.14,Paid,NGN,2026-02-23 10:54:51.470934
