id,po_number,pr_id,vendor_id,order_date,status,subtotal,vat_amount,total_amount,currency,created_at
f9542d80-3541-4da7-9f54-bf1a7831e8e4,PO-00040,f2c04d40-30d0-4915-827b-f89875ce6379,bcae7903-bd41-4c87-96d4-f2deb4648146,2025-12-30,Received,369532367.53,27714927.56,397247295.09,NGN,2026-02-23 10:54:51.774827
ebc83e9e-ca4c-4603-9fc8-2f6e0321e1e8,PO-00041,d7581bdc-8bdc-4e95-9970-c785df126889,b35bcef7-a9ac-4680-815b-9d677b4f3be9,2024-07-12,Partially Received,415867226.88,31190042.02,447057268.9,NGN,2026-02-23 10:54:51.774895
12b780db-3367-4eec-871e-5f5898a52e77,PO-00042,10474c9c-2144-4c23-a90e-8bc7d763bba1,01882270-3ea2-44e0-8f1d-af3a1e3012cb,2025-04-04,Ordered,766821794.88,57511634.62,824333429.5,NGN,2026-02-23 10:54:51.774964
2d53de7b-c51f-4918-a9f1-d5631b8e6f98,PO-00043,f0e4b04b-9783-45c7-9942-f43447c55ef6,8cc0fb07-0896-4ceb-afae-acee3e3d7f68,2025-11-30,Partially Received,1223657178.8600001,91774288.41,1315431467.27,NGN,2026-02-23 10:54:51.775102
71c118b1-7241-4b4f-ba78-5f995f4ba2ac,PO-00044,955e2203-391a-444b-bcd7-bf38f803aa61,a7610cfe-a349-4e85-801e-8e1fd85cc06e,2025-02-05,Received,393916391.88,29543729.39,423460121.27,NGN,2026-02-23 10:54:51.775172
62f54494-3187-4f22-8f66-51586f156b5b,PO-00045,6310a46c-f75f-4736-a98e-1f34919d208b,92d249d4-6af8-4400-9bdd-f0689b85ce6c,2024-10-18,Received,304828730.55,22862154.79,327690885.34,NGN,2026-02-23 10:54:51.775218
44e27c2a-6a2a-4167-a669-dd0cce6faa16,PO-00046,792b695e-1845-4954-9ab0-2f3ee6b8a4fd,b35bcef7-a9ac-4680-815b-9d677b4f3be9,2024-07-24,Received,273628858.8,20522164.41,294151023.21,NGN,2026-02-23 10:54:51.775250
e5bebb92-f52e-462a-b128-f798e0f1cbf0,PO-00047,515e2a5a-9521-4815-9266-2d63beaf8283,ec3e6024-8da2-46ac-92a4-cafe01c49d05,2024-11-06,Received,586671623.38,44000371.75,630671995.13,NGN,2026-02-23 10:54:51.775296
41c801d5-8735-4ba0-80be-25ce5ebd672d,PO-00048,56a45eb2-40f2-4bf7-b099-35e04400f6cf,8e80bca6-b4c8-48a3-9258-0e412a752775,2024-08-27,Cancelled,655972587.75,49197944.08,705170531.83,NGN,2026-02-23 10:54:51.775350
2a3bdb1e-604d-4ff5-9422-ab9d1223c185,PO-00049,4b7f668b-57c1-48e6-8b51-61f5fd01d662,855da3a1-4dd8-4d7b-a2ae-b79e5a5c48e6,2025-11-21,Received,470187862.89,35264089.72,505451952.61,NGN,2026-02-23 10:54:51.775410
0a5e6a84-22f9-4020-ba47-d852992a5a7b,PO-00050,dc4b7d1f-bd82-4d5c-9465-e0edebd00ecf,2d180ac9-7d5e-4483-bab9-0c8571bf1357,2024-07-07,Ordered,1108722309.33,83154173.2,1191876482.53,NGN,2026-02-23 10:54:51.775486
9fb1df91-3d06-4ada-987f-8873162dd759,PO-00051,bffaa9f9-1d9a-44f4-b839-4f4c1b646ce1,ab91d310-20dd-4de9-8a56-7084a723761d,2024-01-19,Ordered,18201582.45,1365118.68,19566701.13,NGN,2026-02-23 10:54:51.775520
7b33b36f-300a-4e69-9532-8c9a280c723f,PO-00052,19d0ff08-22c6-4a2c-8dc2-9ed91bbbfd38,ae41cd2f-2b37-4235-98fe-3fa814d6bae8,2024-04-12,Received,290718388.81,21803879.16,312522267.97,NGN,2026-02-23 10:54:51.775596
aeadf603-27c5-49ce-b096-cf91eb91b09b,PO-00053,b5013de0-45c2-4cf4-858f-dfbe441c5ab7,1b7e2824-b926-4f3f-9136-dbae7da24d23,2025-12-02,Ordered,438011647.09,32850873.53,470862520.62,NGN,2026-02-23 10:54:51.775667
b2f86acc-101c-4738-bb0e-c19202d6e9d4,PO-00054,dbdf90a7-aa0c-4593-88b7-6173d67e9639,4f87e6dc-c39d-484f-a7c2-87b9000cd11c,2025-10-15,Received,600149468.6899999,45011210.15,645160678.84,NGN,2026-02-23 10:54:51.775730
e522b576-4791-4846-80d7-22e681e463f9,PO-00055,ad15b2ae-0e75-4759-8a5a-ed9c79c39041,770d743b-1489-4535-8300-5334856ea83a,2024-06-11,Received,87894123.31,6592059.25,94486182.56,NGN,2026-02-23 10:54:51.775779
a85ebf39-3f90-4bca-8c63-f95cd24f6b4e,PO-00056,aa2c47b3-8668-4b27-a304-037d05e28f2d,0200754a-8d20-4df9-8e6c-859558b87d00,2024-11-27,Received,452056717.8600001,33904253.84,485960971.7,NGN,2026-02-23 10:54:51.775848
952c2158-968c-4798-a260-9084252f2f10,PO-00057,3ce424d3-6d40-44ac-a67c-1aa7612031eb,97075e4e-7681-4428-a37f-250af6870013,2024-11-30,Partially Received,44881763.75,3366132.28,48247896.03,NGN,2026-02-23 10:54:51.775886
9a73b414-5d02-416a-b03b-a06906f4ef9a,PO-00058,d662fb6b-f901-4e12-bddf-d7203f4c4953,9286f0a4-c019-4261-97d4-b86375e0de41,2024-08-13,Received,346236646.63,25967748.5,372204395.13,NGN,2026-02-23 10:54:51.775962
a4f5cca8-89cf-424b-b9cf-21eb9c874cdd,PO-00059,0414355b-7d48-423d-a28e-6fade7180fa5,10cbeaf1-b9f9-439c-a6c9-f177e2240b07,2024-11-10,Partially Received,493603641.93000007,37020273.14,530623915.07,NGN,2026-02-23 10:54:51.776093
798df7f0-c94a-4dcc-954f-86e7bade23ca,PO-00060,83634944-afa1-4cc0-a912-be642cbf7d05,0093345f-e7b4-4824-89c0-4c17390c36a2,2025-02-23,Ordered,94993530.84,7124514.81,102118045.65,NGN,2026-02-23 10:54:51.776138
00dc26e5-2132-4ec3-8cd9-1c36dd52795b,PO-00061,45bfaa5b-22ed-4e56-8780-7a708efb2742,fc655984-173d-4afe-a37a-042896396037,2025-09-14,Cancelled,35631525.15,2672364.39,38303889.54,NGN,2026-02-23 10:54:51.776168
e16c6c91-9e6d-4fa1-a0c4-d018d34b9926,PO-00062,d3a81adf-8101-4811-8475-e423867258dd,b2017762-737c-4faa-ad37-3bc7fb3a8f64,2024-07-12,Received,368755848.04,27656688.6,396412536.64,NGN,2026-02-23 10:54:51.776225
e9be1bb3-c31d-4872-983f-7b8a104a50f4,PO-00063,fdcd5d8f-9a3c-456a-b825-26bbea0d4a6e,af1ef7f2-e507-480f-a626-a1efed2d8660,2024-04-11,Cancelled,448658672.44,33649400.43,482308072.87,NGN,2026-02-23 10:54:51.776287
61e53ccd-fd0e-46a5-ba54-9d03e47a39e1,PO-00064,acd9b5d9-eed7-4483-9901-a0cd17699ea5,d1711e26-7ae8-42df-b99c-04f0b4286ff9,2024-11-07,Received,335368492.21000004,25152636.92,360521129.13,NGN,2026-02-23 10:54:51.776338
b17e0f0b-d8ab-40c0-ac74-9a5ad9581607,PO-00065,4c2ca737-d2d9-45e1-97c6-817fc1ea57c1,d46a4b97-d08a-41ae-81f4-81f82bcfaf1b,2024-10-26,Cancelled,287324530.32,21549339.77,308873870.09,NGN,2026-02-23 10:54:51.776402
25d9b786-d411-4014-aadc-05611a0d7a4b,PO-00066,1210d457-c5b7-491a-ae84-6c99ea4ebe17,0a2b389a-5d9b-4ca8-9016-e40793cb32f3,2024-08-16,Received,1059195815.62,79439686.17,1138635501.79,NGN,2026-02-23 10:54:51.776460
5f7bb9b1-7996-4c81-ac85-3d613f1de674,PO-00067,3c46c1d5-1c91-42cb-9056-2d34bc7dece2,7a98b9d5-56e0-4c96-a30e-eb9c83346964,2025-03-05,Ordered,161150829.03,12086312.18,173237141.21,NGN,2026-02-23 10:54:51.776513
731e064d-d923-4438-bcf4-6bb0ba59b282,PO-00068,f4aa1774-d509-462d-9238-9f69452d50a3,af0b9ced-9e2d-4299-89bb-9c0a14130dc0,2024-01-11,Partially Received,393677113.5,29525783.51,423202897.01,NGN,2026-02-23 10:54:51.776567
af19b227-5e6f-47b2-81eb-bbca547f9f6f,PO-00069,7c3052d9-ea04-47fc-b7e4-527ab637158d,f6d05d41-f086-4fcf-b987-a1ec3ff68550,2024-08-25,Received,933347022.36,70001026.68,1003348049.04,NGN,2026-02-23 10:54:51.776631
a61ebbb0-82b2-4542-bb5f-a0dbce9e6f4c,PO-00070,932d7326-413e-4778-a0ea-7a86ca3cd88d,a9f3205a-7316-42bb-8d88-c3f8bccb5be7,2025-06-22,Ordered,672182853.88,50413714.04,722596567.92,NGN,2026-02-23 10:54:51.776710
4ff9a244-e260-4beb-b27d-3fadbd084b64,PO-00071,e758b61c-00e8-4cfb-9788-32fe4dc44fce,84afa85d-ece8-4906-bfe7-1450aa7f2f9b,2024-10-26,Cancelled,368264014.96,27619801.12,395883816.08,NGN,2026-02-23 10:54:51.776761
2f56263b-2863-47cf-a1b4-74c0cc35a593,PO-00072,ca0d6ebd-9a09-4468-809f-788911b765b9,325fbd4e-d494-429c-b82d-309ece65a031,2024-01-21,Partially Received,535005725.6,40125429.42,575131155.02,NGN,2026-02-23 10:54:51.776850
6862030b-7e03-418f-b62d-dd86e3a3d7a8,PO-00073,f95ebcc1-968e-433f-bd5e-961ff6d464ef,d784f417-38db-4e63-8c01-ae03b680d6f1,2024-04-22,Received,318331494.25,23874862.07,342206356.32,NGN,2026-02-23 10:54:51.776882
2cf645da-48a3-4080-bea8-daefe68dd8f9,PO-00074,33d91036-149f-488c-b4eb-80582ccc49f5,e14695af-a1d4-4c0e-8949-6021de0e43a8,2025-05-28,Ordered,374082936.79999995,28056220.26,402139157.06,NGN,2026-02-23 10:54:51.776928
206a2428-85c9-4a78-9fea-e8de680ce6c3,PO-00075,cdc215d9-1832-49cd-b866-1b315f5d1e07,911b8562-98e4-4368-b00c-d22273eaf319,2024-11-25,Ordered,262163931.48000002,19662294.86,281826226.34,NGN,2026-02-23 10:54:51.776972
ff7ed4f5-b3b0-4373-b164-71b10fbb52eb,PO-00076,9c0a1de4-895f-4889-a3ed-f2b22565ff5b,8e80bca6-b4c8-48a3-9258-0e412a752775,2025-09-07,Received,89912156.18,6743411.71,96655567.89,NGN,2026-02-23 10:54:51.777052
cceb745c-7e22-4607-a7f8-e7760cc29b78,PO-00077,d1218fac-ceab-4321-aee4-646c42976350,5ddeb406-253a-493e-be05-73e4ed6e5709,2024-12-28,Ordered,535213190.77,40140989.31,575354180.08,NGN,2026-02-23 10:54:51.777106
61c1a442-eb41-4ba7-b079-d532dd9e14f4,PO-00078,3f741104-1b83-4d5e-b815-8e54ac67376c,0b7bea33-5d84-4cea-99f5-5230d7f6d98a,2025-05-11,Partially Received,76625634.4,5746922.58,82372556.98,NGN,2026-02-23 10:54:51.777136
a83e2f3e-7254-49f4-b675-81300e541bfd,PO-00079,6817b974-d2fa-4c5b-b6e6-2e33fab82a9b,49aa1370-bfe9-4842-8cfd-bf0f8968f907,2024-04-08,Received,1223294160.0800002,91747062.01,1315041222.09,NGN,2026-02-23 10:54:51.777189
c9c0a4bc-8d72-4254-afb2-14db185cfa9a,PO-00080,bc8d4031-b942-49e9-9dd6-186b8d545c67,ae41cd2f-2b37-4235-98fe-3fa814d6bae8,2025-07-19,Ordered,504412577.42,37830943.31,542243520.73,NGN,2026-02-23 10:54:51.777241
8d50217b-a68e-47f4-85a3-897e0bd1d641,PO-00081,a09b446b-49fc-40cc-8f70-e3be34f30bb4,83c81921-274b-48d4-b872-066fe01ea8b2,2024-02-28,Received,275133715.91999996,20635028.69,295768744.61,NGN,2026-02-23 10:54:51.777317
e8a563b6-8e22-4635-bdd8-2e1877c0d17c,PO-00082,38be7811-ee97-4b75-bd01-ee99908ab43f,a88d909b-f598-482b-8203-950b5b7e8e18,2025-06-07,Ordered,24019788.8,1801484.16,25821272.96,NGN,2026-02-23 10:54:51.777356
25c79444-b1ae-4f0d-9f05-e3c3ca575008,PO-00083,14321071-df1f-46d9-a5a7-49681154e794,fc655984-173d-4afe-a37a-042896396037,2025-05-15,Received,66070832.56,4955312.44,71026145.0,NGN,2026-02-23 10:54:51.777394
e70ba29d-301e-4268-8da9-ef29fbca1093,PO-00084,9c680380-544c-4dac-8914-26e763b3ffa9,92286704-bc39-416e-b672-1c8c8e175ec9,2025-02-25,Cancelled,778855726.21,58414179.47,837269905.68,NGN,2026-02-23 10:54:51.777494
d3d9947d-2302-4486-8d48-368447723e7b,PO-00085,b84f7901-f7ff-4c9b-ad06-66c41c071c47,fc655984-173d-4afe-a37a-042896396037,2024-11-22,Received,613381537.99,46003615.35,659385153.34,NGN,2026-02-23 10:54:51.777549
bebe1382-3ccf-45ea-88a0-99014c56a6c1,PO-00086,6ab147ef-5d4b-49ba-ac62-33a11c8c94b6,e4a2772a-5366-4708-8309-02a2a6933717,2024-08-07,Ordered,535915931.09,40193694.83,576109625.92,NGN,2026-02-23 10:54:51.777611
de793c75-d5d2-4f67-af00-6772d4902b60,PO-00087,03534656-0f8a-48e9-8599-a3e57e5826f2,fca0132c-3756-437c-a43f-d55d25b5c44b,2024-11-12,Received,312398780.60999995,23429908.55,335828689.16,NGN,2026-02-23 10:54:51.777692
76437321-8956-4d86-ac39-5737ba9574f9,PO-00088,2ced23fa-c5dd-414a-8cca-40de20e50110,e22bd05a-311c-4f1f-94ed-5a7dd08738bd,2025-10-07,Cancelled,742411202.27,55680840.17,798092042.44,NGN,2026-02-23 10:54:51.777744
c65cf7fe-c25a-40fc-98d1-afbe46d49087,PO-00089,903e3f70-f165-4c62-8eb4-3466c6c4d2f4,a7610cfe-a349-4e85-801e-8e1fd85cc06e,2024-02-04,Received,554279773.85,41570983.04,595850756.89,NGN,2026-02-23 10:54:51.777810
56eb6df1-2783-4f54-89ac-d743ef1d1bcc,PO-00090,e4806c0c-a8bb-4fc7-b8fa-e2305198106f,1d45caf1-8721-4598-a0cc-a3754fbc0b96,2024-09-05,Partially Received,1539498991.08,115462424.33,1654961415.41,NGN,2026-02-23 10:54:51.777876
9b7b275d-4cfd-47f4-a92a-963472567fbf,PO-00091,9601a069-9a68-4ab2-be74-be3567f710d1,80433d1e-b537-4242-87de-f81a82150cdf,2024-11-21,Received,948299233.8499999,71122442.54,1019421676.39,NGN,2026-02-23 10:54:51.777945
79b13eba-f983-4d58-8cd3-7f939d085d36,PO-00092,5b75d68d-ae38-44a1-ba9d-c2dde28fbb2e,8e0ad8ce-858b-434f-b27d-3ac8006755fd,2025-07-21,Partially Received,964420429.44,72331532.21,1036751961.65,NGN,2026-02-23 10:54:51.778064
776568d5-b9fb-4fb9-82c0-7f4632a2ef3d,PO-00093,a229aaba-3e93-4c08-b0e8-3ee9c0eb34d5,21c11843-4f02-45c5-bf7e-e6a25f0f6a7f,2024-11-03,Ordered,694623892.0999999,52096791.91,746720684.01,NGN,2026-02-23 10:54:51.778111
1ceab295-814e-4d21-9645-89cd562e112c,PO-00094,a7e83a8a-5d5c-431b-a10d-b0493a221ff2,e17a835a-e0d4-498c-a02e-7fcfa73eb0b6,2025-04-08,Received,213162237.43,15987167.81,229149405.24,NGN,2026-02-23 10:54:51.778142
66f84fab-5c9c-409e-8c1d-12a169855bdf,PO-00095,946f8f6e-6cf2-4494-b772-52d6355e3d23,67e8607a-1bed-4014-8ea7-47bfa8d0612c,2025-12-11,Cancelled,140606474.31,10545485.57,151151959.88,NGN,2026-02-23 10:54:51.778180
1ea46dd4-f9e8-4a61-a19b-e0dacc81f02f,PO-00096,f16188c9-d990-424e-9734-efe01673d1f1,77d5f616-ec3d-45a1-9811-9adef2274982,2024-05-02,Ordered,416680814.06,31251061.05,447931875.11,NGN,2026-02-23 10:54:51.778225
1fd5484b-e670-4a3d-bd16-3a26da9a2718,PO-00097,37a4ce5d-103f-40f1-9724-40cd3607ab8e,2363cb36-49c4-4c99-94cb-42ccab0580b8,2025-10-22,Ordered,300704691.5,22552851.86,323257543.36,NGN,2026-02-23 10:54:51.778280
0b24dc2a-3887-4192-a2ca-82de7524dfaf,PO-00098,3a203104-5f73-4101-bda5-66f4febcb929,ec3e6024-8da2-46ac-92a4-cafe01c49d05,2024-12-15,Ordered,187822373.73,14086678.03,201909051.76,NGN,2026-02-23 10:54:51.778338
79920468-3b33-4bf2-8ac1-8116f1f6a54b,PO-00099,f7fa0251-6827-4d2a-bd06-7b3fbac88bdd,ab91d310-20dd-4de9-8a56-7084a723761d,2025-03-11,Ordered,668174031.7500001,50113052.38,718287084.13,NGN,2026-02-23 10:54:51.778438
7fab09bd-611c-459a-8b85-a8621780285e,PO-00100,074798ea-1c0b-4aea-89e1-1a841eb4d23b,92286704-bc39-416e-b672-1c8c8e175ec9,2025-12-13,Received,520468128.09,39035109.61,559503237.7,NGN,2026-02-23 10:54:51.778478
d94427a0-c081-4d26-87c6-28bde7516d1a,PO-00101,8ff40490-9bb8-4e5a-99f4-a009607d568f,94e0d3db-46fc-406c-a9ab-fbb466295afc,2024-03-03,Ordered,1190034467.19,89252585.04,1279287052.23,NGN,2026-02-23 10:54:51.778533
