id,purchase_order_id,item_id,item_name,quantity,unit_price,line_total,line_number
0506be3d-f915-42de-8025-e0cb95372d7b,89637ab2-1685-4a82-be20-14f4f8029dc3,6a358237-1470-4595-a111-10e74d471f82,Industrial Generator 50kVA,192,2403144.37,461403719.04,3
7b068ffc-a873-4917-9883-eb0688b258b8,89637ab2-1685-4a82-be20-14f4f8029dc3,e8d51b45-9c55-44c0-bb20-b027eb684c10,Server Rack Mount,152,1624265.79,246888400.08,4
cc5cf3d1-12b1-4ed6-851c-ff9eb8df3e2f,89637ab2-1685-4a82-be20-14f4f8029dc3,66974d41-f881-4f2b-91be-3812f0f50e4c,Aluminum Rods,113,1657629.39,187312121.07,5
7adba7c8-bede-457e-abc6-f0952eca0a93,60f51576-7818-4c55-b72c-719a8679e964,838ea1fc-c069-4954-9093-544f7e6d50b9,External Hard Drive 2TB,90,1094559.24,98510331.6,1
7335e183-2d08-419e-b39f-90ae432553f0,60f51576-7818-4c55-b72c-719a8679e964,12c19195-59af-4a91-aeb7-f0ef4f664b83,Rubber Seals,98,1998207.41,195824326.18,2
c0fc779d-f245-47a2-946d-c458f8d8a1da,1255a1fa-9a2b-4b62-872b-93f478387063,6a358237-1470-4595-a111-10e74d471f82,Industrial Generator 50kVA,123,845251.7,103965959.1,1
78d45467-7eb1-494e-ad4f-77e012390ff3,1255a1fa-9a2b-4b62-872b-93f478387063,995da2f5-ef48-4b46-8044-880a41cd6fbc,Printer Paper A4,121,2784847.15,336966505.15,2
33ccca2d-32b0-482e-98a2-df7ecd9ab29f,1255a1fa-9a2b-4b62-872b-93f478387063,446c5384-9baa-4e3c-b11a-7f11ba582acd,Electric Motor 5HP,124,133458.17,16548813.08,3
7bf02e95-7dcf-4f15-93ce-0c725bbf1d19,1255a1fa-9a2b-4b62-872b-93f478387063,6e7fe3d5-f7be-4429-b29b-3c6d81df3080,File Folders Box,153,1798338.92,275145854.76,4
be9bf004-4cf4-48c9-b132-20d9be38eb5f,9eaf7317-0de5-4395-bece-46c4291462ed,9e79be59-8d62-48f7-aefa-cbf16232cf48,PVC Pipes,112,2120580.2,237504982.4,1
d796e66c-c5c6-438f-bb1c-5b2ef432865c,9eaf7317-0de5-4395-bece-46c4291462ed,995da2f5-ef48-4b46-8044-880a41cd6fbc,Printer Paper A4,79,1497854.81,118330529.99,2
48573f9b-fcd6-4833-ad2c-bfb23ae765e4,9eaf7317-0de5-4395-bece-46c4291462ed,ad1a7ae7-5020-4e50-96cd-992c96ddbd57,Steel Sheets,113,2171716.07,245403915.91,3
20373e41-1595-44de-bb27-32e00afd1e5f,9eaf7317-0de5-4395-bece-46c4291462ed,71d61c57-d696-4d75-8582-1b3c8ecf9690,Gasket Set,83,19210.86,1594501.38,4
23757cc6-5295-467e-8c09-2906a4391654,1bc17918-31a7-4bf6-968b-862628de7f9c,9e79be59-8d62-48f7-aefa-cbf16232cf48,PVC Pipes,10,2178678.84,21786788.4,1
2bdb71bc-608f-4411-90ca-bff5c4519d41,1bc17918-31a7-4bf6-968b-862628de7f9c,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,198,199517.08,39504381.84,2
a24bbf37-6e22-4f4c-a0c4-e0bdbd47ee04,1bc17918-31a7-4bf6-968b-862628de7f9c,9e5b934f-aa81-4c0f-8d69-2dab275bdcc9,Copper Wire,114,2827791.02,322368176.28,3
24f800b0-5aef-4b13-8b9b-455e61ce0ee3,1bc17918-31a7-4bf6-968b-862628de7f9c,fbe7ef65-18fa-4322-94f3-58c2d1db0c30,Drive Belt,18,2673087.2,48115569.6,4
e7a491a1-6943-4140-8377-ca634932f349,bd856fe7-77ba-4d9d-97bf-d2b16413f93f,9e79be59-8d62-48f7-aefa-cbf16232cf48,PVC Pipes,143,1608849.13,230065425.59,1
a2904edf-c7a4-4699-b130-4b00c9b8a059,3512ade8-cdd3-4e54-86fd-c0220b37b7a0,e8d51b45-9c55-44c0-bb20-b027eb684c10,Server Rack Mount,20,1276358.0,25527160.0,1
f852b9a5-dc36-4713-b484-34d56e123414,3512ade8-cdd3-4e54-86fd-c0220b37b7a0,a90c07b5-63ee-47f4-b1cd-4126e335950f,Wood Planks,68,2360779.19,160532984.92,2
b6d6ae32-72b9-4799-bbe4-aaab726861fe,db239fcc-c504-4ec0-8d03-96fe990079f9,e8d51b45-9c55-44c0-bb20-b027eb684c10,Server Rack Mount,115,1332929.13,153286849.95,1
ec562875-b5b8-438c-860b-9cf1f1e3965b,b5e48619-e3a1-4cb2-8e3e-3c3cf8d482ee,a01f14c2-abeb-44af-9d5b-6fe3c990cf20,Filter Element,169,1982215.87,334994482.03,1
7e4e1db1-10f5-42ee-b836-d0eb80904909,b5e48619-e3a1-4cb2-8e3e-3c3cf8d482ee,6e7fe3d5-f7be-4429-b29b-3c6d81df3080,File Folders Box,90,1771292.74,159416346.6,2
a989106c-d3c4-4b80-97c5-d40ffd60c7a5,b5e48619-e3a1-4cb2-8e3e-3c3cf8d482ee,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,33,2677709.78,88364422.74,3
f44ce0c2-34da-4319-bf47-81f3ed6e27b3,b5e48619-e3a1-4cb2-8e3e-3c3cf8d482ee,a90c07b5-63ee-47f4-b1cd-4126e335950f,Wood Planks,138,1863055.12,257101606.56,4
ba0d20cf-3f64-44bb-9ee6-032e4b102364,b5e48619-e3a1-4cb2-8e3e-3c3cf8d482ee,a01f14c2-abeb-44af-9d5b-6fe3c990cf20,Filter Element,182,397159.03,72282943.46,5
a6f4865e-665e-49c3-ab4e-755a128dd5cf,fe06680a-89a0-41b1-98f8-ffcdfcbf22d8,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,44,2127090.25,93591971.0,1
6750de70-0b40-4740-8230-47d48eecaed5,fe06680a-89a0-41b1-98f8-ffcdfcbf22d8,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,189,639038.89,120778350.21,2
ff0be474-a63a-4753-b429-e8fcdbcad2ed,fe06680a-89a0-41b1-98f8-ffcdfcbf22d8,43ce29da-34f7-4c59-9737-e4331116b04a,Desktop Monitor 27in,196,1559091.89,305582010.44,3
2cba079d-bd78-4b61-8f14-41dcb6a4b3a3,2b0bbb40-f07c-4334-9fcf-e91bf3b0a64c,a01f14c2-abeb-44af-9d5b-6fe3c990cf20,Filter Element,182,1178458.14,214479381.48,1
cbbcf762-27e6-49ec-b750-819fca3fdc51,5550477a-7776-41ad-a823-1831aec1a13b,3db1bf55-9ebd-4358-81c8-28d2b2bd6041,Switchgear Unit,27,1924163.6,51952417.2,1
dcf70010-0ef3-4aa4-952b-a276cb59eec8,5550477a-7776-41ad-a823-1831aec1a13b,dd82dd6a-ccb9-4d8b-8105-49d9e3e88170,Solar Panel 300W,76,1033945.89,78579887.64,2
7ea07d47-1b4e-4340-87cf-edf61a9f0356,d3038612-7b1d-481d-b1d8-ef9d5308e312,67f3b62b-71f2-43d7-b22e-0ca57db795e1,Transformer 500kVA,25,2435656.92,60891423.0,1
1a9568ed-bb60-4778-88d9-8b5976b3f153,d3038612-7b1d-481d-b1d8-ef9d5308e312,dd82dd6a-ccb9-4d8b-8105-49d9e3e88170,Solar Panel 300W,92,2551211.98,234711502.16,2
170bf39a-2407-4784-a9f6-b7724bc3fa94,d3038612-7b1d-481d-b1d8-ef9d5308e312,d1a06e5c-6d71-4944-80b5-71ccbc399992,Control Panel Assembly,92,2209090.7,203236344.4,3
ed295f74-9fed-4423-aaa4-bb96d1b40ad3,9c97d376-ab42-4143-8547-a581ff532bc0,9e79be59-8d62-48f7-aefa-cbf16232cf48,PVC Pipes,19,1583992.53,30095858.07,1
f9652647-c23d-4985-95b3-627c128a4b91,9c97d376-ab42-4143-8547-a581ff532bc0,43ce29da-34f7-4c59-9737-e4331116b04a,Desktop Monitor 27in,177,1814431.92,321154449.84,2
003965e5-4121-429b-948b-e2e1b03b8c78,9c97d376-ab42-4143-8547-a581ff532bc0,6a358237-1470-4595-a111-10e74d471f82,Industrial Generator 50kVA,14,1049201.82,14688825.48,3
94a0d2d4-b6ad-4fac-8fdd-d28626510273,d92ccee3-5f93-47b8-875e-009a43b59857,1945c600-521c-49ad-96d9-54472e5b76b5,Cable Tray Set,77,1741680.49,134109397.73,1
6e18c87f-56cc-4dc5-bef3-d38354706e69,d92ccee3-5f93-47b8-875e-009a43b59857,dd82dd6a-ccb9-4d8b-8105-49d9e3e88170,Solar Panel 300W,137,744510.14,101997889.18,2
ba1403a8-03f2-4f29-9b15-335f68fa96fe,d92ccee3-5f93-47b8-875e-009a43b59857,6a358237-1470-4595-a111-10e74d471f82,Industrial Generator 50kVA,118,186812.64,22043891.52,3
1ccd8a9a-ab37-4863-9ead-c2b4e942f326,d92ccee3-5f93-47b8-875e-009a43b59857,ad1a7ae7-5020-4e50-96cd-992c96ddbd57,Steel Sheets,119,1449746.91,172519882.29,4
45d095ee-bd9d-4643-befb-67d6d6f5188e,d92ccee3-5f93-47b8-875e-009a43b59857,2b688057-2ad2-42f5-9011-000a2a98adc5,Cement,75,1803245.19,135243389.25,5
580636cb-12ee-4ba2-94ce-c0ebe4d123bc,75223526-a9c1-4a93-8a40-c85722bfcc5b,66974d41-f881-4f2b-91be-3812f0f50e4c,Aluminum Rods,65,2343522.39,152328955.35,1
746f8dcd-92ae-4c1b-bf49-0877cec8210a,75223526-a9c1-4a93-8a40-c85722bfcc5b,6a358237-1470-4595-a111-10e74d471f82,Industrial Generator 50kVA,84,523785.67,43997996.28,2
6a79a9b7-58d7-4200-ad32-5553e3fd1c14,75223526-a9c1-4a93-8a40-c85722bfcc5b,08f89347-5501-4713-8dbc-24e5c72d9c5c,UPS System 3kVA,77,213240.55,16419522.35,3
9ca5ca48-dbaf-4140-abb8-cfd0c89c46ee,75223526-a9c1-4a93-8a40-c85722bfcc5b,619ee810-baaf-46ca-9cd0-c80d29545d05,Hydraulic Pump,172,1373991.27,236326498.44,4
ce79f1da-430f-49b4-bb55-7e557691d713,150ffcf8-49de-438d-8c5f-17edf09fb0b0,67f3b62b-71f2-43d7-b22e-0ca57db795e1,Transformer 500kVA,78,946104.68,73796165.04,1
8a536f1e-b6af-48f4-8774-9eff7c275cdd,150ffcf8-49de-438d-8c5f-17edf09fb0b0,32e1050d-e9db-4baa-ae30-ed8b9b1d4084,Network Switch 24-port,8,1865614.98,14924919.84,2
895c9250-45aa-4e9a-98ed-be692461fb28,150ffcf8-49de-438d-8c5f-17edf09fb0b0,11bbd009-fc98-4733-80fe-dd7767b7beaf,Glass Panels,45,2259466.5,101675992.5,3
e3038e21-3482-4045-80d5-fbae1403401d,cdfe455d-a7ce-4a21-afba-49b12718fba8,9e5b934f-aa81-4c0f-8d69-2dab275bdcc9,Copper Wire,45,1337125.0,60170625.0,1
720f49dd-20b6-4632-8138-e414eab88ced,cdfe455d-a7ce-4a21-afba-49b12718fba8,66974d41-f881-4f2b-91be-3812f0f50e4c,Aluminum Rods,169,2698805.58,456098143.02,2
6c27c36b-9a26-41aa-b983-9345c9b7a7c8,cdfe455d-a7ce-4a21-afba-49b12718fba8,3db1bf55-9ebd-4358-81c8-28d2b2bd6041,Switchgear Unit,55,2977045.11,163737481.05,3
259a5148-65f8-433b-a9dc-f3cb49804878,4de7a695-2905-47ec-abc9-7f41014a4b0c,a01f14c2-abeb-44af-9d5b-6fe3c990cf20,Filter Element,138,2444719.48,337371288.24,1
1f23b46a-744f-4461-9c47-1995484c2fb1,b1292c75-c2ef-45ac-9c41-f8712083d5b8,67f3b62b-71f2-43d7-b22e-0ca57db795e1,Transformer 500kVA,137,1054010.67,144399461.79,1
4289f655-cd7c-403c-8dc2-83a16a597984,b1292c75-c2ef-45ac-9c41-f8712083d5b8,43ce29da-34f7-4c59-9737-e4331116b04a,Desktop Monitor 27in,198,1897011.41,375608259.18,2
7395cf4d-b6ce-4e11-b291-577fd8b7ab1c,b1292c75-c2ef-45ac-9c41-f8712083d5b8,71d61c57-d696-4d75-8582-1b3c8ecf9690,Gasket Set,84,1816142.17,152555942.28,3
670ce662-8858-431b-8da2-a6cd05389116,b1292c75-c2ef-45ac-9c41-f8712083d5b8,2b688057-2ad2-42f5-9011-000a2a98adc5,Cement,140,2994525.7,419233598.0,4
0d6c20fc-9d83-48c6-8cc7-a040d57bd72e,4566750b-4754-4f25-baf4-ad0c0e3fb9b8,12c19195-59af-4a91-aeb7-f0ef4f664b83,Rubber Seals,64,734672.85,47019062.4,1
0af3e657-4b79-4480-8d67-56c3f06355e5,4566750b-4754-4f25-baf4-ad0c0e3fb9b8,12c19195-59af-4a91-aeb7-f0ef4f664b83,Rubber Seals,28,2085829.42,58403223.76,2
09d2f547-8690-453f-8ec4-5bf26bf08d45,fdb7ed97-4cb1-4d81-8eec-e94696c4dbbf,2b688057-2ad2-42f5-9011-000a2a98adc5,Cement,136,1008016.01,137090177.36,1
b885fd3c-5d65-49d4-b781-883e25d4a704,fdb7ed97-4cb1-4d81-8eec-e94696c4dbbf,ad1a7ae7-5020-4e50-96cd-992c96ddbd57,Steel Sheets,46,1850187.75,85108636.5,2
b5b3bb2f-d0c8-4cfb-a8cb-9abd87995c2c,fdb7ed97-4cb1-4d81-8eec-e94696c4dbbf,32e1050d-e9db-4baa-ae30-ed8b9b1d4084,Network Switch 24-port,117,161796.39,18930177.63,3
5bd5cdff-cd95-46e1-93bd-c8a116ecd731,fdb7ed97-4cb1-4d81-8eec-e94696c4dbbf,838ea1fc-c069-4954-9093-544f7e6d50b9,External Hard Drive 2TB,70,851334.45,59593411.5,4
bf891dbe-777b-4f5d-bf61-52f5c1e2a2ad,cd378e9d-bdd7-4303-bd87-66fe373cfd6d,995da2f5-ef48-4b46-8044-880a41cd6fbc,Printer Paper A4,8,1152711.05,9221688.4,1
8f2be420-408b-4f91-b1d3-8d4ac51a7cc3,cf570338-5556-4e55-b25f-e67b2cce028b,e8d51b45-9c55-44c0-bb20-b027eb684c10,Server Rack Mount,60,1046207.46,62772447.6,1
0834f2c0-a859-41ad-8460-888a4f4dddb0,cf570338-5556-4e55-b25f-e67b2cce028b,71d61c57-d696-4d75-8582-1b3c8ecf9690,Gasket Set,76,119689.6,9096409.6,2
7d224e9d-237a-4611-a68b-d8e8839a3256,cf570338-5556-4e55-b25f-e67b2cce028b,fbe7ef65-18fa-4322-94f3-58c2d1db0c30,Drive Belt,174,1015252.14,176653872.36,3
2dbd79bb-c6c0-4814-8f7d-319f5739f313,cf570338-5556-4e55-b25f-e67b2cce028b,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,83,800278.1,66423082.3,4
d90dc6b9-7712-48cc-bf53-af7ddc6a1331,cf570338-5556-4e55-b25f-e67b2cce028b,995da2f5-ef48-4b46-8044-880a41cd6fbc,Printer Paper A4,24,734290.31,17622967.44,5
71fa4028-e753-4c7c-b03e-f0ae3a39a078,d0c2b84c-fe2d-470d-896a-02940401d979,6e7fe3d5-f7be-4429-b29b-3c6d81df3080,File Folders Box,92,438162.57,40310956.44,1
04f83da8-bcd7-4855-a229-082f85818b9e,d0c2b84c-fe2d-470d-896a-02940401d979,08f89347-5501-4713-8dbc-24e5c72d9c5c,UPS System 3kVA,122,620840.8,75742577.6,2
263b2358-3789-42ba-af94-fd1ba6a05865,c048956e-0ea0-4016-86a9-cc55c137ea0f,66974d41-f881-4f2b-91be-3812f0f50e4c,Aluminum Rods,77,2554309.34,196681819.18,1
7c24f203-18a1-4787-9ea4-9d59a7b840f9,c048956e-0ea0-4016-86a9-cc55c137ea0f,9558b0ac-8625-490b-a12a-b58f77f623fb,Distribution Board,141,2082317.14,293606716.74,2
cae93a3f-ef1b-41fd-a32e-46ebf5373835,c048956e-0ea0-4016-86a9-cc55c137ea0f,9e79be59-8d62-48f7-aefa-cbf16232cf48,PVC Pipes,7,1192957.59,8350703.13,3
d995a92e-20f6-487a-b987-a738b9e75af4,c048956e-0ea0-4016-86a9-cc55c137ea0f,11bbd009-fc98-4733-80fe-dd7767b7beaf,Glass Panels,5,948719.34,4743596.7,4
c1a24189-dd84-4bc7-9e42-3d194464bf11,c048956e-0ea0-4016-86a9-cc55c137ea0f,6e7fe3d5-f7be-4429-b29b-3c6d81df3080,File Folders Box,12,1387383.07,16648596.84,5
47e846db-7863-46f6-8b09-8f758e16886b,d4e94668-1003-45db-b113-bc11bd700deb,12c19195-59af-4a91-aeb7-f0ef4f664b83,Rubber Seals,173,1303873.15,225570054.95,1
45d0ceb1-8c76-41c6-a1f7-a942e34eac30,d4e94668-1003-45db-b113-bc11bd700deb,9e79be59-8d62-48f7-aefa-cbf16232cf48,PVC Pipes,128,2819320.25,360872992.0,2
f98253b9-a91b-4cd9-9f01-27668dcc18f3,d4e94668-1003-45db-b113-bc11bd700deb,eacc84b1-be15-40fe-849e-0e9b2eef4512,LED Light Panel,62,1671314.58,103621503.96,3
ea2d295a-8422-4a30-81bb-adcbf92c2ec0,d4e94668-1003-45db-b113-bc11bd700deb,11bbd009-fc98-4733-80fe-dd7767b7beaf,Glass Panels,19,1802554.46,34248534.74,4
36f6eb54-27c9-4e4d-bb20-3172d6b510de,0884e439-b770-40ea-9895-d16271ea2695,6a358237-1470-4595-a111-10e74d471f82,Industrial Generator 50kVA,34,2060341.97,70051626.98,1
3ac78714-2078-4862-8e26-8820f9402fd0,0884e439-b770-40ea-9895-d16271ea2695,6e7fe3d5-f7be-4429-b29b-3c6d81df3080,File Folders Box,10,1724024.16,17240241.6,2
1cadca21-137a-4f6c-bae4-4dc93722041f,0884e439-b770-40ea-9895-d16271ea2695,fbe7ef65-18fa-4322-94f3-58c2d1db0c30,Drive Belt,159,841933.66,133867451.94,3
c78c6951-d4d9-4e1c-8e58-5520690b3dcf,0884e439-b770-40ea-9895-d16271ea2695,1945c600-521c-49ad-96d9-54472e5b76b5,Cable Tray Set,162,1565127.68,253550684.16,4
cfc33054-cd45-468c-8200-22ad1bdd9575,0884e439-b770-40ea-9895-d16271ea2695,08f89347-5501-4713-8dbc-24e5c72d9c5c,UPS System 3kVA,176,1157980.51,203804569.76,5
52cc0fe3-ef0c-4e40-9b6c-0b3913cabb48,bf8899e7-321f-4967-9f82-4ee75b902ede,838ea1fc-c069-4954-9093-544f7e6d50b9,External Hard Drive 2TB,14,666646.48,9333050.72,1
91e96f07-2939-4413-9fb0-d60e9400d598,bf8899e7-321f-4967-9f82-4ee75b902ede,08f89347-5501-4713-8dbc-24e5c72d9c5c,UPS System 3kVA,138,2182030.95,301120271.1,2
c5fca451-ea61-4f5b-aefa-6c1fbc0d0d4e,bf8899e7-321f-4967-9f82-4ee75b902ede,dd82dd6a-ccb9-4d8b-8105-49d9e3e88170,Solar Panel 300W,179,2542862.26,455172344.54,3
c05b3cdb-eb0b-4298-9681-8d86bb2dee89,bf8899e7-321f-4967-9f82-4ee75b902ede,67f3b62b-71f2-43d7-b22e-0ca57db795e1,Transformer 500kVA,51,722881.86,36866974.86,4
4282b161-969c-4fdb-abdc-fc03074a9db4,bf8899e7-321f-4967-9f82-4ee75b902ede,9558b0ac-8625-490b-a12a-b58f77f623fb,Distribution Board,122,953859.49,116370857.78,5
bbda068b-5538-49a6-814e-8593bb35827a,0c10e812-12df-4166-874d-df1e1e9f37cc,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,43,143676.32,6178081.76,1
fa7a54df-9d02-4e6d-a83d-7566b3a574f3,0c10e812-12df-4166-874d-df1e1e9f37cc,32e1050d-e9db-4baa-ae30-ed8b9b1d4084,Network Switch 24-port,97,2597111.9,251919854.3,2
f5da40f9-d29a-43db-ad70-f0ee20976c00,0c10e812-12df-4166-874d-df1e1e9f37cc,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,132,1221482.32,161235666.24,3
3e8d095e-b660-4ab3-9135-b88cd69e6ff2,0c10e812-12df-4166-874d-df1e1e9f37cc,619ee810-baaf-46ca-9cd0-c80d29545d05,Hydraulic Pump,144,2740903.68,394690129.92,4
1865dbeb-b420-4313-a049-0a90fa0073f4,0c10e812-12df-4166-874d-df1e1e9f37cc,fbe7ef65-18fa-4322-94f3-58c2d1db0c30,Drive Belt,125,372862.5,46607812.5,5
7c6c342e-76ed-4495-83df-4f85fce5a30e,6fc2d197-004c-4b39-9a09-a55470c7cc4b,ad1a7ae7-5020-4e50-96cd-992c96ddbd57,Steel Sheets,15,1178492.23,17677383.45,1
aaf23ce1-02d0-47ce-80a3-63c69e0a3d7c,6fc2d197-004c-4b39-9a09-a55470c7cc4b,838ea1fc-c069-4954-9093-544f7e6d50b9,External Hard Drive 2TB,59,394531.84,23277378.56,2
36d351f3-7482-448e-9cf3-5dd85791f425,140369b2-62b8-4ec8-97ea-e756d52c7ec6,619ee810-baaf-46ca-9cd0-c80d29545d05,Hydraulic Pump,168,59736.42,10035718.56,1
0e18ecf9-12dc-41da-8a58-df80aae6449c,140369b2-62b8-4ec8-97ea-e756d52c7ec6,2b688057-2ad2-42f5-9011-000a2a98adc5,Cement,150,2104373.58,315656037.0,2
08aa792d-f37c-4e12-a384-0a0e0e919a50,140369b2-62b8-4ec8-97ea-e756d52c7ec6,71d61c57-d696-4d75-8582-1b3c8ecf9690,Gasket Set,96,29622.07,2843718.72,3
a76fa086-8e00-403a-b2d0-ebd6a7cc86e1,140369b2-62b8-4ec8-97ea-e756d52c7ec6,9558b0ac-8625-490b-a12a-b58f77f623fb,Distribution Board,139,235185.64,32690803.96,4
06487d2a-9371-4963-b6e5-cbe2ef65a680,e50cd0d8-182b-408d-b477-fd9fdd988ec0,a90c07b5-63ee-47f4-b1cd-4126e335950f,Wood Planks,95,2552169.75,242456126.25,1
c57bca60-aded-44f9-bd4f-6d331b3dd273,d6222662-48a2-4e05-ac30-337db3fc5996,1945c600-521c-49ad-96d9-54472e5b76b5,Cable Tray Set,82,2064080.43,169254595.26,1
a297dd2d-20c4-492c-b3b5-7d71e4bc886a,d6222662-48a2-4e05-ac30-337db3fc5996,a4e2b4d3-a350-400f-b205-4919dd57df55,Whiteboard Marker Set,172,2676191.25,460304895.0,2
2ffee4fc-0118-43da-909a-ee3b5272dbdd,d6222662-48a2-4e05-ac30-337db3fc5996,995da2f5-ef48-4b46-8044-880a41cd6fbc,Printer Paper A4,52,994607.11,51719569.72,3
218ee905-d03c-4164-b734-a68fdb5b4245,7d2abd8f-cc1b-4a63-a88c-205a8aa041bc,43ce29da-34f7-4c59-9737-e4331116b04a,Desktop Monitor 27in,12,298639.21,3583670.52,1
7d6c4c84-a8f3-4c13-bc28-20c6b81cfd49,7d2abd8f-cc1b-4a63-a88c-205a8aa041bc,1945c600-521c-49ad-96d9-54472e5b76b5,Cable Tray Set,52,2338180.76,121585399.52,2
1ffd30c2-ccc0-4141-8ae9-fefa0f540fc4,7d2abd8f-cc1b-4a63-a88c-205a8aa041bc,a01f14c2-abeb-44af-9d5b-6fe3c990cf20,Filter Element,178,1714301.62,305145688.36,3
12f982b2-1a86-40b3-adc1-85d3990ac86f,7d2abd8f-cc1b-4a63-a88c-205a8aa041bc,12c19195-59af-4a91-aeb7-f0ef4f664b83,Rubber Seals,184,1156281.39,212755775.76,4
3b4a6ace-2d14-46e5-96c4-9a276c990ae3,474c9bc6-d122-4615-89a6-623dc09a5fb5,1945c600-521c-49ad-96d9-54472e5b76b5,Cable Tray Set,198,2063356.43,408544573.14,1
fc2b99ef-0921-4c18-9aa8-2037b36c0c85,474c9bc6-d122-4615-89a6-623dc09a5fb5,9e79be59-8d62-48f7-aefa-cbf16232cf48,PVC Pipes,71,2280682.07,161928426.97,2
a4c6eae4-6660-4370-be2e-36d372e98620,474c9bc6-d122-4615-89a6-623dc09a5fb5,446c5384-9baa-4e3c-b11a-7f11ba582acd,Electric Motor 5HP,88,1720328.26,151388886.88,3
a65df6cd-336b-4079-a65c-c86ef4cc0d6c,474c9bc6-d122-4615-89a6-623dc09a5fb5,9e5b934f-aa81-4c0f-8d69-2dab275bdcc9,Copper Wire,71,2224379.49,157930943.79,4
ab950aff-3185-4b1d-bcf2-9d10223164a1,474c9bc6-d122-4615-89a6-623dc09a5fb5,ad1a7ae7-5020-4e50-96cd-992c96ddbd57,Steel Sheets,22,1845071.65,40591576.3,5
66864d2c-30cc-4b19-ac29-1e9619c44c0e,d3bacfd5-4662-4097-8d9c-8503e19d1f3f,3bd59515-6f8e-4fe3-95ee-2dc9a7195e3b,Toner Cartridge,171,553112.98,94582319.58,1
22bd404d-2949-4be2-8901-d8403756a104,d3bacfd5-4662-4097-8d9c-8503e19d1f3f,6e7fe3d5-f7be-4429-b29b-3c6d81df3080,File Folders Box,166,231008.27,38347372.82,2
5449d969-1b18-4fad-b445-b269f0709b09,f9542d80-3541-4da7-9f54-bf1a7831e8e4,dd82dd6a-ccb9-4d8b-8105-49d9e3e88170,Solar Panel 300W,142,1148568.3,163096698.6,1
d4788a47-d2bf-4cb0-a54c-8ce51caa21fa,f9542d80-3541-4da7-9f54-bf1a7831e8e4,6e7fe3d5-f7be-4429-b29b-3c6d81df3080,File Folders Box,39,300394.67,11715392.13,2
f21e514a-69db-4d9d-bb8d-3a1639d783a4,f9542d80-3541-4da7-9f54-bf1a7831e8e4,66974d41-f881-4f2b-91be-3812f0f50e4c,Aluminum Rods,15,2111831.61,31677474.15,3
fe085f24-571d-4936-b411-3a4076608d25,f9542d80-3541-4da7-9f54-bf1a7831e8e4,08f89347-5501-4713-8dbc-24e5c72d9c5c,UPS System 3kVA,91,1791679.15,163042802.65,4
