id,journal_ref,entry_date,account_code,account_id,description,debit_amount,credit_amount,net_amount,status,source,posted_by,currency,created_at
6dc5901d-645e-4a0c-bbd5-9b4a74c66554,JE-0000014,2024-01-02,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Internet & Telecom,0,94541.26,-94541.26,Posted,System,ae5314a1-5f6f-45dc-b898-9a56a685da93,NGN,2026-02-23 10:54:51.831758
6d6c4c8d-8cee-4153-88f8-1a7796894ba3,JE-0000015,2024-01-02,5301,acabf92f-6572-45e7-9738-796072b736de,Legal Fees,1730125.53,0,1730125.53,Posted,System,fa5748e6-3969-42d9-a734-d67d41d569eb,NGN,2026-02-23 10:54:51.831780
7f080c26-b7a3-4485-b368-f074eb511fd6,JE-0000015,2024-01-02,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Legal Fees,0,1730125.53,-1730125.53,Posted,System,975e0078-821c-4ac7-8308-f70a0a6fdc87,NGN,2026-02-23 10:54:51.831794
0e8e4f6b-d472-4e90-902a-f38efda44b0c,JE-0000016,2024-01-02,1201,092879de-8038-45e8-b46d-b73f87b0e0ef,Material Purchase,4047682.14,0,4047682.14,Posted,Manual,975e0078-821c-4ac7-8308-f70a0a6fdc87,NGN,2026-02-23 10:54:51.831809
472e6688-746b-4d81-ae62-47ea6defa688,JE-0000016,2024-01-02,2001,02c4079b-8eb7-4bf9-b9a4-9a8cd9e97d85,Material Purchase,0,4047682.14,-4047682.14,Posted,System,0440672d-b5b4-483f-a959-f5433ae934c2,NGN,2026-02-23 10:54:51.831827
ca1e1c04-90a6-41b4-945f-72572cbfcef9,JE-0000017,2024-01-02,5600,6b81642e-3dc7-4c77-81f3-38e010b0575a,Depreciation,477845.07,0,477845.07,Posted,System,d8ac4794-b742-4182-8d98-3930c190e26c,NGN,2026-02-23 10:54:51.831842
bb12a274-e8f3-4187-941c-c048e3b054a2,JE-0000017,2024-01-02,1500,08d62cbe-412d-4604-8f01-7ecc80f64813,Depreciation,0,477845.07,-477845.07,Posted,System,059f7d32-2a53-4066-a6c0-e6010bdd4aed,NGN,2026-02-23 10:54:51.831857
524c3ef9-973f-4563-9bfd-658c90b0ad06,JE-0000018,2024-01-02,1201,092879de-8038-45e8-b46d-b73f87b0e0ef,Material Purchase,9666142.12,0,9666142.12,Posted,System,edbb45c5-189f-4783-80a1-1d21a949775a,NGN,2026-02-23 10:54:51.831872
0b1c778e-3565-4d09-8b8d-3c3b068f6fea,JE-0000018,2024-01-02,2001,02c4079b-8eb7-4bf9-b9a4-9a8cd9e97d85,Material Purchase,0,9666142.12,-9666142.12,Posted,System,96049166-34cc-443f-9619-31e6cad7bfe1,NGN,2026-02-23 10:54:51.831886
995532a1-e86c-4691-98c4-4ec02147ffb9,JE-0000019,2024-01-02,4002,0fde892d-0bc6-4f67-beaf-3b31fd265b3e,Service Revenue,7963681.59,0,7963681.59,Posted,Manual,975e0078-821c-4ac7-8308-f70a0a6fdc87,NGN,2026-02-23 10:54:51.831900
ba1188be-12cb-4b64-9825-c99af0c7b13d,JE-0000019,2024-01-02,1100,39a3ee83-f10e-4792-a920-1bcf2e79b8f7,Service Revenue,0,7963681.59,-7963681.59,Posted,System,dd83058f-f003-4af8-b701-be17f58458f4,NGN,2026-02-23 10:54:51.831914
24c25ffa-e52d-4e64-8649-fb492b29eb0e,JE-0000020,2024-01-02,4001,df6f4295-d5d5-431a-a836-1d1e2301680f,Sales Revenue,12667291.17,0,12667291.17,Posted,Manual,13f74086-e15f-479b-aa48-73d5d60e788b,NGN,2026-02-23 10:54:51.831930
dbd8acb6-fe51-4cda-ba68-f25c04ba2e2d,JE-0000020,2024-01-02,1100,39a3ee83-f10e-4792-a920-1bcf2e79b8f7,Sales Revenue,0,12667291.17,-12667291.17,Posted,Manual,b8de5a6c-44c0-49f6-bdbd-365c949577ba,NGN,2026-02-23 10:54:51.831945
f8a12af8-5f48-44db-9580-036ef5ef66dd,JE-0000021,2024-01-02,5600,6b81642e-3dc7-4c77-81f3-38e010b0575a,Depreciation,426132.12,0,426132.12,Posted,Manual,28cb13d0-4c3a-4891-8517-b2200fe8c0c0,NGN,2026-02-23 10:54:51.831962
5cccfcde-9dbd-427c-bd2f-99b74f237c8b,JE-0000021,2024-01-02,1500,08d62cbe-412d-4604-8f01-7ecc80f64813,Depreciation,0,426132.12,-426132.12,Posted,System,c0da24ec-7e26-4d2a-8b74-3f7c3ba80dc5,NGN,2026-02-23 10:54:51.831977
2326ecb9-484b-407a-988f-00b21d6f0951,JE-0000022,2024-01-02,1100,39a3ee83-f10e-4792-a920-1bcf2e79b8f7,VAT Collection,697810.22,0,697810.22,Posted,Manual,a902f91d-bf50-40ef-b27f-52ea934011df,NGN,2026-02-23 10:54:51.831992
ccbcd43d-6b4d-4062-9eaa-f351b69761a0,JE-0000022,2024-01-02,2200,cb6e0b4e-ee0f-43f4-b506-965d0669ddf0,VAT Collection,0,697810.22,-697810.22,Posted,Manual,11bcd081-8e1d-40dc-aaca-006a85c4ec9a,NGN,2026-02-23 10:54:51.832018
095048a4-3833-4ba3-bcc3-caa95bdda768,JE-0000023,2024-01-02,2001,02c4079b-8eb7-4bf9-b9a4-9a8cd9e97d85,Vendor Payment,8951830.32,0,8951830.32,Posted,System,04539a60-7c26-4abb-8a12-368f57142cb7,NGN,2026-02-23 10:54:51.832035
8404129d-2bfb-4c8a-ba3f-3c6053120c9f,JE-0000023,2024-01-02,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Vendor Payment,0,8951830.32,-8951830.32,Posted,System,e0ac1ea6-2139-4814-aed7-8e6908734903,NGN,2026-02-23 10:54:51.832050
f0615065-a68a-4b95-b253-419b52bb1435,JE-0000024,2024-01-02,5500,4e5cc78f-620c-411d-9fe3-3c08b379c217,Travel Expense,348177.14,0,348177.14,Posted,System,47f251d8-2fd2-435e-b6ef-d85872ec57cc,NGN,2026-02-23 10:54:51.832068
e67d9669-7c86-408e-8b7c-08db8fb5e7db,JE-0000024,2024-01-02,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Travel Expense,0,348177.14,-348177.14,Posted,Manual,a0e71fca-efa2-4ff9-a479-a407d413a74b,NGN,2026-02-23 10:54:51.832083
2bc8edf5-0b30-4b87-8430-ad21d73c5453,JE-0000025,2024-01-02,2001,02c4079b-8eb7-4bf9-b9a4-9a8cd9e97d85,Vendor Payment,2975408.01,0,2975408.01,Posted,Manual,05216a4c-95d5-4db6-9892-7301309dcd5a,NGN,2026-02-23 10:54:51.832099
112714f1-51ac-4673-b845-71f88512748d,JE-0000025,2024-01-02,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Vendor Payment,0,2975408.01,-2975408.01,Posted,Manual,a3dc6d64-2521-4735-8eba-fedb77f76c27,NGN,2026-02-23 10:54:51.832113
fb4ad4e7-2d42-4744-b8d6-9f4c062ce8ec,JE-0000026,2024-01-02,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Cash Receipt,8155747.35,0,8155747.35,Posted,System,059f7d32-2a53-4066-a6c0-e6010bdd4aed,NGN,2026-02-23 10:54:51.832128
ef208f74-090b-4ece-896c-75d42c3e89fd,JE-0000026,2024-01-02,1100,39a3ee83-f10e-4792-a920-1bcf2e79b8f7,Cash Receipt,0,8155747.35,-8155747.35,Posted,System,57c3747a-e1e6-4966-842c-1b75432a465b,NGN,2026-02-23 10:54:51.832141
d2403601-eef1-4333-9558-506f44b9084e,JE-0000027,2024-01-02,2001,02c4079b-8eb7-4bf9-b9a4-9a8cd9e97d85,Vendor Payment,9997154.75,0,9997154.75,Posted,System,a1c5850c-1d05-4251-b6e4-fd55662f8895,NGN,2026-02-23 10:54:51.832156
c55dee85-1bd9-49c2-989b-9a94e24bfa9f,JE-0000027,2024-01-02,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Vendor Payment,0,9997154.75,-9997154.75,Posted,System,d8dfd797-40f5-4acd-a4ca-3d9473f31861,NGN,2026-02-23 10:54:51.832173
38e948d1-2fdc-4246-8906-7138cf897788,JE-0000028,2024-01-02,5100,379cf6b4-e5ff-4165-aba1-82b1f72ab329,Salary Payment,2233455.46,0,2233455.46,Posted,System,19dab2b4-bf6e-43e2-bcdb-376c8d8fd83a,NGN,2026-02-23 10:54:51.832188
6fd0c350-0b02-4e01-85a9-a5669b7dfeef,JE-0000028,2024-01-02,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Salary Payment,0,2233455.46,-2233455.46,Posted,Manual,1978e8ba-f74b-4dd7-a07f-9a02c99f5c62,NGN,2026-02-23 10:54:51.832201
e1e11ef6-790e-4a4f-a706-65156604187d,JE-0000029,2024-01-03,5202,a145fcc9-09b1-41eb-8b01-978aa4b6f9de,Electricity,452340.86,0,452340.86,Posted,Manual,13f74086-e15f-479b-aa48-73d5d60e788b,NGN,2026-02-23 10:54:51.832218
5a11d8c5-5b92-4a1f-ae66-16a2564e98e4,JE-0000029,2024-01-03,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Electricity,0,452340.86,-452340.86,Posted,System,7b36f4d5-f017-4523-af22-d6ce2a58ddad,NGN,2026-02-23 10:54:51.832231
3663ef20-f471-4a3f-a267-560a0fbae1c8,JE-0000030,2024-01-03,4003,d7aa0c22-f643-4029-a26a-192078d805a1,Consulting Revenue,7136312.22,0,7136312.22,Posted,System,3764b56f-3d0a-4565-8979-4fad3b46458a,NGN,2026-02-23 10:54:51.832247
dd2df726-61c3-42c1-a74e-9415c0096664,JE-0000030,2024-01-03,1100,39a3ee83-f10e-4792-a920-1bcf2e79b8f7,Consulting Revenue,0,7136312.22,-7136312.22,Posted,Manual,87f64f8d-b65f-440e-ad22-dc2e0e26944f,NGN,2026-02-23 10:54:51.832260
9c812f46-71e8-4db0-b4f7-0734e303189b,JE-0000031,2024-01-03,5201,a92ae34d-c81a-4d52-b245-da6ead7d2169,Rent Payment,2791020.69,0,2791020.69,Posted,Manual,39298160-e0b1-4374-b99c-417eb5ad876d,NGN,2026-02-23 10:54:51.832276
81d3a884-cef5-4ff3-9816-714e2187482a,JE-0000031,2024-01-03,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Rent Payment,0,2791020.69,-2791020.69,Posted,Manual,0e26b1d2-8b1b-4bd8-a9de-dfbcc5d6c82a,NGN,2026-02-23 10:54:51.832290
52d1a0a2-73d3-4504-a8f3-006f2bc68db8,JE-0000032,2024-01-03,5500,4e5cc78f-620c-411d-9fe3-3c08b379c217,Travel Expense,432792.22,0,432792.22,Posted,System,fd5fdf81-55b1-4f69-8f12-046f3bfd8b77,NGN,2026-02-23 10:54:51.832305
e1a40a6a-4d4e-4911-b393-c382249781dd,JE-0000032,2024-01-03,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Travel Expense,0,432792.22,-432792.22,Posted,System,b463578f-babd-4a84-8ce0-3aa9e2a90d68,NGN,2026-02-23 10:54:51.832319
0cc57572-2c93-4e3f-a424-d986b9beff6c,JE-0000033,2024-01-03,4001,df6f4295-d5d5-431a-a836-1d1e2301680f,Sales Revenue,11905666.44,0,11905666.44,Posted,System,ea570582-0c67-488e-b7f1-dde2c1acfedb,NGN,2026-02-23 10:54:51.832334
5432c499-5dd2-4590-aa49-141e71961893,JE-0000033,2024-01-03,1100,39a3ee83-f10e-4792-a920-1bcf2e79b8f7,Sales Revenue,0,11905666.44,-11905666.44,Posted,Manual,15ead9a4-1514-487c-a373-e8d5b4cf7209,NGN,2026-02-23 10:54:51.832348
eeefed6b-1cca-4975-95e2-330882e6b94b,JE-0000034,2024-01-03,5600,6b81642e-3dc7-4c77-81f3-38e010b0575a,Depreciation,154535.86,0,154535.86,Posted,Manual,ea570582-0c67-488e-b7f1-dde2c1acfedb,NGN,2026-02-23 10:54:51.832363
c836a3bf-b35c-4d4b-825d-c9b50bbda567,JE-0000034,2024-01-03,1500,08d62cbe-412d-4604-8f01-7ecc80f64813,Depreciation,0,154535.86,-154535.86,Posted,System,0e26b1d2-8b1b-4bd8-a9de-dfbcc5d6c82a,NGN,2026-02-23 10:54:51.832380
002326f1-ff71-4b54-a2ed-6ee95aeb7e5d,JE-0000035,2024-01-03,4003,d7aa0c22-f643-4029-a26a-192078d805a1,Consulting Revenue,3782786.63,0,3782786.63,Posted,System,6d6a5675-4856-4e99-b9e1-4f5fef59b838,NGN,2026-02-23 10:54:51.832398
b672cef6-b1fb-4972-b767-8d736e5882ff,JE-0000035,2024-01-03,1100,39a3ee83-f10e-4792-a920-1bcf2e79b8f7,Consulting Revenue,0,3782786.63,-3782786.63,Posted,System,6d6a5675-4856-4e99-b9e1-4f5fef59b838,NGN,2026-02-23 10:54:51.832413
06394f92-37ee-43ba-9292-7054cca7574e,JE-0000036,2024-01-03,5400,046d1d5b-e628-4847-9463-8bcf344284ea,Marketing Expense,706960.05,0,706960.05,Posted,Manual,ec6961cd-8d1f-40b3-9ca2-8788eedb7a4a,NGN,2026-02-23 10:54:51.832435
97d52a0f-e7ef-4c89-96ac-ec277738af0a,JE-0000036,2024-01-03,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Marketing Expense,0,706960.05,-706960.05,Posted,Manual,04539a60-7c26-4abb-8a12-368f57142cb7,NGN,2026-02-23 10:54:51.832449
409e947c-0219-4358-9a8d-fa1d55b444d3,JE-0000037,2024-01-03,5400,046d1d5b-e628-4847-9463-8bcf344284ea,Marketing Expense,1359885.15,0,1359885.15,Posted,System,b8ec9f4f-63bf-4feb-b095-a025fd0e0dde,NGN,2026-02-23 10:54:51.832471
f802443c-634f-457a-9713-0c201b1e8f09,JE-0000037,2024-01-03,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Marketing Expense,0,1359885.15,-1359885.15,Posted,System,47f251d8-2fd2-435e-b6ef-d85872ec57cc,NGN,2026-02-23 10:54:51.832485
f943ba4b-6509-4765-8e66-308eb149f27c,JE-0000038,2024-01-03,5600,6b81642e-3dc7-4c77-81f3-38e010b0575a,Depreciation,213435.58,0,213435.58,Posted,Manual,15407f62-ff85-47c6-83a5-b4962d775fac,NGN,2026-02-23 10:54:51.832500
8a831d09-f248-400a-8301-9da5ee6ec92d,JE-0000038,2024-01-03,1500,08d62cbe-412d-4604-8f01-7ecc80f64813,Depreciation,0,213435.58,-213435.58,Posted,System,15ead9a4-1514-487c-a373-e8d5b4cf7209,NGN,2026-02-23 10:54:51.832515
27568349-8d4a-4388-be3d-83d3e959dbea,JE-0000039,2024-01-03,4002,0fde892d-0bc6-4f67-beaf-3b31fd265b3e,Service Revenue,3155188.03,0,3155188.03,Posted,Manual,47acf5aa-4994-489f-8401-74b596d8d78d,NGN,2026-02-23 10:54:51.832530
92393fa9-2a26-4c1d-8079-fb6c2a121c89,JE-0000039,2024-01-03,1100,39a3ee83-f10e-4792-a920-1bcf2e79b8f7,Service Revenue,0,3155188.03,-3155188.03,Posted,Manual,47f251d8-2fd2-435e-b6ef-d85872ec57cc,NGN,2026-02-23 10:54:51.832553
6ab91e2f-f4c2-41d6-b001-4b80cd6c26e9,JE-0000040,2024-01-03,5301,acabf92f-6572-45e7-9738-796072b736de,Legal Fees,1714305.99,0,1714305.99,Posted,Manual,a3d9075f-97de-4d4f-a4da-b5d40d3173c9,NGN,2026-02-23 10:54:51.832569
eb1e4ae7-6225-4092-af88-124bdf3b3754,JE-0000040,2024-01-03,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Legal Fees,0,1714305.99,-1714305.99,Posted,System,9086ef7d-a5e7-4dc8-b2eb-614655299514,NGN,2026-02-23 10:54:51.832588
c1da6db1-1189-4619-872d-d9156ed1c744,JE-0000041,2024-01-03,5202,a145fcc9-09b1-41eb-8b01-978aa4b6f9de,Electricity,204299.96,0,204299.96,Posted,Manual,13f74086-e15f-479b-aa48-73d5d60e788b,NGN,2026-02-23 10:54:51.832610
fa33680c-f2d4-48eb-a580-6023e539be10,JE-0000041,2024-01-03,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Electricity,0,204299.96,-204299.96,Posted,System,ec6961cd-8d1f-40b3-9ca2-8788eedb7a4a,NGN,2026-02-23 10:54:51.832624
64970ee0-a449-419a-86b4-72ab9e1d7e53,JE-0000042,2024-01-04,5500,4e5cc78f-620c-411d-9fe3-3c08b379c217,Travel Expense,97992.33,0,97992.33,Posted,Manual,059f7d32-2a53-4066-a6c0-e6010bdd4aed,NGN,2026-02-23 10:54:51.832642
aaa9d7ad-e74a-47f6-8917-5d88fffaf024,JE-0000042,2024-01-04,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Travel Expense,0,97992.33,-97992.33,Posted,System,47f251d8-2fd2-435e-b6ef-d85872ec57cc,NGN,2026-02-23 10:54:51.832656
2124d4fe-dcea-4fbe-99e2-150d2f1eaa1e,JE-0000043,2024-01-04,5201,a92ae34d-c81a-4d52-b245-da6ead7d2169,Rent Payment,2736644.33,0,2736644.33,Posted,Manual,72ad50be-c1ef-49b6-a8bf-795ddc1b8b51,NGN,2026-02-23 10:54:51.832671
cd21b915-a248-477b-bcd2-bfa36296a9a0,JE-0000043,2024-01-04,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Rent Payment,0,2736644.33,-2736644.33,Posted,System,0301d27b-3b23-40d2-816d-59fda9b9bed3,NGN,2026-02-23 10:54:51.832685
8015b287-cc5d-472a-9f92-d1559dca3a28,JE-0000044,2024-01-04,5400,046d1d5b-e628-4847-9463-8bcf344284ea,Marketing Expense,556389.81,0,556389.81,Posted,System,41305b34-2ce5-4524-83d2-945750f27a0e,NGN,2026-02-23 10:54:51.832701
8aa12ff9-dd43-4a63-9573-4be98e83b879,JE-0000044,2024-01-04,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Marketing Expense,0,556389.81,-556389.81,Posted,System,7b36f4d5-f017-4523-af22-d6ce2a58ddad,NGN,2026-02-23 10:54:51.832716
21405040-b5ae-44c6-b800-e3bb7a036bee,JE-0000045,2024-01-04,5202,a145fcc9-09b1-41eb-8b01-978aa4b6f9de,Electricity,481169.97,0,481169.97,Posted,Manual,be8b92fe-3b10-49ea-9287-1f95a46814ea,NGN,2026-02-23 10:54:51.832731
e7b9d251-5e4c-4638-baee-36d1c8dce2da,JE-0000045,2024-01-04,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Electricity,0,481169.97,-481169.97,Posted,Manual,fa5748e6-3969-42d9-a734-d67d41d569eb,NGN,2026-02-23 10:54:51.832749
0c5b60cb-df12-40bc-838d-fea002fd8d6c,JE-0000046,2024-01-04,4003,d7aa0c22-f643-4029-a26a-192078d805a1,Consulting Revenue,257804.95,0,257804.95,Posted,System,4abc59f0-b600-4ba4-8c62-552f43ab38c7,NGN,2026-02-23 10:54:51.832766
293961c7-faf5-48e9-8fd3-5e23bdcb6a48,JE-0000046,2024-01-04,1100,39a3ee83-f10e-4792-a920-1bcf2e79b8f7,Consulting Revenue,0,257804.95,-257804.95,Posted,Manual,15407f62-ff85-47c6-83a5-b4962d775fac,NGN,2026-02-23 10:54:51.832781
28672523-2020-4ce4-875b-f9580db89ece,JE-0000047,2024-01-04,5500,4e5cc78f-620c-411d-9fe3-3c08b379c217,Travel Expense,271391.47,0,271391.47,Posted,Manual,951a886e-c227-4138-8a05-2fef2f24c2d2,NGN,2026-02-23 10:54:51.832796
ac08e1bd-ca57-419a-af5e-bbde39e42205,JE-0000047,2024-01-04,1001,f02276c0-bff6-4dd4-8c15-f183f81a4669,Travel Expense,0,271391.47,-271391.47,Posted,Manual,15ead9a4-1514-487c-a373-e8d5b4cf7209,NGN,2026-02-23 10:54:51.832810
ea84993e-54a9-4ac7-af27-1e3b2a315691,JE-0000048,2024-01-04,5202,a145fcc9-09b1-41eb-8b01-978aa4b6f9de,Electricity,116479.63,0,116479.63,Posted,Manual,38204481-3349-45c6-9db0-0acb86b8299e,NGN,2026-02-23 10:54:51.832826
