id,sales_order_id,item_id,item_name,quantity,unit_price,line_total,line_number
e76626f0-8b6f-4e86-947b-43ed6d33981c,8bc378c5-fd83-48e4-ad28-d21a37925bc2,6a358237-1470-4595-a111-10e74d471f82,Industrial Generator 50kVA,46,1894551.97,87149390.62,6
82409f9c-bc32-41b2-9c6c-fdbae011f64d,b846da39-ba5a-4829-a7be-afd4fd5edda1,11bbd009-fc98-4733-80fe-dd7767b7beaf,Glass Panels,10,3561085.7,35610857.0,1
7b2052c9-351e-41d0-8868-ca7734e5f4fb,b846da39-ba5a-4829-a7be-afd4fd5edda1,e8d51b45-9c55-44c0-bb20-b027eb684c10,Server Rack Mount,6,470320.57,2821923.42,2
d3d7927d-3ec3-43ca-a15e-1e4e188f1a78,b846da39-ba5a-4829-a7be-afd4fd5edda1,838ea1fc-c069-4954-9093-544f7e6d50b9,External Hard Drive 2TB,9,2386502.83,21478525.47,3
d10abe37-e8f1-42b6-84fa-06ec3adb1397,b846da39-ba5a-4829-a7be-afd4fd5edda1,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,5,1852778.14,9263890.7,4
bd0a5680-90ce-462d-bec4-57acc2654164,929b20d7-07d5-4783-9023-f4a1eb76cc6b,71d61c57-d696-4d75-8582-1b3c8ecf9690,Gasket Set,47,4866629.69,228731595.43,1
34d29876-4fe9-4173-a986-181d4fac7296,929b20d7-07d5-4783-9023-f4a1eb76cc6b,67f3b62b-71f2-43d7-b22e-0ca57db795e1,Transformer 500kVA,10,2533871.6,25338716.0,2
4a999b9b-06ef-4b15-9a07-c159a9abd3e9,929b20d7-07d5-4783-9023-f4a1eb76cc6b,71d61c57-d696-4d75-8582-1b3c8ecf9690,Gasket Set,46,2293986.87,105523396.02,3
b4beb388-5a4c-41f8-a41e-18b0608d995e,929b20d7-07d5-4783-9023-f4a1eb76cc6b,fbe7ef65-18fa-4322-94f3-58c2d1db0c30,Drive Belt,34,599110.21,20369747.14,4
05dfd4fc-eb34-41e4-9e8e-a23cafcb6939,a2aa88c1-8757-4a0d-a394-01f34bc57f05,1b189697-525e-4690-972d-446b691a75dd,Laptop Dell Latitude,8,3011985.07,24095880.56,1
dee19178-7844-492f-86c9-32eeb4babff8,a2aa88c1-8757-4a0d-a394-01f34bc57f05,e8d51b45-9c55-44c0-bb20-b027eb684c10,Server Rack Mount,8,613123.48,4904987.84,2
2941eb85-6f5f-470a-a12a-e87402fbeeea,a2aa88c1-8757-4a0d-a394-01f34bc57f05,995da2f5-ef48-4b46-8044-880a41cd6fbc,Printer Paper A4,3,2618659.72,7855979.16,3
58fbd4eb-2433-4195-ae76-4df340093652,a2aa88c1-8757-4a0d-a394-01f34bc57f05,12c19195-59af-4a91-aeb7-f0ef4f664b83,Rubber Seals,24,1531573.72,36757769.28,4
2d1e7612-f413-49dd-a60e-553865a0a994,a2aa88c1-8757-4a0d-a394-01f34bc57f05,1b189697-525e-4690-972d-446b691a75dd,Laptop Dell Latitude,20,1476966.66,29539333.2,5
14f9e501-bd72-44d5-a9a8-13781352c49c,8452428b-0e2e-4794-853f-68cacfae91bd,71d61c57-d696-4d75-8582-1b3c8ecf9690,Gasket Set,1,620416.25,620416.25,1
b98ded6a-d317-4894-bc5c-7edf5725d5fe,8452428b-0e2e-4794-853f-68cacfae91bd,6e7fe3d5-f7be-4429-b29b-3c6d81df3080,File Folders Box,5,4353428.41,21767142.05,2
ab8304c6-212b-4562-bfeb-cab400e2eaf1,cff0277f-a36f-4642-b2f2-562e6f19a6b1,6a358237-1470-4595-a111-10e74d471f82,Industrial Generator 50kVA,49,701226.21,34360084.29,1
88010e93-ee9f-44f4-8890-4ff0d2537ead,cff0277f-a36f-4642-b2f2-562e6f19a6b1,619ee810-baaf-46ca-9cd0-c80d29545d05,Hydraulic Pump,49,2255147.66,110502235.34,2
e2232aa5-17b6-45a5-b59f-eac6b1f59326,cff0277f-a36f-4642-b2f2-562e6f19a6b1,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,10,4333064.31,43330643.1,3
71899a6d-7d8d-4e6b-ad8c-f1c00ce4c6ae,cff0277f-a36f-4642-b2f2-562e6f19a6b1,a4e2b4d3-a350-400f-b205-4919dd57df55,Whiteboard Marker Set,6,4001059.99,24006359.94,4
a05b7394-310e-4cf9-afd2-045667f7de46,e561ca27-e4ea-4efd-ac93-86a4a35392a2,721da05d-f143-4175-9fa8-67763f701bfc,Stapler Heavy Duty,35,238640.37,8352412.95,1
2c3fe83e-c028-4202-b985-c32bb90cd3b2,e561ca27-e4ea-4efd-ac93-86a4a35392a2,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,48,1394101.75,66916884.0,2
28c430d5-0c2d-4a88-8195-da7a37e79a40,e561ca27-e4ea-4efd-ac93-86a4a35392a2,a90c07b5-63ee-47f4-b1cd-4126e335950f,Wood Planks,11,3538971.04,38928681.44,3
172bde40-d967-47e1-a7d1-4c1a04c31cae,e561ca27-e4ea-4efd-ac93-86a4a35392a2,3bd59515-6f8e-4fe3-95ee-2dc9a7195e3b,Toner Cartridge,36,3229346.79,116256484.44,4
c3522f8b-f6e5-432c-bfb3-a87bcfea7276,97c5d980-633b-4af0-8d37-ae927d75ec19,1945c600-521c-49ad-96d9-54472e5b76b5,Cable Tray Set,49,2384420.1,116836584.9,1
2af2e944-3eff-4a22-9bbf-929db3f48a10,97c5d980-633b-4af0-8d37-ae927d75ec19,9e5b934f-aa81-4c0f-8d69-2dab275bdcc9,Copper Wire,8,3294689.53,26357516.24,2
919d53d2-054e-4f1c-bffe-e37e85fa267e,97c5d980-633b-4af0-8d37-ae927d75ec19,446c5384-9baa-4e3c-b11a-7f11ba582acd,Electric Motor 5HP,2,1382063.01,2764126.02,3
8dd6cd5b-475e-4e19-a91e-30cd5f3a73e6,97c5d980-633b-4af0-8d37-ae927d75ec19,9558b0ac-8625-490b-a12a-b58f77f623fb,Distribution Board,16,4150155.85,66402493.6,4
2a82c33c-923e-44fd-ae93-0e1f4c5f80ab,97c5d980-633b-4af0-8d37-ae927d75ec19,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,6,4036535.91,24219215.46,5
4e8880c1-86fc-4863-828e-ae025a691562,97af5ffe-f2c6-4e99-9f0f-fbf5063be3d0,e8d51b45-9c55-44c0-bb20-b027eb684c10,Server Rack Mount,2,4299645.57,8599291.14,1
becdf8e4-550d-48bb-b761-58da00204db9,97af5ffe-f2c6-4e99-9f0f-fbf5063be3d0,a4e2b4d3-a350-400f-b205-4919dd57df55,Whiteboard Marker Set,25,1293317.19,32332929.75,2
560c1b74-df18-4743-81e2-4e55d0767dc1,5fd70e45-3ba7-4aea-b29b-1d38e363ae8b,446c5384-9baa-4e3c-b11a-7f11ba582acd,Electric Motor 5HP,17,3843840.41,65345286.97,1
61b7133d-5c8a-4659-9425-cfc68775a967,5fd70e45-3ba7-4aea-b29b-1d38e363ae8b,dd82dd6a-ccb9-4d8b-8105-49d9e3e88170,Solar Panel 300W,20,4761301.99,95226039.8,2
05d140c9-e9fd-4505-a874-485738d60b58,f157907b-f88c-4577-b4b1-6201704634ca,43ce29da-34f7-4c59-9737-e4331116b04a,Desktop Monitor 27in,7,1607006.9,11249048.3,1
034cae49-a9b2-40cf-93cc-1b82f0f3b9f4,f157907b-f88c-4577-b4b1-6201704634ca,e8d51b45-9c55-44c0-bb20-b027eb684c10,Server Rack Mount,21,1297092.11,27238934.31,2
cc13f65a-4ee8-4f66-aa82-562c44396d8a,f157907b-f88c-4577-b4b1-6201704634ca,12c19195-59af-4a91-aeb7-f0ef4f664b83,Rubber Seals,4,1020771.7,4083086.8,3
e61fafa8-d2ae-448a-a4be-f9aebdd365ce,52ef6fa5-8ba1-4685-b1e7-65f21078cf1c,3db1bf55-9ebd-4358-81c8-28d2b2bd6041,Switchgear Unit,4,1598498.86,6393995.44,1
68abe9b0-c47a-4779-a22a-4cdf78afc46a,a477374f-e585-45c6-ae56-f86172f5daa9,08f89347-5501-4713-8dbc-24e5c72d9c5c,UPS System 3kVA,2,1353107.09,2706214.18,1
9c5ef0ad-27a7-4f3b-8316-3f1094e756a2,a477374f-e585-45c6-ae56-f86172f5daa9,11bbd009-fc98-4733-80fe-dd7767b7beaf,Glass Panels,16,3817261.7,61076187.2,2
4ec1732c-f174-4f37-a04e-4c2ac7cb336d,a477374f-e585-45c6-ae56-f86172f5daa9,6a358237-1470-4595-a111-10e74d471f82,Industrial Generator 50kVA,20,2845545.73,56910914.6,3
22fffbb0-3253-44a7-beb0-a501a151d773,a477374f-e585-45c6-ae56-f86172f5daa9,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,6,4232926.48,25397558.88,4
9764382c-0bcc-4351-a1ee-e87af1990141,fe82d2dd-eef3-40c7-9498-a45aa6f7813a,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,3,14995.28,44985.84,1
9421f10f-4a8d-45e2-a1e8-03396e61c12c,fe82d2dd-eef3-40c7-9498-a45aa6f7813a,619ee810-baaf-46ca-9cd0-c80d29545d05,Hydraulic Pump,40,1453354.78,58134191.2,2
d5e26b33-1a71-4115-b13a-cc06581c36e7,fe82d2dd-eef3-40c7-9498-a45aa6f7813a,67f3b62b-71f2-43d7-b22e-0ca57db795e1,Transformer 500kVA,1,310273.4,310273.4,3
18cb56d2-2b7e-42d3-a6d4-b3e6045d34c1,fe82d2dd-eef3-40c7-9498-a45aa6f7813a,a01f14c2-abeb-44af-9d5b-6fe3c990cf20,Filter Element,18,2993360.08,53880481.44,4
2ee6db61-efc0-44ca-82de-896172aa9335,d512cc1f-c5e6-40cc-8815-2931e4545112,995da2f5-ef48-4b46-8044-880a41cd6fbc,Printer Paper A4,3,815467.36,2446402.08,1
b44b6053-5694-4b6d-8782-a854dedc7e56,d512cc1f-c5e6-40cc-8815-2931e4545112,2b688057-2ad2-42f5-9011-000a2a98adc5,Cement,20,457678.37,9153567.4,2
0ea66569-95e6-4265-b3de-b42f13373cf4,d512cc1f-c5e6-40cc-8815-2931e4545112,12c19195-59af-4a91-aeb7-f0ef4f664b83,Rubber Seals,9,3628118.17,32653063.53,3
34e52c71-eb2b-4ff2-8084-f905d365d673,d512cc1f-c5e6-40cc-8815-2931e4545112,3db1bf55-9ebd-4358-81c8-28d2b2bd6041,Switchgear Unit,28,1062142.38,29739986.64,4
d292cf03-c293-473b-9277-a183eaa8e1a5,d512cc1f-c5e6-40cc-8815-2931e4545112,fbe7ef65-18fa-4322-94f3-58c2d1db0c30,Drive Belt,21,4420818.74,92837193.54,5
b9b8e922-ccbb-4bdc-92c9-ad0ee68ac53d,ff5f7fe6-52eb-49c5-b812-e23787e0471c,eacc84b1-be15-40fe-849e-0e9b2eef4512,LED Light Panel,43,4915279.52,211357019.36,1
3c8ea0a6-b88b-4bea-9e66-3a4a540c0b3e,ff5f7fe6-52eb-49c5-b812-e23787e0471c,721da05d-f143-4175-9fa8-67763f701bfc,Stapler Heavy Duty,14,2304398.71,32261581.94,2
d4be7081-3f34-4a4f-88f2-562674407bb6,ff5f7fe6-52eb-49c5-b812-e23787e0471c,721da05d-f143-4175-9fa8-67763f701bfc,Stapler Heavy Duty,2,4570951.02,9141902.04,3
37422072-436a-451a-8a41-c50b33933076,524420d1-b8a9-480b-b933-76603333f3ad,ad1a7ae7-5020-4e50-96cd-992c96ddbd57,Steel Sheets,44,875944.74,38541568.56,1
feb292de-94f9-4480-8b53-b5c48317a634,0c39b1b9-8b29-4210-b594-7b0f2369ba4d,2b688057-2ad2-42f5-9011-000a2a98adc5,Cement,35,164428.13,5754984.55,1
cd948d9f-5819-47b9-921c-83851c21c1d6,be976edc-a029-438f-bf48-36d141ddd87f,43ce29da-34f7-4c59-9737-e4331116b04a,Desktop Monitor 27in,12,4197337.51,50368050.12,1
1c50b7fd-d4f1-447a-8713-9229e275b63a,be976edc-a029-438f-bf48-36d141ddd87f,ad1a7ae7-5020-4e50-96cd-992c96ddbd57,Steel Sheets,8,2318835.73,18550685.84,2
98ccc22f-cbaf-46ce-95ae-4bb0f529c817,be976edc-a029-438f-bf48-36d141ddd87f,1945c600-521c-49ad-96d9-54472e5b76b5,Cable Tray Set,29,56722.88,1644963.52,3
4426c95b-c168-40a5-892a-55e61a39508e,39e100c7-6f69-4a99-906d-a664f14ee772,a90c07b5-63ee-47f4-b1cd-4126e335950f,Wood Planks,40,3129930.43,125197217.2,1
8b88e726-bf3c-4338-95d0-af1911e73958,39e100c7-6f69-4a99-906d-a664f14ee772,08f89347-5501-4713-8dbc-24e5c72d9c5c,UPS System 3kVA,15,4900794.41,73511916.15,2
de1e2d2e-f94e-4657-bfe2-a4ec24e1b0e1,aa1b6d61-cad9-4c72-83f4-2576a8672518,32e1050d-e9db-4baa-ae30-ed8b9b1d4084,Network Switch 24-port,8,4350882.0,34807056.0,1
0a2d34db-6323-47d6-9f7e-7eb6b2b3e9c6,aa1b6d61-cad9-4c72-83f4-2576a8672518,fbe7ef65-18fa-4322-94f3-58c2d1db0c30,Drive Belt,32,860680.71,27541782.72,2
b70334dc-20ab-4fce-8da8-325ff2099c5f,aa1b6d61-cad9-4c72-83f4-2576a8672518,1945c600-521c-49ad-96d9-54472e5b76b5,Cable Tray Set,43,3696685.99,158957497.57,3
3f612146-8520-4783-913c-65c86be0dce7,aa1b6d61-cad9-4c72-83f4-2576a8672518,446c5384-9baa-4e3c-b11a-7f11ba582acd,Electric Motor 5HP,5,2944941.27,14724706.35,4
1138651e-68ed-482b-b7f6-2c898e2d25ae,aa1b6d61-cad9-4c72-83f4-2576a8672518,2b688057-2ad2-42f5-9011-000a2a98adc5,Cement,9,1305526.16,11749735.44,5
f7aa76eb-328d-4c9f-9633-716da3b1413d,aa1b6d61-cad9-4c72-83f4-2576a8672518,08f89347-5501-4713-8dbc-24e5c72d9c5c,UPS System 3kVA,34,3647205.34,124004981.56,6
52c7b58e-e6e6-4e8d-9906-5d4203544143,e88d787d-fe2d-4622-9246-dc016072f17b,ad1a7ae7-5020-4e50-96cd-992c96ddbd57,Steel Sheets,28,3208421.77,89835809.56,1
32161a85-43c6-45f7-8107-efd3b489d83c,e88d787d-fe2d-4622-9246-dc016072f17b,9e79be59-8d62-48f7-aefa-cbf16232cf48,PVC Pipes,21,2168415.38,45536722.98,2
f2b43d57-16a0-4167-9815-6e2966a5d50f,e88d787d-fe2d-4622-9246-dc016072f17b,e8d51b45-9c55-44c0-bb20-b027eb684c10,Server Rack Mount,18,617371.31,11112683.58,3
cce56d10-8c83-42dc-ad9a-e0c81b47d54a,e88d787d-fe2d-4622-9246-dc016072f17b,619ee810-baaf-46ca-9cd0-c80d29545d05,Hydraulic Pump,32,1813744.5,58039824.0,4
fc0f9d20-0a87-4172-9b27-d647ea0ec3ef,b9a1c3b1-7ea0-48c5-9c2e-09849c95198f,591fe981-6a91-44ce-ba7e-b788c16d6732,Bearing Assembly,21,35744.83,750641.43,1
7efa07f8-c233-4eb6-b7bf-90fa473ff8e7,b9a1c3b1-7ea0-48c5-9c2e-09849c95198f,1945c600-521c-49ad-96d9-54472e5b76b5,Cable Tray Set,22,418226.42,9200981.24,2
eaec3f83-34bb-4213-8b78-db5391f450c7,b9a1c3b1-7ea0-48c5-9c2e-09849c95198f,9e5b934f-aa81-4c0f-8d69-2dab275bdcc9,Copper Wire,48,1135883.74,54522419.52,3
092249ef-7c4f-4c39-a6f3-59499d828f1d,b9a1c3b1-7ea0-48c5-9c2e-09849c95198f,838ea1fc-c069-4954-9093-544f7e6d50b9,External Hard Drive 2TB,5,4585806.16,22929030.8,4
3fca6445-22b2-4351-80b0-e7139b124547,b9a1c3b1-7ea0-48c5-9c2e-09849c95198f,1945c600-521c-49ad-96d9-54472e5b76b5,Cable Tray Set,11,1652830.92,18181140.12,5
9b1a502d-ec0b-420a-b59b-ce9555798132,31af4d7b-339e-4963-a44a-09a011cb0e12,838ea1fc-c069-4954-9093-544f7e6d50b9,External Hard Drive 2TB,2,2966728.55,5933457.1,1
84213bd4-160b-4aa1-ac1b-45eea23f393f,31af4d7b-339e-4963-a44a-09a011cb0e12,721da05d-f143-4175-9fa8-67763f701bfc,Stapler Heavy Duty,17,1243296.29,21136036.93,2
ee19f426-549f-4c5b-b627-ea2c5799ca61,31af4d7b-339e-4963-a44a-09a011cb0e12,a01f14c2-abeb-44af-9d5b-6fe3c990cf20,Filter Element,16,4794425.26,76710804.16,3
a9c97d40-6ab8-4099-a8a1-215e96d9e4c6,31af4d7b-339e-4963-a44a-09a011cb0e12,9e79be59-8d62-48f7-aefa-cbf16232cf48,PVC Pipes,22,2603178.47,57269926.34,4
d91fe9f0-669f-4332-bbe5-3c5fb1c54f14,8d71b837-5ae0-4607-a9e2-a2f7b9227717,a90c07b5-63ee-47f4-b1cd-4126e335950f,Wood Planks,4,4584404.75,18337619.0,1
