id,order_number,customer_id,order_date,status,subtotal,vat_amount,total_amount,currency,sales_rep_id,expected_delivery,created_at
97af5ffe-f2c6-4e99-9f0f-fbf5063be3d0,SO-000021,f389dcc9-47c0-4f95-8571-dadc2a58b16b,2024-12-14,Pending,40932220.89,3069916.57,44002137.46,NGN,48b4f51b-78a9-483a-bd66-8342f857c878,2024-04-11,2026-02-23 10:54:51.464721
5fd70e45-3ba7-4aea-b29b-1d38e363ae8b,SO-000022,646f2651-62f9-4f12-b848-57dedf9153e2,2024-06-21,Completed,160571326.76999998,12042849.51,172614176.28,NGN,55a9c4c7-f5fe-42bd-82b7-7ca9b036f8bf,2024-06-22,2026-02-23 10:54:51.464749
f157907b-f88c-4577-b4b1-6201704634ca,SO-000023,20b377ac-7a10-452e-be22-240dac77392f,2025-12-31,Completed,42571069.41,3192830.21,45763899.62,NGN,66dfa22d-9ac6-4646-b380-b10d730619c6,2025-09-03,2026-02-23 10:54:51.464800
52ef6fa5-8ba1-4685-b1e7-65f21078cf1c,SO-000024,70addbf7-e129-47de-8992-8cba3bacbb7a,2025-05-31,Pending,6393995.44,479549.66,6873545.1,NGN,47f251d8-2fd2-435e-b6ef-d85872ec57cc,2025-02-20,2026-02-23 10:54:51.464831
a477374f-e585-45c6-ae56-f86172f5daa9,SO-000025,65c76632-7a40-420a-aa11-ba26e7897d1f,2025-05-10,Completed,146090874.86,10956815.61,157047690.47,NGN,288a1981-186a-44c0-963d-fe87d0d3e1c4,2024-07-27,2026-02-23 10:54:51.464883
fe82d2dd-eef3-40c7-9498-a45aa6f7813a,SO-000026,0681dbba-9802-4c2f-93bb-d0a737d6ac70,2024-09-08,In Progress,112369931.88,8427744.89,120797676.77,NGN,e0ac1ea6-2139-4814-aed7-8e6908734903,2025-11-27,2026-02-23 10:54:51.464943
d512cc1f-c5e6-40cc-8815-2931e4545112,SO-000027,bc15f8da-cb4e-4532-819e-538a3b518512,2024-08-05,Cancelled,166830213.19,12512265.99,179342479.18,NGN,a902f91d-bf50-40ef-b27f-52ea934011df,2025-10-12,2026-02-23 10:54:51.465029
ff5f7fe6-52eb-49c5-b812-e23787e0471c,SO-000028,d3a6b455-4178-4635-8182-45a9f09c1c78,2025-12-25,Pending,252760503.34,18957037.75,271717541.09,NGN,ce63a441-1783-4db1-932a-493de6131114,2025-10-23,2026-02-23 10:54:51.465080
524420d1-b8a9-480b-b933-76603333f3ad,SO-000029,cd54a94c-404c-4fa1-84b8-1d3ef47abe5b,2025-09-15,Pending,38541568.56,2890617.64,41432186.2,NGN,fe54ebbb-2c0c-4009-a811-ee089e7dec77,2025-12-14,2026-02-23 10:54:51.465102
0c39b1b9-8b29-4210-b594-7b0f2369ba4d,SO-000030,8a6f8891-b1b8-4047-b7e2-87ff4442b8d7,2025-02-06,In Progress,5754984.55,431623.84,6186608.39,NGN,af9f5d06-e6c3-4859-8282-8e664f6ebae9,2025-11-18,2026-02-23 10:54:51.465122
be976edc-a029-438f-bf48-36d141ddd87f,SO-000031,9193a7ba-54d8-4790-8226-99e7f030ec66,2025-01-20,Cancelled,70563699.47999999,5292277.46,75855976.94,NGN,1b995d09-0776-4717-ba72-c9585f7c675b,2024-01-21,2026-02-23 10:54:51.465172
39e100c7-6f69-4a99-906d-a664f14ee772,SO-000032,81f824ad-87c2-4b04-8648-ad40f0475a73,2025-11-27,Completed,198709133.35000002,14903185.0,213612318.35,NGN,72ad50be-c1ef-49b6-a8bf-795ddc1b8b51,2024-02-07,2026-02-23 10:54:51.465200
aa1b6d61-cad9-4c72-83f4-2576a8672518,SO-000033,31f9162b-94e1-4c37-95c4-1db60f07e11f,2024-01-08,Completed,371785759.64,27883931.97,399669691.61,NGN,6d6a5675-4856-4e99-b9e1-4f5fef59b838,2024-07-15,2026-02-23 10:54:51.465272
e88d787d-fe2d-4622-9246-dc016072f17b,SO-000034,c40c2ab9-c5f8-4a09-b7da-bffdc0cef2bb,2024-09-15,In Progress,204525040.12,15339378.01,219864418.13,NGN,6f46bc71-a97e-4989-9ec1-f114399219d1,2024-02-14,2026-02-23 10:54:51.465341
b9a1c3b1-7ea0-48c5-9c2e-09849c95198f,SO-000035,f5b6aa92-888f-4bed-a1be-366d568a7e2a,2024-10-11,Pending,105584213.11000001,7918815.98,113503029.09,NGN,15407f62-ff85-47c6-83a5-b4962d775fac,2025-10-03,2026-02-23 10:54:51.465422
31af4d7b-339e-4963-a44a-09a011cb0e12,SO-000036,65fcd264-a4ea-4823-807e-3b0059d9e4c4,2024-04-09,Completed,161050224.53,12078766.84,173128991.37,NGN,a3dc6d64-2521-4735-8eba-fedb77f76c27,2024-03-15,2026-02-23 10:54:51.465470
8d71b837-5ae0-4607-a9e2-a2f7b9227717,SO-000037,65fcd264-a4ea-4823-807e-3b0059d9e4c4,2025-04-02,Cancelled,18337619.0,1375321.43,19712940.43,NGN,9086ef7d-a5e7-4dc8-b2eb-614655299514,2024-11-16,2026-02-23 10:54:51.465508
2d08f8c8-0ebe-4f29-af16-1d5b97e03212,SO-000038,65c76632-7a40-420a-aa11-ba26e7897d1f,2024-05-10,Completed,86173103.89,6462982.79,92636086.68,NGN,66dfa22d-9ac6-4646-b380-b10d730619c6,2025-02-24,2026-02-23 10:54:51.465553
a8033450-08de-4273-979d-67e70777844b,SO-000039,bda03a85-bf87-4716-b7e8-4d1d70ef0f8b,2025-04-20,Pending,326761003.29999995,24507075.25,351268078.55,NGN,059f7d32-2a53-4066-a6c0-e6010bdd4aed,2024-09-19,2026-02-23 10:54:51.465628
f0d45de7-f629-4377-9ff3-8856e45950f9,SO-000040,8aee66f7-a182-4404-b0ce-d0967441f5bd,2025-03-07,Pending,292776952.86,21958271.46,314735224.32,NGN,c2cea9ec-7da0-48f3-95d2-4041a87e3fe7,2025-06-14,2026-02-23 10:54:51.465694
2bb1304d-4143-4cef-8f6f-f7a904d2dc0c,SO-000041,1a5ad7ab-131f-4a47-9758-b86baab2e1ca,2025-11-04,Completed,135224994.3,10141874.57,145366868.87,NGN,fe54ebbb-2c0c-4009-a811-ee089e7dec77,2024-02-25,2026-02-23 10:54:51.465716
5251e623-538c-4557-99b8-d2e99b00b0d6,SO-000042,1cd59298-1290-4f24-87ed-7d108c51a4aa,2025-10-17,Completed,43454087.17,3259056.54,46713143.71,NGN,c0da24ec-7e26-4d2a-8b74-3f7c3ba80dc5,2025-12-09,2026-02-23 10:54:51.465748
d327fb1d-1aa1-4a11-980f-98007703baf0,SO-000043,7fdbf295-f1ad-4f5d-9189-e92a5f8e0e99,2024-12-09,Cancelled,71527881.83,5364591.14,76892472.97,NGN,79d02cd6-dbee-4ae7-bceb-ab82ff6d23c7,2025-04-22,2026-02-23 10:54:51.465794
8b212233-ec4a-4c94-8d56-9b0a8e4e9fbb,SO-000044,278e2958-76e6-44a1-a030-a88942ecf424,2024-08-06,Completed,147084823.62,11031361.77,158116185.39,NGN,cfc09f15-3619-4d62-b827-b15e76da2559,2024-10-24,2026-02-23 10:54:51.465846
6a78dcb4-0a3e-44b9-8ee6-8617fbed9064,SO-000045,1c47317e-db78-4a7b-938b-19e72f5b9874,2024-02-14,Completed,58045788.739999995,4353434.16,62399222.9,NGN,579d0881-5786-4f06-ade1-c3d7a87b9b21,2025-07-21,2026-02-23 10:54:51.465886
2b8e6b3f-507c-4399-b949-788167c5722b,SO-000046,f389dcc9-47c0-4f95-8571-dadc2a58b16b,2024-06-29,Completed,30573190.56,2292989.29,32866179.85,NGN,1561326f-1d26-4dfb-a412-086919c9419d,2024-04-23,2026-02-23 10:54:51.465916
4555c819-bb1b-40ea-8c0b-135df921b0da,SO-000047,2c79e899-de18-48bf-82c2-4c1f47a96e16,2024-09-02,Completed,217370729.26,16302804.69,233673533.95,NGN,09b4b3c7-5f7d-4c5c-9e3d-a7cb26571da5,2025-06-29,2026-02-23 10:54:51.465962
e1557f9b-dd69-4c31-9232-56825b10de06,SO-000048,82948216-2ef6-4c7b-a8d7-416aaed25b3c,2024-09-07,Completed,299486378.51,22461478.39,321947856.9,NGN,dd83058f-f003-4af8-b701-be17f58458f4,2025-06-04,2026-02-23 10:54:51.466077
bf150afc-2117-465b-bfa1-525c8efd524e,SO-000049,1797b5aa-90b2-47ae-b212-ce20df984133,2025-04-20,Completed,348864608.39,26164845.63,375029454.02,NGN,a0e71fca-efa2-4ff9-a479-a407d413a74b,2025-10-27,2026-02-23 10:54:51.466132
1d55c1b4-ae00-4bdc-857a-274978abd2f5,SO-000050,fa70b183-3ec0-485f-ae3c-f64946121317,2025-04-07,Completed,139921887.61,10494141.57,150416029.18,NGN,a3d9075f-97de-4d4f-a4da-b5d40d3173c9,2025-06-15,2026-02-23 10:54:51.466187
75c5a476-7fee-40fc-b939-ea04cf63a373,SO-000051,fb3886f3-2bd1-497d-abac-52adf560339e,2025-04-21,In Progress,184812446.60000002,13860933.5,198673380.1,NGN,0e26b1d2-8b1b-4bd8-a9de-dfbcc5d6c82a,2024-10-28,2026-02-23 10:54:51.466250
a11b0e11-f331-4ce3-9086-6e24b58ad5d7,SO-000052,03dbd518-94aa-4660-ba50-a86e755a689f,2024-08-21,Completed,4824578.64,361843.4,5186422.04,NGN,b2c508fa-949c-42d7-b762-55fb6b6c4034,2024-12-07,2026-02-23 10:54:51.466280
85d988f9-3b95-4c00-9e3b-6e74037007a9,SO-000053,27cc0ef4-35f4-43eb-8050-bbdd906f98b0,2025-11-30,Completed,179457161.75,13459287.13,192916448.88,NGN,fc389fa0-930b-4018-8fe9-7b6e8f14271f,2024-12-20,2026-02-23 10:54:51.466324
2be7cec2-fab7-4519-9da2-db5cccc77562,SO-000054,ea1c346b-43f1-444c-8cdb-a27ccc4920ef,2024-01-13,Pending,595525482.03,44664411.15,640189893.18,NGN,fe7f7935-e1a2-4e48-a5f0-c9e4cd230a07,2025-03-03,2026-02-23 10:54:51.466408
796810ab-15a9-484f-a80d-97c520df7e01,SO-000055,31f9162b-94e1-4c37-95c4-1db60f07e11f,2025-03-25,Pending,431613269.06,32370995.18,463984264.24,NGN,6f46bc71-a97e-4989-9ec1-f114399219d1,2025-12-08,2026-02-23 10:54:51.466462
8d8cfad4-ea88-41f0-9c78-d03cf85536c2,SO-000056,e2f090a2-1a54-4bee-a275-766f6625296d,2024-11-02,Completed,350002352.59000003,26250176.44,376252529.03,NGN,09b4b3c7-5f7d-4c5c-9e3d-a7cb26571da5,2025-05-01,2026-02-23 10:54:51.466515
cbfa9d79-0edd-42c1-9d8a-216c31229250,SO-000057,e2987e81-416a-4202-b75f-ad5f85903d84,2025-10-16,Completed,23643751.81,1773281.39,25417033.2,NGN,3764b56f-3d0a-4565-8979-4fad3b46458a,2024-02-02,2026-02-23 10:54:51.466551
9aa9fa92-9c57-4282-a3b9-4a673df89aeb,SO-000058,bee3cc53-f6f1-4b14-91ef-02b6c3953264,2024-07-22,Completed,64001174.31,4800088.07,68801262.38,NGN,48b4f51b-78a9-483a-bd66-8342f857c878,2024-05-12,2026-02-23 10:54:51.466608
1f879d70-ef7c-4768-8477-2604ed3b3331,SO-000059,2cf35597-dd97-494f-a51b-ceaf10b579ab,2025-02-02,Completed,76581239.05,5743592.93,82324831.98,NGN,b625cdfd-24a0-4f5a-b441-ed3c8ac1268f,2025-08-24,2026-02-23 10:54:51.466647
36441314-331e-45c5-aa23-def7638d41e4,SO-000060,fa70b183-3ec0-485f-ae3c-f64946121317,2024-01-08,Completed,226739205.44000003,17005440.41,243744645.85,NGN,d4e41eef-dd8a-4561-8426-35acee4f9fad,2025-04-12,2026-02-23 10:54:51.466704
58ffaebc-ca56-4363-8460-2a2960655b50,SO-000061,0d07f0ee-cd3f-420f-ba0f-d21f7c79313c,2025-03-01,Completed,186016908.0,13951268.1,199968176.1,NGN,a1c5850c-1d05-4251-b6e4-fd55662f8895,2025-12-16,2026-02-23 10:54:51.466744
b9e520c9-645e-42ff-b88b-311a2b941423,SO-000062,1b686c9e-8f41-4fdf-ba46-492426fac00c,2025-10-05,In Progress,238992617.48,17924446.31,256917063.79,NGN,b0c1b232-c596-4d15-a02e-8a88bdc299e1,2025-05-31,2026-02-23 10:54:51.466792
3aa79afd-0b9a-47b2-955c-681492e30476,SO-000063,0a07b41e-f088-4c13-8790-8663a572037a,2024-06-17,Completed,149443479.39000002,11208260.95,160651740.34,NGN,1b995d09-0776-4717-ba72-c9585f7c675b,2025-04-17,2026-02-23 10:54:51.466830
8f85c56f-9a1a-4cce-a056-5a8d631c2a79,SO-000064,25c3863f-d05b-4c72-9474-b4444fd00d0a,2024-02-08,Completed,382568141.2,28692610.59,411260751.79,NGN,47f251d8-2fd2-435e-b6ef-d85872ec57cc,2025-11-03,2026-02-23 10:54:51.466878
0fa085d9-dc73-4710-b2c1-6664c330c53e,SO-000065,2eb09d3f-431a-4333-a070-2bb6abc8ed9c,2024-10-12,Completed,41374628.59,3103097.14,44477725.73,NGN,a1c5850c-1d05-4251-b6e4-fd55662f8895,2024-06-21,2026-02-23 10:54:51.466929
01b93864-ffa6-4def-9dca-c270327014cd,SO-000066,a7138888-426d-41b0-a508-1f631c22d202,2025-03-27,Completed,109482057.19,8211154.29,117693211.48,NGN,e0ac1ea6-2139-4814-aed7-8e6908734903,2025-10-12,2026-02-23 10:54:51.466968
f9588fe1-3c58-435a-93ab-235cf2a21380,SO-000067,52d3a190-e6e8-447d-a645-08ce2312e0bb,2024-02-23,Cancelled,94660185.0,7099513.88,101759698.88,NGN,b2c508fa-949c-42d7-b762-55fb6b6c4034,2024-09-12,2026-02-23 10:54:51.467000
d71d2d3c-c037-43a3-b74c-8dfed337b22e,SO-000068,fabe5d34-6f88-413e-9a49-500197ebf97e,2024-09-01,Completed,4034918.07,302618.86,4337536.93,NGN,c2cea9ec-7da0-48f3-95d2-4041a87e3fe7,2024-12-11,2026-02-23 10:54:51.467059
09343b64-5173-459d-80af-a6905e1ea9c6,SO-000069,8b310d9f-544d-4032-bf96-70f9855c78b0,2025-11-11,Completed,113717954.33,8528846.57,122246800.9,NGN,deb008e5-6615-437a-9371-17b6ede878e1,2024-01-13,2026-02-23 10:54:51.467134
e169c8f8-4ff0-405d-91bd-aa588ba85c07,SO-000070,6b23449d-2fef-41a8-83d1-741c20dcbc18,2024-03-08,Completed,310754287.01,23306571.53,334060858.54,NGN,6f46bc71-a97e-4989-9ec1-f114399219d1,2025-12-05,2026-02-23 10:54:51.467208
8483656d-e577-464a-96f6-7623f89611ec,SO-000071,4fdf24de-d5a9-4c8d-98d6-76a7de79e8d2,2024-01-19,Cancelled,246638498.5,18497887.39,265136385.89,NGN,0e26b1d2-8b1b-4bd8-a9de-dfbcc5d6c82a,2024-03-02,2026-02-23 10:54:51.467274
94c5b25a-2bd0-4726-9ced-c72da0f8c7d7,SO-000072,d1994f5b-ee98-4143-bdfd-e7e6db6f4f44,2025-01-18,Pending,303353346.72,22751501.0,326104847.72,NGN,ce63a441-1783-4db1-932a-493de6131114,2024-10-11,2026-02-23 10:54:51.467310
d72848f7-db57-4f7e-9ad8-b3d33a405d5c,SO-000073,f9eb96cd-07d1-483d-ae1d-7496cacd6163,2025-10-21,Completed,643838212.06,48287865.9,692126077.96,NGN,05216a4c-95d5-4db6-9892-7301309dcd5a,2024-11-25,2026-02-23 10:54:51.467365
94971e8f-c7fa-4dbc-b98a-8c3049694b94,SO-000074,65c76632-7a40-420a-aa11-ba26e7897d1f,2025-05-18,Completed,207576765.85000002,15568257.44,223145023.29,NGN,38204481-3349-45c6-9db0-0acb86b8299e,2025-07-16,2026-02-23 10:54:51.467420
a9c2642c-f8d9-4d4e-9802-5daa26352c97,SO-000075,710e76b3-ad61-4a77-920b-331a50b0b398,2025-03-12,Pending,138037105.24,10352782.89,148389888.13,NGN,cedf4efe-8ee6-44f7-a395-15c179414c14,2024-07-25,2026-02-23 10:54:51.467484
ecc0b690-3570-45be-8625-3ca6b4109ba2,SO-000076,fee19fef-2828-4b9f-b284-1d4f63105279,2025-05-07,Completed,130662133.49,9799660.01,140461793.5,NGN,ddc65744-dc42-45e0-87a6-e0a7954b2ab1,2025-05-08,2026-02-23 10:54:51.467520
4c3873c7-1ff6-48d4-8c47-ef151a5678f5,SO-000077,99b48112-00b5-44ed-bb35-915194ab0235,2025-09-01,In Progress,75142487.96,5635686.6,80778174.56,NGN,fe54ebbb-2c0c-4009-a811-ee089e7dec77,2025-09-12,2026-02-23 10:54:51.467560
e3efb9ce-42a3-46b3-97e1-c9f5cfeffc56,SO-000078,03e0ac9d-d399-49b9-8e2e-7bfaae2ea2e2,2024-05-19,Pending,170986443.56,12823983.27,183810426.83,NGN,14afa235-901f-4e4d-95bf-a99a463cc548,2025-02-18,2026-02-23 10:54:51.467598
38b3c1d4-b400-4c3d-bacc-e9198b200311,SO-000079,248f27f6-70cc-4cda-bd49-572afaca4396,2025-02-08,Completed,349838440.48,26237883.04,376076323.52,NGN,dfe7b245-4429-4631-a091-df7c518f56b0,2024-12-22,2026-02-23 10:54:51.467643
91ffde74-b456-40a9-9725-8bc4fbfc3fc7,SO-000080,5e4431e3-40ac-4d73-b931-dac4f420b49c,2025-01-29,Pending,406473758.25,30485531.87,436959290.12,NGN,ae5314a1-5f6f-45dc-b898-9a56a685da93,2025-10-21,2026-02-23 10:54:51.467716
811dfbcb-8a06-4b99-8cad-0833db2b7655,SO-000081,bda03a85-bf87-4716-b7e8-4d1d70ef0f8b,2025-02-11,Cancelled,23448874.4,1758665.58,25207539.98,NGN,e94359ce-c9e0-4942-af64-a6658207f759,2024-09-15,2026-02-23 10:54:51.467737
3d3baa94-fd21-4401-8d6b-1c97acca05af,SO-000082,27cc0ef4-35f4-43eb-8050-bbdd906f98b0,2025-05-27,In Progress,410110656.96,30758299.27,440868956.23,NGN,1978e8ba-f74b-4dd7-a07f-9a02c99f5c62,2025-05-18,2026-02-23 10:54:51.467800
f39eacb7-4f45-47f9-b9f4-ccda3c430fd1,SO-000083,2cf35597-dd97-494f-a51b-ceaf10b579ab,2025-12-14,Pending,214508014.82,16088101.11,230596115.93,NGN,39298160-e0b1-4374-b99c-417eb5ad876d,2024-07-09,2026-02-23 10:54:51.467863
d04526f2-90e6-4e84-9680-ce2e05f05969,SO-000084,1cd59298-1290-4f24-87ed-7d108c51a4aa,2024-03-01,Completed,94047358.78,7053551.91,101100910.69,NGN,4919ddc8-8997-4c0f-bee4-7fcf33afaffc,2024-03-28,2026-02-23 10:54:51.467894
0f36a770-886a-4441-9fdf-7598cd554f6d,SO-000085,3577458c-3083-4784-ba8f-64ec089e2c6a,2024-12-16,Completed,283999686.68,21299976.5,305299663.18,NGN,6f46bc71-a97e-4989-9ec1-f114399219d1,2024-09-29,2026-02-23 10:54:51.467963
c900b22f-ed97-4f29-a1ea-14bcfeaa0671,SO-000086,0d9173d5-e288-495d-8de5-276ff8c4a8bb,2025-01-14,Completed,180447530.4,13533564.78,193981095.18,NGN,db1fa505-d9cc-48ca-9e67-3a7dc4a1e021,2025-04-12,2026-02-23 10:54:51.468034
24d2b738-d175-46ee-9131-756b3d063083,SO-000087,20b377ac-7a10-452e-be22-240dac77392f,2025-09-08,Completed,303183201.75999993,22738740.13,325921941.89,NGN,87f64f8d-b65f-440e-ad22-dc2e0e26944f,2024-02-16,2026-02-23 10:54:51.468101
f1ea04e4-9311-4b5d-96af-721d5635664d,SO-000088,35a1eecd-e666-420b-a347-16ca23589ca2,2025-09-13,Pending,357732050.69,26829903.8,384561954.49,NGN,05216a4c-95d5-4db6-9892-7301309dcd5a,2025-08-08,2026-02-23 10:54:51.468157
543d1ca3-bb4c-41af-82d0-b551d9d7053d,SO-000089,ae0a69d6-1b07-46f5-acf8-21a0f5ed36f5,2024-02-02,Completed,252454318.12,18934073.86,271388391.98,NGN,66dfa22d-9ac6-4646-b380-b10d730619c6,2025-11-06,2026-02-23 10:54:51.468201
af7ccba3-cd33-43ae-afb6-bb07f36bbca3,SO-000090,9a238cd9-08bd-4613-9d43-798b0f761eca,2024-01-30,Completed,202638729.31,15197904.7,217836634.01,NGN,d8dfd797-40f5-4acd-a4ca-3d9473f31861,2025-10-10,2026-02-23 10:54:51.468259
4bde7078-48ab-40d6-a711-a6b1466ecd8c,SO-000091,03e0ac9d-d399-49b9-8e2e-7bfaae2ea2e2,2024-08-17,Cancelled,314251797.77,23568884.83,337820682.6,NGN,09b4b3c7-5f7d-4c5c-9e3d-a7cb26571da5,2024-04-28,2026-02-23 10:54:51.468323
3964e6bc-5d23-43e4-b679-a8cc4ac1a367,SO-000092,55609811-915c-4e8f-8c5d-b820379ad0dc,2025-01-11,Completed,270730968.27,20304822.62,291035790.89,NGN,deb008e5-6615-437a-9371-17b6ede878e1,2025-01-08,2026-02-23 10:54:51.468360
a56c30b5-d0df-4425-a762-57b952c07e00,SO-000093,1a86e21b-1ea3-4fd6-88fc-a78b78297d6e,2025-09-08,Cancelled,16825314.25,1261898.57,18087212.82,NGN,4919ddc8-8997-4c0f-bee4-7fcf33afaffc,2024-08-12,2026-02-23 10:54:51.468489
9eb5f9ac-ce23-4365-bda3-b50ffd8d581d,SO-000094,80a7c465-9346-4ec9-b245-7166738bcf15,2025-11-27,Pending,100070611.2,7505295.84,107575907.04,NGN,288a1981-186a-44c0-963d-fe87d0d3e1c4,2025-12-06,2026-02-23 10:54:51.468524
f9f24ac2-7e37-4c90-9f9b-87d67d264db0,SO-000095,75a8f7d6-2a74-4ed7-9344-2ecb16a5f246,2024-10-07,Cancelled,327523544.51,24564265.84,352087810.35,NGN,0440672d-b5b4-483f-a959-f5433ae934c2,2025-12-18,2026-02-23 10:54:51.468577
c741fda5-ceb5-4585-9a3d-14ae2bc3367c,SO-000096,ee26903c-baed-4906-9bd2-12011468ca67,2024-07-02,Pending,626473807.2,46985535.54,673459342.74,NGN,fe7f7935-e1a2-4e48-a5f0-c9e4cd230a07,2025-07-15,2026-02-23 10:54:51.468637
