id,invoice_id,customer_id,invoice_date,due_date,outstanding_amount,days_outstanding,aging_bucket,currency
38094645-ec3b-42e6-b0b6-dd41d14781f9,c2b1025b-ad7c-4cb6-ba94-29114016cce8,e2f090a2-1a54-4bee-a275-766f6625296d,2024-11-02,2024-12-17,376252529.03,363,Over 90,NGN
e3cb8e37-06da-4829-82a4-b4a52bad7db1,5789d54d-c88d-4ef0-86f1-242ec01ed119,bee3cc53-f6f1-4b14-91ef-02b6c3953264,2024-07-26,2024-09-24,68801262.38,447,Over 90,NGN
28f82fd8-7f72-4cc0-9880-4106021273da,3f96ab91-4981-429e-be36-97e0096c92a7,fa70b183-3ec0-485f-ae3c-f64946121317,2024-01-10,2024-02-24,95910165.23,660,Over 90,NGN
1a799c38-731c-421a-836c-6650a5680417,f6df0122-cb1a-4d05-b516-e17aa14e85c4,1b686c9e-8f41-4fdf-ba46-492426fac00c,2025-10-07,2025-12-06,256917063.79,9,Current,NGN
3cb4cd0f-8f8d-44f2-bd4f-078360b633c3,baec0b7b-2b90-46f5-845b-d5e8ecb3d805,0a07b41e-f088-4c13-8790-8663a572037a,2024-06-20,2024-08-04,43715495.7,498,Over 90,NGN
d71a31bb-7a4c-4c6e-a615-63497bbe511d,e133aea4-9536-4bb1-b6d6-7259c5071f7c,a7138888-426d-41b0-a508-1f631c22d202,2025-03-31,2025-04-15,41760687.21,244,Over 90,NGN
329fd803-bbb2-415f-a1d8-56602cbaca8b,86594c61-6084-41c3-8a60-ce0a3d18ee2e,8b310d9f-544d-4032-bf96-70f9855c78b0,2025-11-14,2025-12-14,122246800.9,1,Current,NGN
12439738-e243-4e1e-993a-f5c51429ee61,81c4c657-2df9-4bd4-879b-2da9fae43f1b,65c76632-7a40-420a-aa11-ba26e7897d1f,2025-05-19,2025-06-18,223145023.29,180,Over 90,NGN
1f93417d-056d-4e89-85f8-66d89e7d9ed0,5c7c388d-b7b1-48a1-b4ac-e7170902e15a,fee19fef-2828-4b9f-b284-1d4f63105279,2025-05-07,2025-07-06,38343105.16,162,Over 90,NGN
f0403678-b0b5-4c57-b4ec-81c58191dac3,e02be436-519a-4265-acfd-6449dfd1c64a,99b48112-00b5-44ed-bb35-915194ab0235,2025-09-04,2025-09-19,80778174.56,87,61-90,NGN
cee1f1fb-98c2-44e3-97b9-1b060a7b2927,e84c6e52-a556-49aa-a7c7-96237c9ecbe5,248f27f6-70cc-4cda-bd49-572afaca4396,2025-02-12,2025-04-13,132293231.04,246,Over 90,NGN
db3eb692-6bb8-4bb3-be8b-dc99083aff6c,130cde9f-6ab6-494a-987c-9d5ef296e790,27cc0ef4-35f4-43eb-8050-bbdd906f98b0,2025-05-27,2025-06-11,440868956.23,187,Over 90,NGN
456ea9ea-3047-47f0-af52-b711ea999d3f,d11ef7d7-85eb-4039-8425-f29e4a295453,3577458c-3083-4784-ba8f-64ec089e2c6a,2024-12-19,2025-02-17,121452548.76,301,Over 90,NGN
3d0efaa1-7811-4fb0-b89f-4e965da7846f,8776fb49-a14e-46b3-8ead-4b740e29ce99,20b377ac-7a10-452e-be22-240dac77392f,2025-09-13,2025-10-28,325921941.89,48,31-60,NGN
a4351f6a-3cc9-4d9e-a702-3f0a3a79b2ba,88a77a29-db21-4487-aa9f-7c5966fbde1c,55609811-915c-4e8f-8c5d-b820379ad0dc,2025-01-16,2025-02-15,291035790.89,303,Over 90,NGN
bc8b725d-1122-4b70-85a7-f3836ccb38eb,23b36793-14ae-46ea-9d7d-4369a22c4b22,8a6f8891-b1b8-4047-b7e2-87ff4442b8d7,2024-03-06,2024-03-21,295589537.9,634,Over 90,NGN
2a22f0e8-226b-4d65-be08-9d0391cb8688,966cd3ed-6707-49d3-a337-8578b01fef37,75a8f7d6-2a74-4ed7-9344-2ecb16a5f246,2025-06-05,2025-07-20,296692581.24,148,Over 90,NGN
7cc4f0a4-13ef-4a3e-b956-2502ca32ea55,5bb94b55-e63f-40f0-a3b0-cea1590f8611,9193a7ba-54d8-4790-8226-99e7f030ec66,2025-09-15,2025-09-30,222536695.89,76,61-90,NGN
2de07949-b1a3-4b6e-86a3-664c3768383b,4fdfc2d3-b1db-46db-95ad-038310f2c3c0,ddc2c562-3f18-49f2-9c08-ee77194d8fec,2024-09-22,2024-10-22,103272438.3,419,Over 90,NGN
bf5eb034-656f-4fbc-8a2b-0f82094ad688,01079e16-0ce3-4ad6-93f5-5d80956fe5e6,93955947-52ad-4d8e-8c59-cffa7bd711ea,2025-10-17,2025-12-01,107716192.92,14,Current,NGN
49c5bde0-ce17-4957-8d48-96328dbd21ea,345efdf5-1130-4122-a842-e61cac97fa11,a44e1187-5faa-4a93-9116-38f8d25df55d,2024-12-14,2025-01-28,92142240.68,321,Over 90,NGN
7d0f2a73-689d-4a07-82f2-bb04faf3c856,be97095b-11c6-4e11-bc9f-e388ede54c15,3dc5c4e2-6f88-4558-a52a-37222fa05e28,2025-11-03,2026-01-02,186792183.01,-18,Current,NGN
e56242bd-92fc-448f-90df-88bcff2cb357,c850a94b-e601-40f7-8b61-4aa10ec508f6,7b41f403-7efa-4d17-b64a-e2c778f628d0,2024-05-28,2024-06-27,68134217.59,536,Over 90,NGN
d6d6e0f9-a198-4b37-8f0b-02e82948cfee,0551a9fa-0d03-4481-b6d5-22d47099d6eb,cc76cdc3-be65-4baf-958c-fe47d0870bb1,2024-02-25,2024-03-26,93915350.54,629,Over 90,NGN
4a42a67a-60c9-4d97-82f0-12804b2ecf35,64739f20-973c-434c-99d3-c36450a3ae60,87fe155c-659c-4682-9214-b8ee8454c1a5,2025-12-22,2026-02-05,134508532.61,-52,Current,NGN
585ccc16-ffae-4154-bbbb-7627a63ef4e6,7c9ab271-a2c6-4ac1-a80f-5d1a3a4f2174,9a901202-17b0-44f8-9a7b-ae5c2ecc986d,2024-08-27,2024-09-26,14622669.44,445,Over 90,NGN
f1b526b4-b407-4adf-b7b1-f2429d71f348,660cb717-26dc-4ce0-8b41-8a9d1603f80a,d0c62f4c-d21e-4c8d-a1c2-e26b8f00371b,2025-12-05,2026-01-19,329410110.96,-35,Current,NGN
b9d9d8b6-3690-45d2-a4cd-0b86f60004ae,4b002d51-0319-4fb6-b80a-f114b67128e3,21831723-5f8a-4e1c-a9c4-2375516f4d97,2024-08-18,2024-10-02,196804442.48,439,Over 90,NGN
275f2ce3-df0e-4d0f-87fa-464f339c3042,c6966592-189d-4dde-ab9c-b49d86b188af,646f2651-62f9-4f12-b848-57dedf9153e2,2024-12-13,2024-12-28,144916434.36,352,Over 90,NGN
d51042c6-b0e0-4889-b3ce-d97345728ac0,0772997e-dfc6-4ae9-98b3-aad7a66eefd7,318d61e4-368e-4df8-8f2c-7f3ff17bae1e,2025-10-08,2025-12-07,1686831.12,8,Current,NGN
d2b69fa9-6073-4049-ae07-cce0e7107a46,a737ba36-2307-4a09-aff5-38849b9a5c5c,16edeaa9-5f15-4dbd-968e-ff8d1060940f,2024-01-04,2024-02-03,20749805.12,681,Over 90,NGN
d69c10b2-1828-4f3f-a8c2-c34f91a44c69,9ca70ef3-4550-4701-ba79-76528c91bbc4,cd54a94c-404c-4fa1-84b8-1d3ef47abe5b,2024-06-02,2024-07-02,70163131.71,531,Over 90,NGN
c9a252de-c31d-4683-975b-c71f69425e98,ddd47d30-8292-490c-a01a-c06b330ec95f,fc902ae4-414c-44d4-846d-52783d1a4405,2024-08-28,2024-09-12,2031257.46,459,Over 90,NGN
8fa9b1de-7f3e-4eec-b3ec-f93f73c64ad0,5f9d2da8-26e7-4749-9c33-4413101908ab,77b35263-7c72-46ad-a18b-bbfd959b6772,2025-01-26,2025-03-12,392019066.55,278,Over 90,NGN
d11bb386-a2ff-4998-8ea6-88a83d151c73,b533e740-5d22-4179-adba-4510365a2999,e78e6fc8-ca9c-4931-9485-3c9adc44fb81,2024-06-09,2024-07-09,21877696.91,524,Over 90,NGN
c992ac23-620b-4de5-a215-30d0e750c5dd,3f7cbb66-93f9-47b9-836f-15b4cbb99d0f,f5b6aa92-888f-4bed-a1be-366d568a7e2a,2024-11-23,2024-12-08,108235416.56,372,Over 90,NGN
ffd30762-bc29-48e3-9fad-f3286abc88a4,255f843f-f772-44b9-a5e6-81f5dde53e66,3e65aa15-9840-40b2-9570-cc39b4ef67d1,2024-04-14,2024-05-14,340188972.31,580,Over 90,NGN
02b8739c-7ce7-4b11-9591-10224adabd31,c082bef8-c166-4f0d-90b4-741d5b0704a0,ddf1043e-efe7-421f-be62-87fdaff551cb,2025-09-16,2025-10-01,264297603.94,75,61-90,NGN
016dfd70-f9d0-4a76-a9a0-9d91722bc7e0,9ee08596-a3a9-4c0d-9272-9e32c1adee5f,4f84f21a-5292-4119-9cbe-0aa88743375c,2025-10-30,2025-11-29,5881515.8,16,Current,NGN
e3a40e30-dc58-4c98-a047-e8a41049fb47,b1e30cbf-7515-4477-9693-20928a0857c9,45ea716c-8207-451b-892c-f60c1fa24b9f,2024-01-10,2024-03-10,21485137.05,645,Over 90,NGN
db2f8715-8997-474a-84f4-68a8d07ebff7,0348c2a4-d4e4-4f66-a95f-e790036ab2bc,9d6fe4a1-85fe-4511-8d62-4a76ab18261b,2024-08-08,2024-09-22,65570024.29,449,Over 90,NGN
6a25de30-be0f-4dc7-a1b2-9e1b195b4dee,cb6d0f5d-337e-4cde-b9c9-e2567aa0d758,25dfb6ac-68e9-493c-9aa6-83e9f68bf070,2024-05-28,2024-07-27,44476933.44,506,Over 90,NGN
17f6af9f-afa2-4287-80fa-603a6257dbba,bf627979-de61-4030-890f-a3a1e8e1e329,b85a201c-5e11-4971-a072-43f2c6405161,2024-05-23,2024-07-07,26617777.76,526,Over 90,NGN
e998a68f-a652-4c7a-ae4b-a0141738190b,69a90fda-e676-4167-993a-7bebbc97025d,d0c62f4c-d21e-4c8d-a1c2-e26b8f00371b,2025-03-27,2025-05-11,210466349.59,218,Over 90,NGN
ea424a1f-b546-4ad1-87a7-8a1cfa2b46ef,4d58d512-9f93-4409-af1a-71902ff0b973,80a927df-fc51-40dd-96ad-4bef83a5c7d4,2025-10-03,2025-11-17,191388950.64,28,Current,NGN
39bd2270-21a3-4dea-9267-2ee93826b235,5fa11bac-4776-4504-9907-aa690ceff05a,1621d7f2-032f-4bb7-a7da-f5a8e3f1f569,2025-05-30,2025-06-14,123859087.6,184,Over 90,NGN
19b8cb16-47c9-48a9-8e9b-a402e11e5dbb,3f7456f1-fe9d-41ea-9343-255763846cce,ac4fa8c5-fe31-434a-8502-ae46f1b7fd9d,2024-04-01,2024-05-31,438144873.36,563,Over 90,NGN
92bcba09-c755-4ab0-91cd-8327aedc3a77,d3f0c2f6-4223-4c4c-af5d-7b7c4569cff6,91710977-9e33-4fc8-bc06-39f0b2705fe4,2024-05-10,2024-05-25,304735720.28,569,Over 90,NGN
d167bd15-ed6f-44ac-b900-3802f8902ca4,2c86369b-1e26-4df5-8616-af767a29aff2,61d5138f-fcac-4e88-8b0d-5b3b7cbd4a4b,2024-04-21,2024-05-06,140820081.19,588,Over 90,NGN
c6f83c6e-67d5-469c-9447-d4b4269ced60,c178ce13-f513-4e96-978a-24b30e9b9d84,7091ea01-3baf-4d23-a71b-ec56cf0773db,2024-05-30,2024-07-29,165083275.11,504,Over 90,NGN
3dba9582-c5ba-491a-b8f5-2f7cced057b1,0a76decc-53e0-4701-bfae-22350db7584f,95fce411-3d44-4afb-884a-57e5a318d334,2024-05-27,2024-07-26,58903814.6,507,Over 90,NGN
2be176e3-8b43-4222-ad43-0d10f002f6da,6c0d0f52-6ffb-4e8a-b2b5-5d557278d55c,d4b21597-6079-49e0-b58c-e7a2fecbdc28,2025-11-30,2025-12-30,124772321.02,-15,Current,NGN
8a6a1dcc-5d96-419e-a693-04e894b2f71a,33efc1a3-261a-4c2e-a1a0-d8734f152688,69a13b93-f029-443d-a162-3956016f74a7,2024-01-31,2024-03-01,35685433.88,654,Over 90,NGN
3b2bf0f0-e311-4fe0-81b7-32db81150e65,29b39859-3de8-4af2-8ec1-aa5f85fd5740,7b41f403-7efa-4d17-b64a-e2c778f628d0,2025-03-22,2025-05-21,7996987.24,208,Over 90,NGN
001d3566-75da-411b-90cc-f09ee5c434f6,e1b077b8-1adb-4bc4-b0e2-c1c18317bb2e,576bb8dc-5053-49bf-919b-5ef7cac95308,2025-07-14,2025-07-29,293639535.2,139,Over 90,NGN
681a685d-1fd7-4914-b455-e94f33739f87,363480a9-c7de-4447-8879-6a433a0b2dc6,9ca23c17-d5b2-4658-9d84-10e792e83f25,2024-10-23,2024-11-22,114761508.11,388,Over 90,NGN
8152de95-f3c5-4523-9e84-b0685dc52a59,d25ee769-993b-4f74-8c5e-21c3d88bed96,4ce5b323-914f-4216-86ee-837f51c5a195,2025-05-27,2025-07-26,82047307.75,142,Over 90,NGN
94f58d04-8766-4178-9518-2da1cd8cc3ec,e2e75195-cc2d-4a61-9811-967f9cf2be95,b374f8bc-a4a9-4b0d-82f6-e02b34b5665c,2024-01-13,2024-02-12,74402955.07,672,Over 90,NGN
e916577d-0b0d-4c0c-8572-555591760702,97ad96ac-d90f-4078-97d5-6b27dd1617dd,25c3863f-d05b-4c72-9474-b4444fd00d0a,2025-05-05,2025-06-19,138560564.38,179,Over 90,NGN
8d8b3d4b-81b4-4f03-b51b-bd39c9c433d1,7f115354-5b44-4f80-9d12-cac11af278ae,f4e3eb6b-aac2-4138-bf01-74b35ae7cf95,2025-04-25,2025-06-09,109610581.34,189,Over 90,NGN
272edfa0-cde9-41bf-924c-30a6723ef1be,55c7bd18-3025-4c98-9997-472a928b2583,b85a201c-5e11-4971-a072-43f2c6405161,2025-09-13,2025-09-28,96702999.15,78,61-90,NGN
39de1f98-96e6-41bf-b63e-dc2859a693e3,1b1dbf6c-1eed-4259-a1fc-db732d8a0bff,9ba5773c-2186-4673-b815-1bfb48582deb,2024-11-20,2025-01-19,814270368.23,330,Over 90,NGN
4de4a661-e62d-4159-a687-40c51164e0db,cd91f399-58a0-43a6-9e12-e1530fef4f3f,e2f090a2-1a54-4bee-a275-766f6625296d,2024-05-06,2024-06-05,121432884.09,558,Over 90,NGN
90a36f8d-836f-4fce-8e76-f20fa0e177f1,b3202d97-4a91-430d-aa83-9b8a54598330,69f401c2-30e5-49cb-9183-d6f31f4624cb,2024-10-29,2024-11-13,156307695.99,397,Over 90,NGN
4850a7ca-1471-4e0d-8ca7-86fe74ae29ec,b7c53cef-b4da-4233-ae65-3bd770447f23,738160da-51c8-4d69-9e8b-1e22a47a8a69,2025-07-21,2025-08-20,191866546.87,117,Over 90,NGN
084e21f1-fccc-445c-bb58-be33373a5419,63e02fa6-a9e1-4443-b1b8-04ca358bd193,c787f7cd-0992-4a24-90f7-e50835c73f45,2025-03-13,2025-03-28,237524959.51,262,Over 90,NGN
80a11710-e40b-43ea-a44d-650176ce93fe,e65f6398-43f9-4d6b-bb45-2b8bdc36f379,0dded01c-2f58-49fe-8f12-a55b4501aedb,2024-04-25,2024-06-24,299491470.26,539,Over 90,NGN
397f57b7-86c4-4d76-8dd9-3b7672f5277f,a67b5abc-6db7-4586-aedf-1f4d3ae71ea5,f9eb96cd-07d1-483d-ae1d-7496cacd6163,2025-03-02,2025-05-01,66678683.68,228,Over 90,NGN
0964882c-2189-4ffa-8bef-ccf383fbcef4,1537169d-0b80-4891-9fdd-c43185cee3cf,77b35263-7c72-46ad-a18b-bbfd959b6772,2025-03-24,2025-04-23,491189607.47,236,Over 90,NGN
164cb59a-93b3-4ee7-ad61-e7b7a65eaaa2,00582f5e-64e3-4211-8917-c79441928846,4eae0ab7-9142-4bc6-a98f-87b2bcdca42e,2024-04-13,2024-04-28,280080585.83,596,Over 90,NGN
74c31784-7602-41de-87d7-18485cee6d31,13a54a86-4baf-4f68-907f-2b437d65e14f,c7f2094d-1a8c-45a2-8818-2a131e709075,2024-11-13,2024-12-28,177796012.51,352,Over 90,NGN
f5bead5b-8995-443f-bf3f-c1c4a1a8bb4e,1199215a-57f6-494e-8b6d-e117bf4f9b2d,f04bd3df-f2bd-4e9c-95b8-4164de5be1fb,2024-12-16,2025-01-30,147960987.17,319,Over 90,NGN
94b9f069-58d2-4dee-9473-6c5802fe2c17,4d04ff42-a837-4d07-961f-e26ccafac0aa,f9cc684f-95b9-4168-ac09-d5a0e8747779,2025-10-06,2025-11-05,37820213.8,40,31-60,NGN
79d486d3-f01d-4609-afe5-dc366b8214c3,e96e5e20-7e25-4466-81ce-796e0a085137,d7dfa609-f71c-42b8-bfa9-ce38f3d31a5f,2025-07-16,2025-09-14,98369548.56,92,Over 90,NGN
17d3bcdb-948b-4ee6-85cc-f83aed718789,db37020d-9df9-40a4-8038-df19968fc32e,e2727206-161f-4318-b710-2db82c5e8372,2025-12-17,2026-02-15,42143474.43,-62,Current,NGN
6ee831d4-a777-4e49-9a45-4d4be6ae1d92,4ab6449a-caa1-42a6-923a-7170a8b445e5,e4a33f19-3509-42dd-9c8e-15ac115413c9,2025-02-16,2025-04-17,11209915.98,242,Over 90,NGN
f83e34c0-f08c-4579-94fc-5a737fcec6f8,0a607e2d-b555-4f20-95a8-d53ebcfaf05b,9ff3aced-bc49-478a-b4d5-0b1379f113a6,2024-09-23,2024-10-23,326793265.75,418,Over 90,NGN
7c4dfad2-9570-48e3-93bc-f5e3a2487a6a,ab8aab57-84f1-422b-b8ca-d088a6a366f8,003184b1-b880-4c24-b941-3b4082d3cd10,2025-01-15,2025-01-30,291346009.9,319,Over 90,NGN
a9d8ced4-91ff-4f20-a0fa-5d805513b76e,a372d4eb-7344-4e4b-9106-a3506b862a21,7b895df9-b261-47e9-ad54-4cecc6d94c64,2024-09-14,2024-10-29,7532131.68,412,Over 90,NGN
07c10a06-f096-4a6e-be87-292a03a0a6cc,9b70c587-621d-41a4-b6a8-74563d30974d,bb9ac7ca-9fcc-4aae-b45b-862059857a22,2024-09-11,2024-09-26,242852428.8,445,Over 90,NGN
659a1ae6-57c4-47c6-bdca-7668ee553328,e3d2237c-4db7-41e8-83f3-e823c8fca0e8,f9eb96cd-07d1-483d-ae1d-7496cacd6163,2024-04-12,2024-06-11,142783479.81,552,Over 90,NGN
d0aac9cf-44e2-4c9c-98ec-edb1c1b411b6,86d90979-eae2-4224-bc56-672674b7c454,28057066-f5aa-426b-9c88-f13eaa96df85,2025-08-08,2025-09-22,493186632.75,84,61-90,NGN
32a42c31-eda5-439a-aec6-7d8ae1c80db0,cfc3e50d-c219-425f-ab84-b74234f0c789,74e74964-8c0b-4951-9c79-6b5ffe301993,2025-02-13,2025-04-14,122493985.81,245,Over 90,NGN
3a4d26d3-cf33-4ebf-a2d8-e71841028f2b,75c91ae9-f4f7-49b5-b5fb-66c4b4cda059,96568161-e422-42a8-b3b6-c4d7c8ef1484,2025-02-18,2025-04-19,397342908.74,240,Over 90,NGN
1be61531-6312-4bad-892d-4dd69c6c1dcf,2fbe3ec4-3c7b-4924-95a0-0a5b8f88ca77,a39846c0-8aad-46f0-be06-c46c4193e096,2024-09-23,2024-10-23,77592846.65,418,Over 90,NGN
d5c60577-3a9a-4a6a-a929-cb5e3d68998c,f3db3382-7207-4b3e-86b6-50119860b71d,2cefbde9-2715-4c05-a079-5c7b4ee00cc3,2024-11-10,2024-12-25,99727864.61,355,Over 90,NGN
fe4322ed-9d23-4bba-b4dc-1bfd29862c59,fd9eb455-a8bc-49e3-a325-ce64a1646546,5e0c2053-2ffd-4c2a-8acf-93e60c55a843,2024-11-16,2024-12-01,103784050.6,379,Over 90,NGN
128b046a-ec6d-4a0c-bbfb-eb5e50db8135,c3593d86-f6a0-48d1-9c54-107e9b6c0539,0c0a493e-7bc0-4c18-8ef7-242ba61d3fb7,2024-07-26,2024-09-09,413829281.66,462,Over 90,NGN
b793edf3-1ffd-4d1d-b20e-03297b61066d,29c7b764-76e1-415c-929e-36af54d6a983,3f4ccb02-1423-45be-b19a-f60b5b489c48,2024-04-07,2024-05-07,196804395.92,587,Over 90,NGN
eb01bd24-c803-466b-9c42-99735ff908d3,cfda30b7-7c49-40c1-a7d3-fdd97e468aa4,29560284-a5e1-4a3b-906b-e85252ed0391,2025-03-04,2025-04-18,78552077.66,241,Over 90,NGN
38eabd97-07a3-4104-9a01-7bd95b766285,30a17da8-0c62-443d-9530-d368fe8d6320,cf401815-2c54-4558-8a25-3230afc5f091,2024-10-26,2024-12-10,288992968.59,370,Over 90,NGN
458d133a-4d9a-4602-8029-82ed47fe3111,79307e33-4042-4060-84ac-376c507355a5,17b05e3c-160e-42ce-9418-5150d836ab58,2024-03-07,2024-03-22,334831536.16,633,Over 90,NGN
3eaf7193-022b-4226-ac7f-f80becd3c36d,96cca765-55f0-420c-880b-6b060d9e67b2,db7e5b80-e8a9-449e-a893-065e4aaccee2,2024-04-13,2024-05-13,189876861.12,581,Over 90,NGN
bf402da1-67df-4d52-8c76-139ae3fc9fd0,3fc85b9d-9d4d-4117-8938-08989d1fbbe3,93955947-52ad-4d8e-8c59-cffa7bd711ea,2025-02-21,2025-04-22,243031318.72,237,Over 90,NGN
8932ce7e-cced-4fd2-be38-11c8e4d7fc9b,680ede5e-f44f-4979-8687-fcebed22e0cf,9d6fe4a1-85fe-4511-8d62-4a76ab18261b,2024-06-22,2024-07-07,110940372.56,526,Over 90,NGN
7e62b743-bd7e-4d91-bc74-6ba84bb13116,b38a9348-585c-48c7-8d7f-75fe3984fa5d,9f65d4c3-1a95-40c7-b45a-e28fc3fac167,2025-03-04,2025-04-03,380604523.81,256,Over 90,NGN
b67fe063-2bee-467c-b4d7-8e65ef9e394c,53d6b033-f9fd-40a5-92b2-69b73b4e198a,a9ab1897-895b-42d5-9e4b-120182b77c27,2024-08-13,2024-09-12,153347632.14,459,Over 90,NGN
8b32fbb2-9c3e-4a0d-be84-bf1824cad506,8a3cad3e-6809-40a5-a3eb-3048295c29d2,6c1e7542-a427-4c25-bca9-2534e9a3039e,2024-07-13,2024-07-28,165258144.94,505,Over 90,NGN
998758aa-b916-4cb8-ab0f-824124dee9e2,35d634d0-2237-42b2-9318-794f72ac6748,9a743db4-7f30-4665-9a6e-8226af94d21b,2024-07-06,2024-09-04,17145849.58,467,Over 90,NGN
